substrate_UniProtAC	canonical_UniProtAC	substrate_genename	accession_is_isoform	needs_sequence_remap	canonical_counting_status	site_count_accession_level	label
Q3SX64	Q3SX64	ODF3L2	False	False	canonical_or_unversioned_accession	3	ODF3L2 (Q3SX64)
P22059	P22059	OSBP	False	False	canonical_or_unversioned_accession	3	OSBP (P22059)
Q8TE49	Q8TE49	OTUD7A	False	False	canonical_or_unversioned_accession	3	OTUD7A (Q8TE49)
P22234	P22234	PAICS	False	False	canonical_or_unversioned_accession	3	PAICS (P22234)
O96013	O96013	PAK4	False	False	canonical_or_unversioned_accession	3	PAK4 (O96013)
Q8WX93	Q8WX93	PALLD	False	False	canonical_or_unversioned_accession	3	PALLD (Q8WX93)
Q504Q3	Q504Q3	PAN2	False	False	canonical_or_unversioned_accession	3	PAN2 (Q504Q3)
Q6PIY7	Q6PIY7	PAPD4	False	False	canonical_or_unversioned_accession	3	PAPD4 (Q6PIY7)
O43252	O43252	PAPSS1	False	False	canonical_or_unversioned_accession	3	PAPSS1 (O43252)
Q8TEW8	Q8TEW8	PARD3B	False	False	canonical_or_unversioned_accession	3	PARD3B (Q8TEW8)
Q99497	Q99497	PARK7	False	False	canonical_or_unversioned_accession	3	PARK7 (Q99497)
P15863	P15863	PAX1	False	False	canonical_or_unversioned_accession	3	PAX1 (P15863)
Q16822	Q16822	PCK2	False	False	canonical_or_unversioned_accession	3	PCK2 (Q16822)
O14737	O14737	PDCD5	False	False	canonical_or_unversioned_accession	3	PDCD5 (O14737)
Q96JY6	Q96JY6	PDLIM2	False	False	canonical_or_unversioned_accession	3	PDLIM2 (Q96JY6)
Q9BRX2	Q9BRX2	PELO	False	False	canonical_or_unversioned_accession	3	PELO (Q9BRX2)
Q01813	Q01813	PFKP	False	False	canonical_or_unversioned_accession	3	PFKP (Q01813)
O15173	O15173	PGRMC2	False	False	canonical_or_unversioned_accession	3	PGRMC2 (O15173)
P35232	P35232	PHB	False	False	canonical_or_unversioned_accession	3	PHB (P35232)
Q99623	Q99623	PHB2	False	False	canonical_or_unversioned_accession	3	PHB2 (Q99623)
Q86UU1	Q86UU1	PHLDB1	False	False	canonical_or_unversioned_accession	3	PHLDB1 (Q86UU1)
Q00169	Q00169	PITPNA	False	False	canonical_or_unversioned_accession	3	PITPNA (Q00169)
Q8TC59	Q8TC59	PIWIL2	False	False	canonical_or_unversioned_accession	3	PIWIL2 (Q8TC59)
P14618	P14618	PKM	False	False	canonical_or_unversioned_accession	3	PKM (P14618)
A0A0A0MRF9	A0A0A0MRF9	PLCG2	False	False	canonical_or_unversioned_accession	3	PLCG2 (A0A0A0MRF9)
Q9HB19	Q9HB19	PLEKHA2	False	False	canonical_or_unversioned_accession	3	PLEKHA2 (Q9HB19)
Q9H4M7	Q9H4M7	PLEKHA4	False	False	canonical_or_unversioned_accession	3	PLEKHA4 (Q9H4M7)
A1L390	A1L390	PLEKHG3	False	False	canonical_or_unversioned_accession	3	PLEKHG3 (A1L390)
Q9Y4G2	Q9Y4G2	PLEKHM1	False	False	canonical_or_unversioned_accession	3	PLEKHM1 (Q9Y4G2)
P29590	P29590	PML	False	False	canonical_or_unversioned_accession	3	PML (P29590)
Q8TCS8	Q8TCS8	PNPT1	False	False	canonical_or_unversioned_accession	3	PNPT1 (Q8TCS8)
Q7Z3K3	Q7Z3K3	POGZ	False	False	canonical_or_unversioned_accession	3	POGZ (Q7Z3K3)
P06746	P06746	POLB	False	False	canonical_or_unversioned_accession	3	POLB (P06746)
Q07864	Q07864	POLE	False	False	canonical_or_unversioned_accession	3	POLE (Q07864)
P24928	P24928	POLR2A	False	False	canonical_or_unversioned_accession	3	POLR2A (P24928)
P30876	P30876	POLR2B	False	False	canonical_or_unversioned_accession	3	POLR2B (P30876)
Q9NQ55	Q9NQ55	PPAN	False	False	canonical_or_unversioned_accession	3	PPAN (Q9NQ55)
Q13136	Q13136	PPFIA1	False	False	canonical_or_unversioned_accession	3	PPFIA1 (Q13136)
Q96C90	Q96C90	PPP1R14B	False	False	canonical_or_unversioned_accession	3	PPP1R14B (Q96C90)
Q6NYC8	Q6NYC8	PPP1R18	False	False	canonical_or_unversioned_accession	3	PPP1R18 (Q6NYC8)
P30153	P30153	PPP2R1A	False	False	canonical_or_unversioned_accession	3	PPP2R1A (P30153)
P55345	P55345	PRMT2	False	False	canonical_or_unversioned_accession	3	PRMT2 (P55345)
Q9NVM4	Q9NVM4	PRMT7	False	False	canonical_or_unversioned_accession	3	PRMT7 (Q9NVM4)
P60891	P60891	PRPS1	False	False	canonical_or_unversioned_accession	3	PRPS1 (P60891)
P11908	P11908	PRPS2	False	False	canonical_or_unversioned_accession	3	PRPS2 (P11908)
P49720	P49720	PSMB3	False	False	canonical_or_unversioned_accession	3	PSMB3 (P49720)
P28072	P28072	PSMB6	False	False	canonical_or_unversioned_accession	3	PSMB6 (P28072)
P78330	P78330	PSPH	False	False	canonical_or_unversioned_accession	3	PSPH (P78330)
Q96BW5	Q96BW5	PTER	False	False	canonical_or_unversioned_accession	3	PTER (Q96BW5)
Q9BRQ0	Q9BRQ0	PYGO2	False	False	canonical_or_unversioned_accession	3	PYGO2 (Q9BRQ0)
Q15032	Q15032	R3HDM1	False	False	canonical_or_unversioned_accession	3	R3HDM1 (Q15032)
P62491	P62491	RAB11A	False	False	canonical_or_unversioned_accession	3	RAB11A (P62491)
Q15907	Q15907	RAB11B	False	False	canonical_or_unversioned_accession	3	RAB11B (Q15907)
P20339	P20339	RAB5A	False	False	canonical_or_unversioned_accession	3	RAB5A (P20339)
O60216	O60216	RAD21	False	False	canonical_or_unversioned_accession	3	RAD21 (O60216)
Q9BTL3	Q9BTL3	RAMAC	False	False	canonical_or_unversioned_accession	3	RAMAC (Q9BTL3)
Q9NS23	Q9NS23	RASSF1	False	False	canonical_or_unversioned_accession	3	RASSF1 (Q9NS23)
E9PAU2	E9PAU2	RAVER1	False	False	canonical_or_unversioned_accession	3	RAVER1 (E9PAU2)
Q8TDY2	Q8TDY2	RB1CC1	False	False	canonical_or_unversioned_accession	3	RB1CC1 (Q8TDY2)
Q15291	Q15291	RBBP5	False	False	canonical_or_unversioned_accession	3	RBBP5 (Q15291)
Q9NW13	Q9NW13	RBM28	False	False	canonical_or_unversioned_accession	3	RBM28 (Q9NW13)
P52756	P52756	RBM5	False	False	canonical_or_unversioned_accession	3	RBM5 (P52756)
J3KPD3	J3KPD3	RBM7	False	False	canonical_or_unversioned_accession	3	RBM7 (J3KPD3)
Q9Y5S9	Q9Y5S9	RBM8A	False	False	canonical_or_unversioned_accession	3	RBM8A (Q9Y5S9)
O75526	O75526	RBMXL2	False	False	canonical_or_unversioned_accession	3	RBMXL2 (O75526)
Q8N7X1	Q8N7X1	RBMXL3	False	False	canonical_or_unversioned_accession	3	RBMXL3 (Q8N7X1)
Q9HBD1	Q9HBD1	RC3H2	False	False	canonical_or_unversioned_accession	3	RC3H2 (Q9HBD1)
Q92925	Q92925	RCOR3	False	False	canonical_or_unversioned_accession	3	RCOR3 (Q92925)
Q04206	Q04206	RELA	False	False	canonical_or_unversioned_accession	3	RELA (Q04206)
Q8N1G1	Q8N1G1	REXO1	False	False	canonical_or_unversioned_accession	3	REXO1 (Q8N1G1)
Q9Y3B8	Q9Y3B8	REXO2	False	False	canonical_or_unversioned_accession	3	REXO2 (Q9Y3B8)
P35250	P35250	RFC2	False	False	canonical_or_unversioned_accession	3	RFC2 (P35250)
O14924	O14924	RGS12	False	False	canonical_or_unversioned_accession	3	RGS12 (O14924)
Q96K30	Q96K30	RITA1	False	False	canonical_or_unversioned_accession	3	RITA1 (Q96K30)
O60930	O60930	RNASEH1	False	False	canonical_or_unversioned_accession	3	RNASEH1 (O60930)
O75792	O75792	RNASEH2A	False	False	canonical_or_unversioned_accession	3	RNASEH2A (O75792)
Q8TDP1	Q8TDP1	RNASEH2C	False	False	canonical_or_unversioned_accession	3	RNASEH2C (Q8TDP1)
Q5XPI4	Q5XPI4	RNF123	False	False	canonical_or_unversioned_accession	3	RNF123 (Q5XPI4)
Q9Y252	Q9Y252	RNF6	False	False	canonical_or_unversioned_accession	3	RNF6 (Q9Y252)
F8WAA2	F8WAA2	ROBO1	False	False	canonical_or_unversioned_accession	3	ROBO1 (F8WAA2)
P62906	P62906	RPL10A	False	False	canonical_or_unversioned_accession	3	RPL10A (P62906)
P30050	P30050	RPL12	False	False	canonical_or_unversioned_accession	3	RPL12 (P30050)
Q02543	Q02543	RPL18A	False	False	canonical_or_unversioned_accession	3	RPL18A (Q02543)
P46778	P46778	RPL21	False	False	canonical_or_unversioned_accession	3	RPL21 (P46778)
P46776	P46776	RPL27A	False	False	canonical_or_unversioned_accession	3	RPL27A (P46776)
P39023	P39023	RPL3	False	False	canonical_or_unversioned_accession	3	RPL3 (P39023)
F8W727	F8W727	RPL32	False	False	canonical_or_unversioned_accession	3	RPL32 (F8W727)
P05388	P05388	RPLP0	False	False	canonical_or_unversioned_accession	3	RPLP0 (P05388)
B4DW28	B4DW28	RPS20	False	False	canonical_or_unversioned_accession	3	RPS20 (B4DW28)
P60866	P60866	RPS20	False	False	canonical_or_unversioned_accession	3	RPS20 (P60866)
P63220	P63220	RPS21	False	False	canonical_or_unversioned_accession	3	RPS21 (P63220)
P22090	P22090	RPS4Y1	False	False	canonical_or_unversioned_accession	3	RPS4Y1 (P22090)
P23443	P23443	RPS6KB1	False	False	canonical_or_unversioned_accession	3	RPS6KB1 (P23443)
P62241	P62241	RPS8	False	False	canonical_or_unversioned_accession	3	RPS8 (P62241)
Q8N122	Q8N122	RPTOR	False	False	canonical_or_unversioned_accession	3	RPTOR (Q8N122)
P10301	P10301	RRAS	False	False	canonical_or_unversioned_accession	3	RRAS (P10301)
Q5JTH9	Q5JTH9	RRP12	False	False	canonical_or_unversioned_accession	3	RRP12 (Q5JTH9)
Q14684	Q14684	RRP1B	False	False	canonical_or_unversioned_accession	3	RRP1B (Q14684)
O43818	O43818	RRP9	False	False	canonical_or_unversioned_accession	3	RRP9 (O43818)
Q96T51	Q96T51	RUFY1	False	False	canonical_or_unversioned_accession	3	RUFY1 (Q96T51)
Q9Y265	Q9Y265	RUVBL1	False	False	canonical_or_unversioned_accession	3	RUVBL1 (Q9Y265)
H7BXF5	H7BXF5	SAP130	False	False	canonical_or_unversioned_accession	3	SAP130 (H7BXF5)
P49591	P49591	SARS1	False	False	canonical_or_unversioned_accession	3	SARS1 (P49591)
O43290	O43290	SART1	False	False	canonical_or_unversioned_accession	3	SART1 (O43290)
Q9UPW6	Q9UPW6	SATB2	False	False	canonical_or_unversioned_accession	3	SATB2 (Q9UPW6)
Q9Y3A5	Q9Y3A5	SBDS	False	False	canonical_or_unversioned_accession	3	SBDS (Q9Y3A5)
Q14524	Q14524	SCN5A	False	False	canonical_or_unversioned_accession	3	SCN5A (Q14524)
O94979	O94979	SEC31A	False	False	canonical_or_unversioned_accession	3	SEC31A (O94979)
Q9UGP8	Q9UGP8	SEC63	False	False	canonical_or_unversioned_accession	3	SEC63 (Q9UGP8)
Q9BYW2	Q9BYW2	SETD2	False	False	canonical_or_unversioned_accession	3	SETD2 (Q9BYW2)
E7EWN3	E7EWN3	SETD5	False	False	canonical_or_unversioned_accession	3	SETD5 (E7EWN3)
Q9C0A6	Q9C0A6	SETD5	False	False	canonical_or_unversioned_accession	3	SETD5 (Q9C0A6)
Q53H47	Q53H47	SETMAR	False	False	canonical_or_unversioned_accession	3	SETMAR (Q53H47)
Q7Z333	Q7Z333	SETX	False	False	canonical_or_unversioned_accession	3	SETX (Q7Z333)
Q15428	Q15428	SF3A2	False	False	canonical_or_unversioned_accession	3	SF3A2 (Q15428)
Q12874	Q12874	SF3A3	False	False	canonical_or_unversioned_accession	3	SF3A3 (Q12874)
E9PJ04	E9PJ04	SF3B2	False	False	canonical_or_unversioned_accession	3	SF3B2 (E9PJ04)
Q9NRF2	Q9NRF2	SH2B1	False	False	canonical_or_unversioned_accession	3	SH2B1 (Q9NRF2)
Q9NR46	Q9NR46	SH3GLB2	False	False	canonical_or_unversioned_accession	3	SH3GLB2 (Q9NR46)
H0Y4E8	H0Y4E8	SIK3	False	False	canonical_or_unversioned_accession	3	SIK3 (H0Y4E8)
Q14493	Q14493	SLBP	False	False	canonical_or_unversioned_accession	3	SLBP (Q14493)
Q00325	Q00325	SLC25A3	False	False	canonical_or_unversioned_accession	3	SLC25A3 (Q00325)
P05141	P05141	SLC25A5	False	False	canonical_or_unversioned_accession	3	SLC25A5 (P05141)
P12236	P12236	SLC25A6	False	False	canonical_or_unversioned_accession	3	SLC25A6 (P12236)
Q6NXT4	Q6NXT4	SLC30A6	False	False	canonical_or_unversioned_accession	3	SLC30A6 (Q6NXT4)
P08195	P08195	SLC3A2	False	False	canonical_or_unversioned_accession	3	SLC3A2 (P08195)
O14745	O14745	SLC9A3R1	False	False	canonical_or_unversioned_accession	3	SLC9A3R1 (O14745)
Q9GZT3	Q9GZT3	SLIRP	False	False	canonical_or_unversioned_accession	3	SLIRP (Q9GZT3)
O00193	O00193	SMAP	False	False	canonical_or_unversioned_accession	3	SMAP (O00193)
P51531	P51531	SMARCA2	False	False	canonical_or_unversioned_accession	3	SMARCA2 (P51531)
Q9HBD4	Q9HBD4	SMARCA4	False	False	canonical_or_unversioned_accession	3	SMARCA4 (Q9HBD4)
O60264	O60264	SMARCA5	False	False	canonical_or_unversioned_accession	3	SMARCA5 (O60264)
Q92922	Q92922	SMARCC1	False	False	canonical_or_unversioned_accession	3	SMARCC1 (Q92922)
Q96Q15	Q96Q15	SMG1	False	False	canonical_or_unversioned_accession	3	SMG1 (Q96Q15)
O95721	O95721	SNAP29	False	False	canonical_or_unversioned_accession	3	SNAP29 (O95721)
Q15036	Q15036	SNX17	False	False	canonical_or_unversioned_accession	3	SNX17 (Q15036)
O60493	O60493	SNX3	False	False	canonical_or_unversioned_accession	3	SNX3 (O60493)
Q9Y4B5	Q9Y4B5	SOGA2	False	False	canonical_or_unversioned_accession	3	SOGA2 (Q9Y4B5)
Q9UBP0	Q9UBP0	SPAST	False	False	canonical_or_unversioned_accession	3	SPAST (Q9UBP0)
Q8N0Z3	Q8N0Z3	SPICE1	False	False	canonical_or_unversioned_accession	3	SPICE1 (Q8N0Z3)
Q6ZMY3	Q6ZMY3	SPOCD1	False	False	canonical_or_unversioned_accession	3	SPOCD1 (Q6ZMY3)
C9JY79	C9JY79	SPTBN4	False	False	canonical_or_unversioned_accession	3	SPTBN4 (C9JY79)
Q9HD15	Q9HD15	SRA1	False	False	canonical_or_unversioned_accession	3	SRA1 (Q9HD15)
Q13247	Q13247	SRSF6	False	False	canonical_or_unversioned_accession	3	SRSF6 (Q13247)
Q9BYN0	Q9BYN0	SRXN1	False	False	canonical_or_unversioned_accession	3	SRXN1 (Q9BYN0)
O95793	O95793	STAU1	False	False	canonical_or_unversioned_accession	3	STAU1 (O95793)
O94804	O94804	STK10	False	False	canonical_or_unversioned_accession	3	STK10 (O94804)
P16949	P16949	STMN1	False	False	canonical_or_unversioned_accession	3	STMN1 (P16949)
B4DNJ6	B4DNJ6	STRAP	False	False	canonical_or_unversioned_accession	3	STRAP (B4DNJ6)
O95425	O95425	SVIL	False	False	canonical_or_unversioned_accession	3	SVIL (O95425)
Q8N5C8	Q8N5C8	TAB3	False	False	canonical_or_unversioned_accession	3	TAB3 (Q8N5C8)
Q16594	Q16594	TAF9	False	False	canonical_or_unversioned_accession	3	TAF9 (Q16594)
P37802	P37802	TAGLN2	False	False	canonical_or_unversioned_accession	3	TAGLN2 (P37802)
P26639	P26639	TARS	False	False	canonical_or_unversioned_accession	3	TARS (P26639)
Q96EI5	Q96EI5	TCEAL4	False	False	canonical_or_unversioned_accession	3	TCEAL4 (Q96EI5)
Q9BQ70	Q9BQ70	TCF25	False	False	canonical_or_unversioned_accession	3	TCF25 (Q9BQ70)
Q6PIY7	Q6PIY7	TENT2	False	False	canonical_or_unversioned_accession	3	TENT2 (Q6PIY7)
Q6N021	Q6N021	TET2	False	False	canonical_or_unversioned_accession	3	TET2 (Q6N021)
Q04726	Q04726	TLE3	False	False	canonical_or_unversioned_accession	3	TLE3 (Q04726)
Q6NUQ4	Q6NUQ4	TMEM214	False	False	canonical_or_unversioned_accession	3	TMEM214 (Q6NUQ4)
Q7Z410	Q7Z410	TMPRSS9	False	False	canonical_or_unversioned_accession	3	TMPRSS9 (Q7Z410)
Q92973	Q92973	TNPO1	False	False	canonical_or_unversioned_accession	3	TNPO1 (Q92973)
O15417	O15417	TNRC18	False	False	canonical_or_unversioned_accession	3	TNRC18 (O15417)
Q9Y4F4	Q9Y4F4	TOGARAM1	False	False	canonical_or_unversioned_accession	3	TOGARAM1 (Q9Y4F4)
Q96B49	Q96B49	TOMM6	False	False	canonical_or_unversioned_accession	3	TOMM6 (Q96B49)
P11387	P11387	TOP1	False	False	canonical_or_unversioned_accession	3	TOP1 (P11387)
O95985	O95985	TOP3B	False	False	canonical_or_unversioned_accession	3	TOP3B (O95985)
P60174	P60174	TPI1	False	False	canonical_or_unversioned_accession	3	TPI1 (P60174)
Q9UI30	Q9UI30	TRMT112	False	False	canonical_or_unversioned_accession	3	TRMT112 (Q9UI30)
P49815	P49815	TSC2	False	False	canonical_or_unversioned_accession	3	TSC2 (P49815)
O95801	O95801	TTC4	False	False	canonical_or_unversioned_accession	3	TTC4 (O95801)
Q9UNY4	Q9UNY4	TTF2	False	False	canonical_or_unversioned_accession	3	TTF2 (Q9UNY4)
P40222	P40222	TXLNA	False	False	canonical_or_unversioned_accession	3	TXLNA (P40222)
Q9NUQ3	Q9NUQ3	TXLNG	False	False	canonical_or_unversioned_accession	3	TXLNG (Q9NUQ3)
O15042	O15042	U2SURP	False	False	canonical_or_unversioned_accession	3	U2SURP (O15042)
O95155	O95155	UBE4B	False	False	canonical_or_unversioned_accession	3	UBE4B (O95155)
Q9UMX0	Q9UMX0	UBQLN4	False	False	canonical_or_unversioned_accession	3	UBQLN4 (Q9UMX0)
Q5T4S7	Q5T4S7	UBR4	False	False	canonical_or_unversioned_accession	3	UBR4 (Q5T4S7)
Q96T88	Q96T88	UHRF1	False	False	canonical_or_unversioned_accession	3	UHRF1 (Q96T88)
O75385	O75385	ULK1	False	False	canonical_or_unversioned_accession	3	ULK1 (O75385)
P22695	P22695	UQCRC2	False	False	canonical_or_unversioned_accession	3	UQCRC2 (P22695)
Q70CQ3	Q70CQ3	USP30	False	False	canonical_or_unversioned_accession	3	USP30 (Q70CQ3)
Q53GS9	Q53GS9	USP39	False	False	canonical_or_unversioned_accession	3	USP39 (Q53GS9)
Q70EL4	Q70EL4	USP43	False	False	canonical_or_unversioned_accession	3	USP43 (Q70EL4)
Q709C8	Q709C8	VPS13C	False	False	canonical_or_unversioned_accession	3	VPS13C (Q709C8)
Q9H9H4	Q9H9H4	VPS37B	False	False	canonical_or_unversioned_accession	3	VPS37B (Q9H9H4)
Q9NP79	Q9NP79	VTA1	False	False	canonical_or_unversioned_accession	3	VTA1 (Q9NP79)
Q9UEU0	Q9UEU0	VTI1B	False	False	canonical_or_unversioned_accession	3	VTI1B (Q9UEU0)
Q92558	Q92558	WASF1	False	False	canonical_or_unversioned_accession	3	WASF1 (Q92558)
O75083	O75083	WDR1	False	False	canonical_or_unversioned_accession	3	WDR1 (O75083)
Q6UXN9	Q6UXN9	WDR82	False	False	canonical_or_unversioned_accession	3	WDR82 (Q6UXN9)
P98170	P98170	XIAP	False	False	canonical_or_unversioned_accession	3	XIAP (P98170)
Q96QU8	Q96QU8	XPO6	False	False	canonical_or_unversioned_accession	3	XPO6 (Q96QU8)
Q8IZH2	Q8IZH2	XRN1	False	False	canonical_or_unversioned_accession	3	XRN1 (Q8IZH2)
Q5BJH7	Q5BJH7	YIF1B	False	False	canonical_or_unversioned_accession	3	YIF1B (Q5BJH7)
Q9H6S0	Q9H6S0	YTHDC2	False	False	canonical_or_unversioned_accession	3	YTHDC2 (Q9H6S0)
O75152	O75152	ZC3H11A	False	False	canonical_or_unversioned_accession	3	ZC3H11A (O75152)
C9J6P4	C9J6P4	ZC3HAV1	False	False	canonical_or_unversioned_accession	3	ZC3HAV1 (C9J6P4)
Q9NUD5	Q9NUD5	ZCCHC3	False	False	canonical_or_unversioned_accession	3	ZCCHC3 (Q9NUD5)
Q8N5A5	Q8N5A5	ZGPAT	False	False	canonical_or_unversioned_accession	3	ZGPAT (Q8N5A5)
O75467	O75467	ZNF324	False	False	canonical_or_unversioned_accession	3	ZNF324 (O75467)
Q96F45	Q96F45	ZNF503	False	False	canonical_or_unversioned_accession	3	ZNF503 (Q96F45)
Q92618	Q92618	ZNF516	False	False	canonical_or_unversioned_accession	3	ZNF516 (Q92618)
Q9UEG4	Q9UEG4	ZNF629	False	False	canonical_or_unversioned_accession	3	ZNF629 (Q9UEG4)
Q8N1G0	Q8N1G0	ZNF687	False	False	canonical_or_unversioned_accession	3	ZNF687 (Q8N1G0)
P0C7X2	P0C7X2	ZNF688	False	False	canonical_or_unversioned_accession	3	ZNF688 (P0C7X2)
Q9H7S9	Q9H7S9	ZNF703	False	False	canonical_or_unversioned_accession	3	ZNF703 (Q9H7S9)
Q9H5H4	Q9H5H4	ZNF768	False	False	canonical_or_unversioned_accession	3	ZNF768 (Q9H5H4)
Q9NQ94	Q9NQ94	A1CF	False	False	canonical_or_unversioned_accession	2	A1CF (Q9NQ94)
Q9H7C9	Q9H7C9	AAMDC	False	False	canonical_or_unversioned_accession	2	AAMDC (Q9H7C9)
O15439	O15439	ABCC4	False	False	canonical_or_unversioned_accession	2	ABCC4 (O15439)
P42684	P42684	ABL2	False	False	canonical_or_unversioned_accession	2	ABL2 (P42684)
Q709F0	Q709F0	ACAD11	False	False	canonical_or_unversioned_accession	2	ACAD11 (Q709F0)
G3V1M7	G3V1M7	ACADVL	False	False	canonical_or_unversioned_accession	2	ACADVL (G3V1M7)
P49748	P49748	ACADVL	False	False	canonical_or_unversioned_accession	2	ACADVL (P49748)
Q96P50	Q96P50	ACAP3	False	False	canonical_or_unversioned_accession	2	ACAP3 (Q96P50)
P12821	P12821	ACE	False	False	canonical_or_unversioned_accession	2	ACE (P12821)
P24666	P24666	ACP1	False	False	canonical_or_unversioned_accession	2	ACP1 (P24666)
Q4G176	Q4G176	ACSF3	False	False	canonical_or_unversioned_accession	2	ACSF3 (Q4G176)
P68133	P68133	ACTA1	False	False	canonical_or_unversioned_accession	2	ACTA1 (P68133)
Q9H568	Q9H568	ACTL8	False	False	canonical_or_unversioned_accession	2	ACTL8 (Q9H568)
P12814	P12814	ACTN1	False	False	canonical_or_unversioned_accession	2	ACTN1 (P12814)
P61163	P61163	ACTR1A	False	False	canonical_or_unversioned_accession	2	ACTR1A (P61163)
Q9P1U1	Q9P1U1	ACTR3B	False	False	canonical_or_unversioned_accession	2	ACTR3B (Q9P1U1)
Q9H9F9	Q9H9F9	ACTR5	False	False	canonical_or_unversioned_accession	2	ACTR5 (Q9H9F9)
O43184	O43184	ADAM12	False	False	canonical_or_unversioned_accession	2	ADAM12 (O43184)
P35611	P35611	ADD1	False	False	canonical_or_unversioned_accession	2	ADD1 (P35611)
Q9UEY8	Q9UEY8	ADD3	False	False	canonical_or_unversioned_accession	2	ADD3 (Q9UEY8)
Q08117	Q08117	AES	False	False	canonical_or_unversioned_accession	2	AES (Q08117)
Q9Y4W6	Q9Y4W6	AFG3L2	False	False	canonical_or_unversioned_accession	2	AFG3L2 (Q9Y4W6)
Q99490	Q99490	AGAP2	False	False	canonical_or_unversioned_accession	2	AGAP2 (Q99490)
P52594	P52594	AGFG1	False	False	canonical_or_unversioned_accession	2	AGFG1 (P52594)
P35573	P35573	AGL	False	False	canonical_or_unversioned_accession	2	AGL (P35573)
O00170	O00170	AIP	False	False	canonical_or_unversioned_accession	2	AIP (O00170)
Q5T9B7	Q5T9B7	AK1	False	False	canonical_or_unversioned_accession	2	AK1 (Q5T9B7)
P54819	P54819	AK2	False	False	canonical_or_unversioned_accession	2	AK2 (P54819)
O43572	O43572	AKAP10	False	False	canonical_or_unversioned_accession	2	AKAP10 (O43572)
Q7Z591	Q7Z591	AKNA	False	False	canonical_or_unversioned_accession	2	AKNA (Q7Z591)
P15121	P15121	AKR1B1	False	False	canonical_or_unversioned_accession	2	AKR1B1 (P15121)
O60218	O60218	AKR1B10	False	False	canonical_or_unversioned_accession	2	AKR1B10 (O60218)
P54886	P54886	ALDH18A1	False	False	canonical_or_unversioned_accession	2	ALDH18A1 (P54886)
P00352	P00352	ALDH1A1	False	False	canonical_or_unversioned_accession	2	ALDH1A1 (P00352)
P47895	P47895	ALDH1A3	False	False	canonical_or_unversioned_accession	2	ALDH1A3 (P47895)
P30837	P30837	ALDH1B1	False	False	canonical_or_unversioned_accession	2	ALDH1B1 (P30837)
P30038	P30038	ALDH4A1	False	False	canonical_or_unversioned_accession	2	ALDH4A1 (P30038)
Q02252	Q02252	ALDH6A1	False	False	canonical_or_unversioned_accession	2	ALDH6A1 (Q02252)
P49189	P49189	ALDH9A1	False	False	canonical_or_unversioned_accession	2	ALDH9A1 (P49189)
P09972	P09972	ALDOC	False	False	canonical_or_unversioned_accession	2	ALDOC (P09972)
Q9NP73	Q9NP73	ALG13	False	False	canonical_or_unversioned_accession	2	ALG13 (Q9NP73)
Q9Y303	Q9Y303	AMDHD2	False	False	canonical_or_unversioned_accession	2	AMDHD2 (Q9Y303)
Q9Y2J4	Q9Y2J4	AMOTL2	False	False	canonical_or_unversioned_accession	2	AMOTL2 (Q9Y2J4)
Q01484	Q01484	ANK2	False	False	canonical_or_unversioned_accession	2	ANK2 (Q01484)
Q86XL3	Q86XL3	ANKLE2	False	False	canonical_or_unversioned_accession	2	ANKLE2 (Q86XL3)
Q9UPS8	Q9UPS8	ANKRD26	False	False	canonical_or_unversioned_accession	2	ANKRD26 (Q9UPS8)
Q9H8Y5	Q9H8Y5	ANKZF1	False	False	canonical_or_unversioned_accession	2	ANKZF1 (Q9H8Y5)
Q92688	Q92688	ANP32B	False	False	canonical_or_unversioned_accession	2	ANP32B (Q92688)
P04083	P04083	ANXA1	False	False	canonical_or_unversioned_accession	2	ANXA1 (P04083)
P07355	P07355	ANXA2	False	False	canonical_or_unversioned_accession	2	ANXA2 (P07355)
A6NMY6	A6NMY6	ANXA2P2	False	False	canonical_or_unversioned_accession	2	ANXA2P2 (A6NMY6)
O94973	O94973	AP2A2	False	False	canonical_or_unversioned_accession	2	AP2A2 (O94973)
P63010	P63010	AP2B1	False	False	canonical_or_unversioned_accession	2	AP2B1 (P63010)
O95996	O95996	APC2	False	False	canonical_or_unversioned_accession	2	APC2 (O95996)
