substrate_UniProtAC	substrate_UniProtAC_original	canonical_UniProtAC	accession_is_isoform	canonical_counting_status	substrate_genename	unique_sites_accession_level	source_accessions_original	source_families	needs_sequence_remap
O75884	O75884	O75884	False	canonical_or_unversioned_accession	RBBP9	1	O75884	Maron2021	False
O75891	O75891	O75891	False	canonical_or_unversioned_accession	ALDH1L1	1	O75891	Maron2021	False
O75896	O75896	O75896	False	canonical_or_unversioned_accession	TUSC2	2	O75896	Maron2021	False
O75909	O75909	O75909	False	canonical_or_unversioned_accession	CCNK	2	O75909	Maron2021	False
O75911	O75911	O75911	False	canonical_or_unversioned_accession	DHRS3	1	O75911	Maron2021	False
O75920	O75920	O75920	False	canonical_or_unversioned_accession	SERF1A	1	O75920	Maron2021	False
O75923	O75923	O75923	False	canonical_or_unversioned_accession	DYSF	1	O75923	Maron2021	False
O75925	O75925	O75925	False	canonical_or_unversioned_accession	PIAS1	1	O75925	Maron2021	False
O75935	O75935	O75935	False	canonical_or_unversioned_accession	DCTN3	1	O75935	Maron2021	False
O75937	O75937	O75937	False	canonical_or_unversioned_accession	DNAJC8	5	O75937	Maron2021	False
O75940	O75940	O75940	False	canonical_or_unversioned_accession	SMNDC1	1	O75940	Maron2021	False
O75943	O75943	O75943	False	canonical_or_unversioned_accession	RAD17	1	O75943	Maron2021	False
O75955	O75955	O75955	False	canonical_or_unversioned_accession	FLOT1	2	O75955	Maron2021	False
O75962	O75962	O75962	False	canonical_or_unversioned_accession	TRIO	2	O75962	Maron2021	False
O75969	O75969	O75969	False	canonical_or_unversioned_accession	AKAP3	1	O75969	Maron2021	False
O75970	O75970	O75970	False	canonical_or_unversioned_accession	MPDZ	2	O75970	Maron2021	False
O75976	O75976	O75976	False	canonical_or_unversioned_accession	CPD	2	O75976	Maron2021	False
O76003	O76003	O76003	False	canonical_or_unversioned_accession	GLRX3	1	O76003	Maron2021	False
O76021	O76021	O76021	False	canonical_or_unversioned_accession	RSL1D1	1	O76021	Maron2021	False
O76031	O76031	O76031	False	canonical_or_unversioned_accession	CLPX	2	O76031	Maron2021	False
O76041	O76041;O76041-2	O76041	True	canonical_or_unversioned_accession	NEBL	2	O76041;O76041-2	Maron2021;ProMetheusDB;human_ptm_master	True
O76061	O76061	O76061	False	canonical_or_unversioned_accession	STC2	1	O76061	Maron2021	False
O76071	O76071	O76071	False	canonical_or_unversioned_accession	CIAO1	2	O76071	Maron2021	False
O76080	O76080	O76080	False	canonical_or_unversioned_accession	ZFAND5	1	O76080	ProMetheusDB	False
O76087	O76087	O76087	False	canonical_or_unversioned_accession	GAGE7	3	O76087	Maron2021	False
O76093	O76093	O76093	False	canonical_or_unversioned_accession	FGF18	2	O76093	Maron2021	False
O76094	O76094	O76094	False	canonical_or_unversioned_accession	SRP72	1	O76094	Maron2021	False
O77932	O77932	O77932	False	canonical_or_unversioned_accession	DOM3Z	2	O77932	Maron2021	False
O94760	O94760	O94760	False	canonical_or_unversioned_accession	DDAH1	2	O94760	Maron2021	False
O94762	O94762	O94762	False	canonical_or_unversioned_accession	RECQL5	1	O94762	Maron2021	False
O94776	O94776	O94776	False	canonical_or_unversioned_accession	MTA2	4	O94776	Maron2021	False
O94782	O94782	O94782	False	canonical_or_unversioned_accession	USP1	1	O94782	Maron2021	False
O94788	O94788	O94788	False	canonical_or_unversioned_accession	ALDH1A2	1	O94788	Maron2021	False
O94804	O94804	O94804	False	canonical_or_unversioned_accession	STK10	3	O94804	Maron2021	False
O94805	O94805	O94805	False	canonical_or_unversioned_accession	ACTL6B	1	O94805	Maron2021	False
O94819	O94819	O94819	False	canonical_or_unversioned_accession	KBTBD11	1	O94819	Maron2021	False
O94822	O94822	O94822	False	canonical_or_unversioned_accession	LTN1	1	O94822	Maron2021	False
O94826	O94826	O94826	False	canonical_or_unversioned_accession	TOMM70	3	O94826	Maron2021;human_ptm_master	False
O94832	O94832	O94832	False	canonical_or_unversioned_accession	MYO1D	1	O94832	Maron2021	False
O94842	O94842	O94842	False	canonical_or_unversioned_accession	TOX4	2	O94842	Maron2021;human_ptm_master	False
O94855	O94855	O94855	False	canonical_or_unversioned_accession	SEC24D	1	O94855	Maron2021	False
O94874	O94874	O94874	False	canonical_or_unversioned_accession	UFL1	4	O94874	Maron2021;ProMetheusDB	False
O94876	O94876	O94876	False	canonical_or_unversioned_accession	TMCC1	1	O94876	Maron2021	False
O94885	O94885	O94885	False	canonical_or_unversioned_accession	SASH1	1	O94885	Maron2021	False
O94887	O94887	O94887	False	canonical_or_unversioned_accession	FARP2	2	O94887	Maron2021	False
O94903	O94903	O94903	False	canonical_or_unversioned_accession	PLPBP	1	O94903	ProMetheusDB	False
O94906	O94906	O94906	False	canonical_or_unversioned_accession	PRPF6	9	O94906	Maron2021;ProMetheusDB	False
O94913	O94913	O94913	False	canonical_or_unversioned_accession	PCF11	33	O94913	Maron2021;ProMetheusDB;human_ptm_master	False
O94915	O94915	O94915	False	canonical_or_unversioned_accession	FRYL	1	O94915	Maron2021	False
O94925	O94925	O94925	False	canonical_or_unversioned_accession	GLS	1	O94925	Maron2021	False
O94941	O94941	O94941	False	canonical_or_unversioned_accession	UBOX5	1	O94941	Maron2021;human_ptm_master	False
O94964	O94964	O94964	False	canonical_or_unversioned_accession	SOGA1	2	O94964	Maron2021	False
O94966	O94966	O94966	False	canonical_or_unversioned_accession	USP19	2	O94966	Maron2021	False
O94973	O94973	O94973	False	canonical_or_unversioned_accession	AP2A2	2	O94973	Maron2021	False
O94979	O94979	O94979	False	canonical_or_unversioned_accession	SEC31A	3	O94979	Maron2021	False
O94989	O94989	O94989	False	canonical_or_unversioned_accession	ARHGEF15	1	O94989	Maron2021	False
O94992	O94992	O94992	False	canonical_or_unversioned_accession	HEXIM1	4	O94992	Maron2021	False
O95049	O95049	O95049	False	canonical_or_unversioned_accession	TJP3	1	O95049	Maron2021	False
O95071	O95071	O95071	False	canonical_or_unversioned_accession	UBR5	7	O95071	Maron2021	False
O95104	O95104	O95104	False	canonical_or_unversioned_accession	SCAF4	6	O95104	Maron2021;ProMetheusDB	False
O95140	O95140	O95140	False	canonical_or_unversioned_accession	MFN2	1	O95140	Maron2021	False
O95147	O95147	O95147	False	canonical_or_unversioned_accession	DUSP14	3	O95147	Maron2021	False
O95154	O95154	O95154	False	canonical_or_unversioned_accession	AKR7A3	1	O95154	Maron2021	False
O95155	O95155	O95155	False	canonical_or_unversioned_accession	UBE4B	3	O95155	Maron2021	False
O95166	O95166	O95166	False	canonical_or_unversioned_accession	GABARAP	1	O95166	Maron2021	False
O95168	O95168	O95168	False	canonical_or_unversioned_accession	NDUFB4	2	O95168	Maron2021	False
O95169	O95169	O95169	False	canonical_or_unversioned_accession	NDUFB8	1	O95169	Maron2021	False
O95182	O95182	O95182	False	canonical_or_unversioned_accession	NDUFA7	1	O95182	Maron2021	False
O95197	O95197	O95197	False	canonical_or_unversioned_accession	RTN3	1	O95197	Maron2021	False
O95202	O95202	O95202	False	canonical_or_unversioned_accession	LETM1	2	O95202	Maron2021	False
O95208	O95208	O95208	False	canonical_or_unversioned_accession	EPN2	1	O95208	Maron2021	False
O95218	O95218	O95218	False	canonical_or_unversioned_accession	ZRANB2	1	O95218	Maron2021	False
O95219	O95219	O95219	False	canonical_or_unversioned_accession	SNX4	1	O95219	Maron2021	False
O95232	O95232	O95232	False	canonical_or_unversioned_accession	LUC7L3	1	O95232	Maron2021	False
O95239	O95239	O95239	False	canonical_or_unversioned_accession	KIF4A	2	O95239	Maron2021	False
O95249	O95249	O95249	False	canonical_or_unversioned_accession	GOSR1	3	O95249	Maron2021	False
O95260	O95260	O95260	False	canonical_or_unversioned_accession	ATE1	2	O95260	Maron2021	False
O95264	O95264	O95264	False	canonical_or_unversioned_accession	HTR3B	1	O95264	Maron2021	False
O95278	O95278	O95278	False	canonical_or_unversioned_accession	EPM2A	1	O95278	Maron2021	False
O95292	O95292	O95292	False	canonical_or_unversioned_accession	VAPB	1	O95292	Maron2021	False
O95297	O95297	O95297	False	canonical_or_unversioned_accession	MPZL1	1	O95297	Maron2021	False
O95319	O95319	O95319	False	canonical_or_unversioned_accession	CELF2	2	O95319	Maron2021	False
O95336	O95336	O95336	False	canonical_or_unversioned_accession	PGLS	1	O95336	Maron2021	False
O95340	O95340	O95340	False	canonical_or_unversioned_accession	PAPSS2	2	O95340	Maron2021	False
O95352	O95352	O95352	False	canonical_or_unversioned_accession	ATG7	1	O95352	Maron2021	False
O95359	O95359	O95359	False	canonical_or_unversioned_accession	TACC2	1	O95359	Maron2021	False
O95373	O95373	O95373	False	canonical_or_unversioned_accession	IPO7	1	O95373	Maron2021	False
O95382	O95382	O95382	False	canonical_or_unversioned_accession	MAP3K6	3	O95382	Maron2021	False
O95400	O95400	O95400	False	canonical_or_unversioned_accession	CD2BP2	2	O95400	Maron2021	False
O95425	O95425	O95425	False	canonical_or_unversioned_accession	SVIL	3	O95425	Maron2021;ProMetheusDB;human_ptm_master	False
O95428	O95428	O95428	False	canonical_or_unversioned_accession	PAPLN	1	O95428	Maron2021	False
O95429	O95429	O95429	False	canonical_or_unversioned_accession	BAG4	10	O95429	Maron2021;ProMetheusDB;human_ptm_master	False
O95433	O95433	O95433	False	canonical_or_unversioned_accession	AHSA1	5	O95433	Maron2021	False
O95450	O95450	O95450	False	canonical_or_unversioned_accession	ADAMTS2	1	O95450	ProMetheusDB	False
O95456	O95456	O95456	False	canonical_or_unversioned_accession	PSMG1	4	O95456	Maron2021	False
O95467	O95467	O95467	False	canonical_or_unversioned_accession	GNAS	1	O95467	Maron2021	False
O95476	O95476	O95476	False	canonical_or_unversioned_accession	CTDNEP1	1	O95476	Maron2021	False
O95478	O95478	O95478	False	canonical_or_unversioned_accession	NSA2	1	O95478	Maron2021	False
O95479	O95479	O95479	False	canonical_or_unversioned_accession	H6PD	2	O95479	Maron2021	False
O95486	O95486	O95486	False	canonical_or_unversioned_accession	SEC24A	4	O95486	Maron2021	False
O95490	O95490	O95490	False	canonical_or_unversioned_accession	LPHN2	1	O95490	Maron2021	False
O95544	O95544	O95544	False	canonical_or_unversioned_accession	NADK	3	O95544	Maron2021	False
O95551	O95551	O95551	False	canonical_or_unversioned_accession	TDP2	1	O95551	Maron2021	False
O95602	O95602	O95602	False	canonical_or_unversioned_accession	POLR1A	5	O95602	Maron2021	False
O95613	O95613	O95613	False	canonical_or_unversioned_accession	PCNT	4	O95613	Maron2021	False
O95625	O95625	O95625	False	canonical_or_unversioned_accession	ZBTB11	1	O95625	Maron2021	False
O95628	O95628	O95628	False	canonical_or_unversioned_accession	CNOT4	4	O95628	Maron2021;human_ptm_master	False
O95630	O95630	O95630	False	canonical_or_unversioned_accession	STAMBP	4	O95630	Maron2021	False
O95639	O95639	O95639	False	canonical_or_unversioned_accession	CPSF4	1	O95639	Maron2021	False
O95644	O95644	O95644	False	canonical_or_unversioned_accession	NFATC1	1	O95644	Maron2021	False
O95671	O95671	O95671	False	canonical_or_unversioned_accession	ASMTL	1	O95671	Maron2021	False
O95678	O95678	O95678	False	canonical_or_unversioned_accession	KRT75	3	O95678	Maron2021	False
O95685	O95685	O95685	False	canonical_or_unversioned_accession	PPP1R3D	1	O95685	Maron2021	False
O95721	O95721	O95721	False	canonical_or_unversioned_accession	SNAP29	3	O95721	Maron2021	False
O95747	O95747	O95747	False	canonical_or_unversioned_accession	OXSR1	2	O95747	Maron2021	False
O95749	O95749	O95749	False	canonical_or_unversioned_accession	GGPS1	1	O95749	Maron2021	False
O95757	O95757	O95757	False	canonical_or_unversioned_accession	HSPA4L	3	O95757	Maron2021	False
O95782	O95782	O95782	False	canonical_or_unversioned_accession	AP2A2	2	O95782	Maron2021	False
O95785	O95785	O95785	False	canonical_or_unversioned_accession	WIZ	1	O95785	ProMetheusDB	False
O95793	O95793	O95793	False	canonical_or_unversioned_accession	STAU1	4	O95793	Maron2021;human_ptm_master	False
O95801	O95801	O95801	False	canonical_or_unversioned_accession	TTC4	3	O95801	Maron2021	False
O95810	O95810	O95810	False	canonical_or_unversioned_accession	SDPR	1	O95810	Maron2021	False
O95817	O95817	O95817	False	canonical_or_unversioned_accession	BAG3	13	O95817	Maron2021;ProMetheusDB	False
O95819	O95819	O95819	False	canonical_or_unversioned_accession	MAP4K4	1	O95819	Maron2021	False
O95831	O95831	O95831	False	canonical_or_unversioned_accession	AIFM1	1	O95831	Maron2021	False
O95835	O95835	O95835	False	canonical_or_unversioned_accession	LATS1	3	O95835	Maron2021	False
O95841	O95841	O95841	False	canonical_or_unversioned_accession	ANGPTL1	1	O95841	Maron2021	False
O95847	O95847	O95847	False	canonical_or_unversioned_accession	SLC25A27	1	O95847	Maron2021	False
O95861	O95861	O95861	False	canonical_or_unversioned_accession	BPNT1	1	O95861	Maron2021	False
O95873	O95873	O95873	False	canonical_or_unversioned_accession	C6orf47	2	O95873	Maron2021	False
O95886	O95886	O95886	False	canonical_or_unversioned_accession	DLGAP3	2	O95886	Maron2021	False
O95900	O95900	O95900	False	canonical_or_unversioned_accession	TRUB2	5	O95900	Maron2021	False
O95936	O95936	O95936	False	canonical_or_unversioned_accession	EOMES	2	O95936	Maron2021	False
O95948	O95948	O95948	False	canonical_or_unversioned_accession	ONECUT2	1	O95948	Maron2021	False
O95954	O95954	O95954	False	canonical_or_unversioned_accession	FTCD	5	O95954	Maron2021	False
O95983	O95983	O95983	False	canonical_or_unversioned_accession	MBD3	2	O95983	Maron2021	False
O95985	O95985	O95985	False	canonical_or_unversioned_accession	TOP3B	3	O95985	Maron2021	False
O95996	O95996	O95996	False	canonical_or_unversioned_accession	APC2	2	O95996	Maron2021	False
O96000	O96000	O96000	False	canonical_or_unversioned_accession	NDUFB10	3	O96000	Maron2021	False
O96013	O96013	O96013	False	canonical_or_unversioned_accession	PAK4	3	O96013	Maron2021	False
O96018	O96018	O96018	False	canonical_or_unversioned_accession	APBA3	1	O96018	Maron2021	False
P00167	P00167	P00167	False	canonical_or_unversioned_accession	CYB5A	1	P00167	Maron2021	False
P00338	P00338	P00338	False	canonical_or_unversioned_accession	LDHA	5	P00338	Maron2021	False
P00352	P00352	P00352	False	canonical_or_unversioned_accession	ALDH1A1	2	P00352	Maron2021	False
P00367	P00367	P00367	False	canonical_or_unversioned_accession	GLUD1	2	P00367	Maron2021	False
P00374	P00374	P00374	False	canonical_or_unversioned_accession	DHFR	2	P00374	Maron2021	False
P00390	P00390	P00390	False	canonical_or_unversioned_accession	GSR	1	P00390	Maron2021	False
P00403	P00403	P00403	False	canonical_or_unversioned_accession	MT-CO2	1	P00403	Maron2021	False
P00441	P00441	P00441	False	canonical_or_unversioned_accession	SOD1	2	P00441	Maron2021	False
P00491	P00491	P00491	False	canonical_or_unversioned_accession	PNP	2	P00491	Maron2021	False
P00492	P00492	P00492	False	canonical_or_unversioned_accession	HPRT1	3	P00492	Maron2021	False
P00533	P00533	P00533	False	canonical_or_unversioned_accession	EGFR	4	P00533	Maron2021;human_ptm_master	False
P00558	P00558	P00558	False	canonical_or_unversioned_accession	PGK1	5	P00558	Maron2021	False
P00568	P00568	P00568	False	canonical_or_unversioned_accession	AK1	1	P00568	Maron2021	False
P00746	P00746	P00746	False	canonical_or_unversioned_accession	CFD	1	P00746	Maron2021	False
P00748	P00748	P00748	False	canonical_or_unversioned_accession	F12	2	P00748	Maron2021	False
P00966	P00966	P00966	False	canonical_or_unversioned_accession	ASS1	3	P00966	Maron2021	False
P01023	P01023	P01023	False	canonical_or_unversioned_accession	A2M	1	P01023	Maron2021	False
P01570	P01570	P01570	False	canonical_or_unversioned_accession	IFNA14	2	P01570	Maron2021	False
P01718	P01718	P01718	False	canonical_or_unversioned_accession	IGLV3-27	1	P01718	Maron2021	False
P01857	P01857	P01857	False	canonical_or_unversioned_accession	IGHG1	1	P01857	ProMetheusDB	False
P01889	P01889	P01889	False	canonical_or_unversioned_accession	HLA-B	4	P01889	Maron2021;human_ptm_master	False
P02458	P02458	P02458	False	canonical_or_unversioned_accession	COL2A1	1	P02458	Maron2021	False
P02489	P02489	P02489	False	canonical_or_unversioned_accession	CRYAA	1	P02489	Maron2021	False
P02511	P02511	P02511	False	canonical_or_unversioned_accession	CRYAB	3	P02511	Maron2021	False
P02538	P02538	P02538	False	canonical_or_unversioned_accession	KRT6A	7	P02538	Maron2021	False
P02545	P02545	P02545	False	canonical_or_unversioned_accession	LMNA	9	P02545	Maron2021;ProMetheusDB	False
P02686	P02686	P02686	False	canonical_or_unversioned_accession	MBP	1	P02686	Maron2021;human_ptm_master	False
P02708	P02708	P02708	False	canonical_or_unversioned_accession	CHRNA1	1	P02708	Maron2021	False
P02765	P02765	P02765	False	canonical_or_unversioned_accession	AHSG	1	P02765	Maron2021	False
P02768	P02768	P02768	False	canonical_or_unversioned_accession	ALB	4	P02768	Maron2021	False
P02786	P02786	P02786	False	canonical_or_unversioned_accession	TFRC	2	P02786	Maron2021	False
P02794	P02794	P02794	False	canonical_or_unversioned_accession	FTH1	1	P02794	Maron2021	False
P03372	P03372	P03372	False	canonical_or_unversioned_accession	ESR1	2	P03372	Maron2021;human_ptm_master	False
P03915	P03915	P03915	False	canonical_or_unversioned_accession	MT-ND5	1	P03915	Maron2021	False
P03952	P03952	P03952	False	canonical_or_unversioned_accession	KLKB1	2	P03952	Maron2021	False
P04040	P04040	P04040	False	canonical_or_unversioned_accession	CAT	1	P04040	Maron2021	False
P04049	P04049	P04049	False	canonical_or_unversioned_accession	RAF1	2	P04049	Maron2021	False
P04053	P04053	P04053	False	canonical_or_unversioned_accession	DNTT	1	P04053	Maron2021	False
P04075	P04075	P04075	False	canonical_or_unversioned_accession	ALDOA	9	P04075	Maron2021	False
P04080	P04080	P04080	False	canonical_or_unversioned_accession	CSTB	1	P04080	Maron2021	False
P04083	P04083	P04083	False	canonical_or_unversioned_accession	ANXA1	2	P04083	Maron2021;ProMetheusDB	False
P04114	P04114	P04114	False	canonical_or_unversioned_accession	APOB	1	P04114	Maron2021	False
P04150	P04150	P04150	False	canonical_or_unversioned_accession	NR3C1	1	P04150	Maron2021	False
P04181	P04181	P04181	False	canonical_or_unversioned_accession	OAT	1	P04181	Maron2021	False
P04183	P04183	P04183	False	canonical_or_unversioned_accession	TK1	1	P04183	Maron2021	False
P04198	P04198	P04198	False	canonical_or_unversioned_accession	MYCN	3	P04198	Maron2021	False
P04259	P04259	P04259	False	canonical_or_unversioned_accession	KRT6B	5	P04259	Maron2021	False
P04264	P04264	P04264	False	canonical_or_unversioned_accession	KRT1	4	P04264	Maron2021	False
P04350	P04350	P04350	False	canonical_or_unversioned_accession	TUBB4A	2	P04350	Maron2021	False
P04406	P04406	P04406	False	canonical_or_unversioned_accession	GAPDH	5	P04406	Maron2021	False
