canonical_UniProtAC	substrate_genename	methyl_site_count	arginine_count	other_methyl	other_arg	odds_ratio	log2_odds_ratio	p_value	q_value	expected_global_rate	posterior_rate	shrinkage_log2_enrichment	binom_p_value	binom_q_value	protein_length	label
Q9NTG7	SIRT3	4	36	12841	642745	6.791850340991797	2.7638046693315044	0.005638744045628343	0.032670005028803684	0.01998347804306599	0.03388430342632711	0.7618094134896566	0.005640507741977495	0.03267223297377839	399	SIRT3 (Q9NTG7)
Q02818	NUCB1	4	37	12841	642744	6.589098079280039	2.7200810015610535	0.006223490673125089	0.0351784826152265	0.01998347804306599	0.03374133168191223	0.7557092139532388	0.006225411805622518	0.03518934187889571	461	NUCB1 (Q02818)
P42704	LRPPRC	5	67	12840	642714	4.316728787819789	2.109938453754022	0.011042578949960387	0.056137008878029554	0.01998347804306599	0.033695489170835945	0.7537477699603943	0.011047173065202736	0.056160363919393996	1394	LRPPRC (P42704)
Q08379	GOLGA2	5	67	12840	642714	4.316728787819789	2.109938453754022	0.011042578949960387	0.056137008878029554	0.01998347804306599	0.033695489170835945	0.7537477699603943	0.011047173065202736	0.056160363919393996	1002	GOLGA2 (Q08379)
Q16513	PKN2	5	67	12840	642714	4.316728787819789	2.109938453754022	0.011042578949960387	0.056137008878029554	0.01998347804306599	0.033695489170835945	0.7537477699603943	0.011047173065202736	0.056160363919393996	984	PKN2 (Q16513)
P04264	KRT1	4	38	12841	642743	6.3980995718704134	2.6776434448958883	0.0068471194942379444	0.03834227124019591	0.01998347804306599	0.03359956138072772	0.7496346995435543	0.006849205302883677	0.0383539512818422	644	KRT1 (P04264)
P28702	RXRB	4	38	12841	642743	6.3980995718704134	2.6776434448958883	0.0068471194942379444	0.03834227124019591	0.01998347804306599	0.03359956138072772	0.7496346995435543	0.006849205302883677	0.0383539512818422	533	RXRB (P28702)
Q6P996	PDXDC1	4	38	12841	642743	6.3980995718704134	2.6776434448958883	0.0068471194942379444	0.03834227124019591	0.01998347804306599	0.03359956138072772	0.7496346995435543	0.006849205302883677	0.0383539512818422	788	PDXDC1 (Q6P996)
Q14160	SCRIB	7	128	12838	642653	3.028196440394127	1.5984587966017103	0.014822414667630417	0.0704982834390073	0.01998347804306599	0.033526511001869506	0.7464946540388075	0.014832280698314864	0.07054520819743611	1655	SCRIB (Q14160)
Q9Y678	COPG1	4	39	12841	642742	6.217861543751471	2.6364184918209705	0.007510675160287617	0.04147724982073679	0.01998347804306599	0.03345897744189623	0.7435856548707495	0.007512932773655074	0.04148971735416651	874	COPG1 (Q9Y678)
P98174	FGD1	5	69	12840	642712	4.18286345076398	2.0644909020887816	0.01243996374583118	0.061928823668302733	0.01998347804306599	0.03344496508778141	0.7429813390913242	0.012445021833709454	0.061954003921132435	961	FGD1 (P98174)
Q8NEZ4	KMT2C	11	250	12834	642531	2.355837536988273	1.236240051620427	0.019133197939463113	0.08592854612934483	0.01998347804306599	0.03332599024136266	0.7378400436964478	0.019156299016387747	0.08593357860106988	4911	KMT2C (Q8NEZ4)
Q6PJG2	MIDEAS	5	70	12840	642711	4.118996400641934	2.0422928655170947	0.013181532250111733	0.0638519217738698	0.01998347804306599	0.03332109484671555	0.7376281045971176	0.013186830193508215	0.06386202348612544	1045	MIDEAS (Q6PJG2)
P26368	U2AF2	4	40	12841	642741	6.047499571967812	2.5963387620935943	0.008215165571366563	0.04380508841887571	0.01998347804306599	0.03331956503588832	0.7375618672429793	0.008217601985040436	0.04381807991801006	475	U2AF2 (P26368)
Q49AM3	TTC31	4	40	12841	642741	6.047499571967812	2.5963387620935943	0.008215165571366563	0.04380508841887571	0.01998347804306599	0.03331956503588832	0.7375618672429793	0.008217601985040436	0.04381807991801006	519	TTC31 (Q49AM3)
Q6P6C2	ALKBH5	4	40	12841	642741	6.047499571967812	2.5963387620935943	0.008215165571366563	0.04380508841887571	0.01998347804306599	0.03331956503588832	0.7375618672429793	0.008217601985040436	0.04381807991801006	394	ALKBH5 (Q6P6C2)
Q7Z7A3	CTU1	4	40	12841	642741	6.047499571967812	2.5963387620935943	0.008215165571366563	0.04380508841887571	0.01998347804306599	0.03331956503588832	0.7375618672429793	0.008217601985040436	0.04381807991801006	348	CTU1 (Q7Z7A3)
Q8WYA6	CTNNBL1	4	40	12841	642741	6.047499571967812	2.5963387620935943	0.008215165571366563	0.04380508841887571	0.01998347804306599	0.03331956503588832	0.7375618672429793	0.008217601985040436	0.04381807991801006	563	CTNNBL1 (Q8WYA6)
Q9H0U9	TSPYL1	4	40	12841	642741	6.047499571967812	2.5963387620935943	0.008215165571366563	0.04380508841887571	0.01998347804306599	0.03331956503588832	0.7375618672429793	0.008217601985040436	0.04381807991801006	437	TSPYL1 (Q9H0U9)
O14737	PDCD5	3	10	12842	642771	22.890177146194276	4.516656722785203	0.0008616657354698959	0.00709677607617487	0.01998347804306599	0.033317598136253325	0.7374767004617094	0.0008618424528642223	0.0070994221614952505	125	PDCD5 (O14737)
P30050	RPL12	3	10	12842	642771	22.890177146194276	4.516656722785203	0.0008616657354698959	0.00709677607617487	0.01998347804306599	0.033317598136253325	0.7374767004617094	0.0008618424528642223	0.0070994221614952505	165	RPL12 (P30050)
P49720	PSMB3	3	10	12842	642771	22.890177146194276	4.516656722785203	0.0008616657354698959	0.00709677607617487	0.01998347804306599	0.033317598136253325	0.7374767004617094	0.0008618424528642223	0.0070994221614952505	205	PSMB3 (P49720)
P60866	RPS20	3	10	12842	642771	22.890177146194276	4.516656722785203	0.0008616657354698959	0.00709677607617487	0.01998347804306599	0.033317598136253325	0.7374767004617094	0.0008618424528642223	0.0070994221614952505	119	RPS20 (P60866)
P67870	CSNK2B	3	10	12842	642771	22.890177146194276	4.516656722785203	0.0008616657354698959	0.00709677607617487	0.01998347804306599	0.033317598136253325	0.7374767004617094	0.0008618424528642223	0.0070994221614952505	215	CSNK2B (P67870)
Q96C90	PPP1R14B	3	10	12842	642771	22.890177146194276	4.516656722785203	0.0008616657354698959	0.00709677607617487	0.01998347804306599	0.033317598136253325	0.7374767004617094	0.0008618424528642223	0.0070994221614952505	147	PPP1R14B (Q96C90)
Q5TC82	RC3H1	5	71	12840	642710	4.057050164057393	2.0204311410922275	0.013952331458920893	0.06709142151439015	0.01998347804306599	0.03319813877717047	0.7322946602940766	0.013957874305796023	0.06711807494340193	1133	RC3H1 (Q5TC82)
P21399	ACO1	4	41	12841	642740	5.886223572012615	2.557342340122054	0.008961560977946554	0.04757359638624503	0.01998347804306599	0.03318130957930788	0.7315631266215364	0.008964183033334525	0.04758751590373051	889	ACO1 (P21399)
P28331	NDUFS1	4	41	12841	642740	5.886223572012615	2.557342340122054	0.008961560977946554	0.04757359638624503	0.01998347804306599	0.03318130957930788	0.7315631266215364	0.008964183033334525	0.04758751590373051	727	NDUFS1 (P28331)
Q15554	TERF2	4	41	12841	642740	5.886223572012615	2.557342340122054	0.008961560977946554	0.04757359638624503	0.01998347804306599	0.03318130957930788	0.7315631266215364	0.008964183033334525	0.04758751590373051	542	TERF2 (Q15554)
P20339	RAB5A	3	11	12842	642770	20.197183066335352	4.3360821868931465	0.0011671644206871369	0.009131845119752248	0.01998347804306599	0.0331596948275507	0.7306230294206467	0.0011673999376443172	0.009136904832235743	215	RAB5A (P20339)
P37802	TAGLN2	3	11	12842	642770	20.197183066335352	4.3360821868931465	0.0011671644206871369	0.009131845119752248	0.01998347804306599	0.0331596948275507	0.7306230294206467	0.0011673999376443172	0.009136904832235743	199	TAGLN2 (P37802)
P62906	RPL10A	3	11	12842	642770	20.197183066335352	4.3360821868931465	0.0011671644206871369	0.009131845119752248	0.01998347804306599	0.0331596948275507	0.7306230294206467	0.0011673999376443172	0.009136904832235743	217	RPL10A (P62906)
Q12904	AIMP1	3	11	12842	642770	20.197183066335352	4.3360821868931465	0.0011671644206871369	0.009131845119752248	0.01998347804306599	0.0331596948275507	0.7306230294206467	0.0011673999376443172	0.009136904832235743	312	AIMP1 (Q12904)
Q9GZT3	SLIRP	3	11	12842	642770	20.197183066335352	4.3360821868931465	0.0011671644206871369	0.009131845119752248	0.01998347804306599	0.0331596948275507	0.7306230294206467	0.0011673999376443172	0.009136904832235743	109	SLIRP (Q9GZT3)
Q9NP79	VTA1	3	11	12842	642770	20.197183066335352	4.3360821868931465	0.0011671644206871369	0.009131845119752248	0.01998347804306599	0.0331596948275507	0.7306230294206467	0.0011673999376443172	0.009136904832235743	307	VTA1 (Q9NP79)
Q9UII2	ATPIF1	3	11	12842	642770	20.197183066335352	4.3360821868931465	0.0011671644206871369	0.009131845119752248	0.01998347804306599	0.0331596948275507	0.7306230294206467	0.0011673999376443172	0.009136904832235743	106	ATPIF1 (Q9UII2)
Q13263	TRIM28	4	42	12841	642739	5.7333255460810655	2.5193721995637204	0.00975079320050461	0.05105766305144606	0.01998347804306599	0.0330441967298066	0.7255892255769033	0.009753607566351198	0.05107939219986478	835	TRIM28 (Q13263)
Q68CQ4	DIEXF	4	42	12841	642739	5.7333255460810655	2.5193721995637204	0.00975079320050461	0.05105766305144606	0.01998347804306599	0.0330441967298066	0.7255892255769033	0.009753607566351198	0.05107939219986478	756	DIEXF (Q68CQ4)
P00492	HPRT1	3	12	12842	642769	18.071135108551992	4.1756152244460285	0.0015330917411787467	0.011459980164979448	0.01998347804306599	0.03300328117270376	0.7238017635646328	0.001533396073023546	0.011462255069221178	218	HPRT1 (P00492)
P56537	EIF6	3	12	12842	642769	18.071135108551992	4.1756152244460285	0.0015330917411787467	0.011459980164979448	0.01998347804306599	0.03300328117270376	0.7238017635646328	0.001533396073023546	0.011462255069221178	245	EIF6 (P56537)
P62993	GRB2	3	12	12842	642769	18.071135108551992	4.1756152244460285	0.0015330917411787467	0.011459980164979448	0.01998347804306599	0.03300328117270376	0.7238017635646328	0.001533396073023546	0.011462255069221178	217	GRB2 (P62993)
Q00169	PITPNA	3	12	12842	642769	18.071135108551992	4.1756152244460285	0.0015330917411787467	0.011459980164979448	0.01998347804306599	0.03300328117270376	0.7238017635646328	0.001533396073023546	0.011462255069221178	270	PITPNA (Q00169)
Q6NZ67	MZT2B	3	12	12842	642769	18.071135108551992	4.1756152244460285	0.0015330917411787467	0.011459980164979448	0.01998347804306599	0.03300328117270376	0.7238017635646328	0.001533396073023546	0.011462255069221178	158	MZT2B (Q6NZ67)
Q8IUE6	HIST2H2AB	3	12	12842	642769	18.071135108551992	4.1756152244460285	0.0015330917411787467	0.011459980164979448	0.01998347804306599	0.03300328117270376	0.7238017635646328	0.001533396073023546	0.011462255069221178	130	HIST2H2AB (Q8IUE6)
Q99878	H2AC14	3	12	12842	642769	18.071135108551992	4.1756152244460285	0.0015330917411787467	0.011459980164979448	0.01998347804306599	0.03300328117270376	0.7238017635646328	0.001533396073023546	0.011462255069221178	128	H2AC14 (Q99878)
P52948	NUP98	5	73	12840	642708	3.938583638618343	1.977676912699726	0.015583484140953487	0.07360742164609821	0.01998347804306599	0.03295492896927912	0.7216865607280961	0.015589531271018269	0.07363598481261484	1817	NUP98 (P52948)
Q8IUD2	ERC1	5	73	12840	642708	3.938583638618343	1.977676912699726	0.015583484140953487	0.07360742164609821	0.01998347804306599	0.03295492896927912	0.7216865607280961	0.015589531271018269	0.07363598481261484	1116	ERC1 (Q8IUD2)
P16615	ATP2A2	4	43	12841	642738	5.588169192348581	2.4823757017185697	0.01058375496849465	0.05403344690830407	0.01998347804306599	0.03290821238112427	0.719639959245717	0.010586768119637553	0.05404883000653257	1042	ATP2A2 (P16615)
P17661	DES	4	43	12841	642738	5.588169192348581	2.4823757017185697	0.01058375496849465	0.05403344690830407	0.01998347804306599	0.03290821238112427	0.719639959245717	0.010586768119637553	0.05404883000653257	470	DES (P17661)
P48552	NRIP1	4	43	12841	642738	5.588169192348581	2.4823757017185697	0.01058375496849465	0.05403344690830407	0.01998347804306599	0.03290821238112427	0.719639959245717	0.010586768119637553	0.05404883000653257	1158	NRIP1 (P48552)
Q13619	CUL4A	4	43	12841	642738	5.588169192348581	2.4823757017185697	0.01058375496849465	0.05403344690830407	0.01998347804306599	0.03290821238112427	0.719639959245717	0.010586768119637553	0.05404883000653257	759	CUL4A (Q13619)
Q9Y2W2	WBP11	4	43	12841	642738	5.588169192348581	2.4823757017185697	0.01058375496849465	0.05403344690830407	0.01998347804306599	0.03290821238112427	0.719639959245717	0.010586768119637553	0.05404883000653257	641	WBP11 (Q9Y2W2)
P04632	CAPNS1	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	268	CAPNS1 (P04632)
P05388	RPLP0	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	317	RPLP0 (P05388)
P28072	PSMB6	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	239	PSMB6 (P28072)
P32929	CTH	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	405	CTH (P32929)
P46776	RPL27A	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	148	RPL27A (P46776)
P78330	PSPH	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	225	PSPH (P78330)
Q6UXN9	WDR82	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	313	WDR82 (Q6UXN9)
Q96F45	ZNF503	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	646	ZNF503 (Q96F45)
Q9BRQ0	PYGO2	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	406	PYGO2 (Q9BRQ0)
Q9H840	GEMIN7	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	131	GEMIN7 (Q9H840)
Q9Y3A5	SBDS	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	250	SBDS (Q9Y3A5)
Q9Y3B8	REXO2	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	237	REXO2 (Q9Y3B8)
Q9Y3D3	MRPS16	3	13	12842	642768	16.35004866653689	4.031223024853346	0.001963431410727668	0.013979981216738987	0.01998347804306599	0.03284833619067229	0.7170125979019937	0.0019638147845963843	0.013982710906940725	137	MRPS16 (Q9Y3D3)
A5PL33	KRBA1	5	74	12840	642707	3.8819072073831142	1.9567656324647085	0.01644473510092332	0.07544769000892065	0.01998347804306599	0.032834655505887586	0.7164116186874218	0.016451041258808773	0.0754766223719152	1030	KRBA1 (A5PL33)
Q5JTZ9	AARS2	5	74	12840	642707	3.8819072073831142	1.9567656324647085	0.01644473510092332	0.07544769000892065	0.01998347804306599	0.032834655505887586	0.7164116186874218	0.016451041258808773	0.0754766223719152	985	AARS2 (Q5JTZ9)
A7E2V4	KIAA0913	6	105	12839	642676	3.2045767605111504	1.6801338277231792	0.01916223032328288	0.08592854612934483	0.01998347804306599	0.032776051175780974	0.7138343503365516	0.01917171022385954	0.08593357860106988	1837	KIAA0913 (A7E2V4)
Q9ULL5	PRR12	6	105	12839	642676	3.2045767605111504	1.6801338277231792	0.01916223032328288	0.08592854612934483	0.01998347804306599	0.032776051175780974	0.7138343503365516	0.01917171022385954	0.08593357860106988	2036	PRR12 (Q9ULL5)
Q9NWQ4	C14orf118	4	44	12841	642737	5.450181053615232	2.4463041566444628	0.011461299360891315	0.058142468956572324	0.01998347804306599	0.03277334265825081	0.7137151252886116	0.0114645175603757	0.058158794685246276	482	C14orf118 (Q9NWQ4)
Q9NVW2	RLIM	5	75	12840	642706	3.826838618168743	1.936153062313749	0.017337011125105273	0.07931393364097256	0.01998347804306599	0.03271525675859345	0.7111558932359264	0.01734358065335244	0.0793439881367382	624	RLIM (Q9NVW2)
O15173	PGRMC2	3	14	12842	642767	14.928281605741805	3.8999762013139505	0.0024618535626020387	0.016877764638467407	0.01998347804306599	0.032694839292585036	0.710255231726685	0.0024623263148791453	0.01688100569300717	223	PGRMC2 (O15173)
O95147	DUSP14	3	14	12842	642767	14.928281605741805	3.8999762013139505	0.0024618535626020387	0.016877764638467407	0.01998347804306599	0.032694839292585036	0.710255231726685	0.0024623263148791453	0.01688100569300717	198	DUSP14 (O95147)
P02511	CRYAB	3	14	12842	642767	14.928281605741805	3.8999762013139505	0.0024618535626020387	0.016877764638467407	0.01998347804306599	0.032694839292585036	0.710255231726685	0.0024623263148791453	0.01688100569300717	175	CRYAB (P02511)
P27144	AK4	3	14	12842	642767	14.928281605741805	3.8999762013139505	0.0024618535626020387	0.016877764638467407	0.01998347804306599	0.032694839292585036	0.710255231726685	0.0024623263148791453	0.01688100569300717	223	AK4 (P27144)
P46778	RPL21	3	14	12842	642767	14.928281605741805	3.8999762013139505	0.0024618535626020387	0.016877764638467407	0.01998347804306599	0.032694839292585036	0.710255231726685	0.0024623263148791453	0.01688100569300717	160	RPL21 (P46778)
Q15907	RAB11B	3	14	12842	642767	14.928281605741805	3.8999762013139505	0.0024618535626020387	0.016877764638467407	0.01998347804306599	0.032694839292585036	0.710255231726685	0.0024623263148791453	0.01688100569300717	218	RAB11B (Q15907)
Q8TDP1	RNASEH2C	3	14	12842	642767	14.928281605741805	3.8999762013139505	0.0024618535626020387	0.016877764638467407	0.01998347804306599	0.032694839292585036	0.710255231726685	0.0024623263148791453	0.01688100569300717	164	RNASEH2C (Q8TDP1)
