window_aa	methyl_site_count	protein_arg_count	observed_max_methyl_sites	null_mean_max_sites	null_q025_max_sites	null_q975_max_sites	observed_over_null_mean	log2_observed_over_null_mean	empirical_p_greater	best_window_start	best_window_end	best_window_arg_count	best_window_methyl_fraction_of_args	best_window_methyl_positions	canonical_UniProtAC	gene	q_value	max_log2_enrichment_for_protein
10	6	29	4	1.657	1.0	3.0	2.4140012070006036	1.2714263974406352	0.001998001998001998	16	23	4	1.0	16,18,21,23	Q8NFW8	CMAS	0.048189602329729714	1.2714263974406352
5	6	69	3	1.244	1.0	2.0	2.4115755627009645	1.2699760152526407	0.001998001998001998	364	368	3	1.0	364,366,368	Q58WW2	DCAF6	0.048189602329729714	1.2699760152526407
100	4	64	4	1.675	1.0	3.0	2.388059701492537	1.25583890442959	0.001998001998001998	628	645	4	1.0	628,635,640,645	Q68CZ2	TNS3	0.048189602329729714	1.7710274302398392
10	9	37	5	2.095	1.0	3.0	2.386634844868735	1.2549778509627354	0.001998001998001998	30	40	5	1.0	30,34,37,38,40	Q13895	BYSL	0.048189602329729714	1.2549778509627354
100	5	151	4	1.685	1.0	3.0	2.373887240356083	1.247251408592866	0.001998001998001998	2122	2132	4	1.0	2122,2128,2131,2132	O43497	CACNA1G	0.048189602329729714	1.8468432119385796
50	5	88	4	1.686	1.0	3.0	2.372479240806643	1.2463954637200048	0.001998001998001998	1231	1280	9	0.4444444444444444	1231,1243,1245,1280	P19174	PLCG1	0.048189602329729714	1.414268267034073
30	3	21	3	1.265	1.0	2.0	2.3715415019762847	1.2458251158015707	0.001998001998001998	146	162	3	1.0	146,148,162	O15446	CD3EAP	0.048189602329729714	1.3267451111851383
100	6	64	6	2.534	2.0	4.0	2.3677979479084454	1.243545976242434	0.001998001998001998	7	83	8	0.75	7,11,56,65,76,83	Q15735	INPP5J	0.048189602329729714	1.243545976242434
30	7	68	4	1.691	1.0	3.0	2.3654642223536366	1.2421233402521037	0.001998001998001998	1163	1188	4	1.0	1163,1171,1177,1188	Q9Y6Q9	NCOA3	0.048189602329729714	1.2421233402521037
50	7	84	5	2.117	1.0	3.0	2.3618327822390173	1.23990682554186	0.001998001998001998	12	61	9	0.5555555555555556	12,13,44,47,61	Q96FS4	SIPA1	0.048189602329729714	1.5594274086140185
50	4	34	4	1.699	1.0	3.0	2.3543260741612713	1.2353141474778664	0.001998001998001998	631	642	4	1.0	631,633,641,642	Q8IWZ8	SUGP1	0.048189602329729714	1.6472414749593633
50	4	55	4	1.699	1.0	3.0	2.3543260741612713	1.2353141474778664	0.001998001998001998	232	239	4	1.0	232,234,237,239	Q9HAU4	SMURF2	0.048189602329729714	1.7636604608316264
75	5	55	5	2.133	1.0	3.0249999999999773	2.344116268166901	1.229044129208878	0.001998001998001998	868	893	5	1.0	868,871,878,885,893	Q96EK7	FAM120B	0.048189602329729714	1.6223764623642731
20	6	33	4	1.717	1.0	3.0	2.3296447291788	1.2201099606599528	0.001998001998001998	608	617	4	1.0	608,610,612,617	Q96SI9	STRBP	0.048189602329729714	1.4064071941354037
10	8	34	4	1.721	1.0	3.0	2.324230098779779	1.2167529026218835	0.001998001998001998	379	389	4	1.0	379,381,383,389	A0AV96	RBM47	0.048189602329729714	1.264849220579343
50	8	75	6	2.583	2.0	4.0	2.3228803716608595	1.2159148572652432	0.001998001998001998	292	331	10	0.6	292,311,314,320,324,331	Q86UK7	ZNF598	0.048189602329729714	1.379319758775699
30	5	36	4	1.725	1.0	3.0	2.318840579710145	1.2134036381091933	0.001998001998001998	109	128	4	1.0	109,116,125,128	Q7Z5L9	IRF2BP2	0.048189602329729714	1.3382504001892952
50	7	70	5	2.169	1.0	3.0	2.305209774089442	1.2048980418771753	0.001998001998001998	119	163	8	0.625	119,142,154,161,163	Q13608	PEX6	0.048189602329729714	1.5198826269385373
50	6	71	5	2.18	1.0	3.0	2.293577981651376	1.1975999598851608	0.001998001998001998	202	240	6	0.8333333333333334	202,211,231,234,240	Q2M3G4	SHROOM1	0.048189602329729714	1.1975999598851608
20	8	34	5	2.196	1.0	3.0	2.2768670309653913	1.1870500405442506	0.001998001998001998	379	394	5	1.0	379,381,383,389,394	A0AV96	RBM47	0.048189602329729714	1.264849220579343
30	4	25	4	1.761	1.0	3.0	2.271436683702442	1.1836050908308786	0.001998001998001998	5	22	4	1.0	5,8,18,22	Q8IVB5	LIX1L	0.048189602329729714	1.290709364276642
10	9	47	5	2.207	1.0	3.0	2.2655188038060716	1.1798414652698355	0.001998001998001998	48	58	5	1.0	48,51,54,56,58	Q96JP5	ZFP91	0.048189602329729714	1.1798414652698355
50	5	40	5	2.209	1.0	3.0	2.263467632412856	1.1785346761941744	0.001998001998001998	454	502	7	0.7142857142857143	454,479,491,498,502	Q8IZ40	RCOR2	0.048189602329729714	1.1785346761941744
15	9	37	5	2.217	1.0	3.0	2.2552999548940007	1.173319324682142	0.001998001998001998	30	40	5	1.0	30,34,37,38,40	Q13895	BYSL	0.048189602329729714	1.2549778509627354
50	11	71	6	2.669	2.0	4.0	2.2480329711502436	1.168663195241277	0.001998001998001998	74	121	10	0.6	74,84,91,95,114,121	P55265	ADAR	0.048189602329729714	1.168663195241277
100	12	232	6	2.677	2.0	4.0	2.2413149047441165	1.1643453617424655	0.001998001998001998	17	93	20	0.3	17,33,36,48,49,93	Q9UMN6	WBP7	0.048189602329729714	1.1890222828758559
50	11	102	7	3.129	2.0	5.0	2.237136465324385	1.1616532634787693	0.001998001998001998	9	54	9	0.7777777777777778	9,26,33,41,47,49,54	Q14966	ZNF638	0.048189602329729714	1.224879204807825
100	8	280	6	2.704	2.0	4.0	2.2189349112426036	1.149867349101059	0.001998001998001998	564	618	10	0.6	564,566,607,611,614,618	Q5T200	ZC3H13	0.048189602329729714	1.3874115933012825
50	4	26	4	1.805	1.0	3.0	2.21606648199446	1.1480011628875537	0.001998001998001998	11	51	7	0.5714285714285714	11,15,47,51	Q96LB3	IFT74	0.048189602329729714	1.1480011628875537
50	12	68	6	2.746	2.0	4.0	2.184996358339403	1.1276308752361428	0.001998001998001998	1038	1084	7	0.8571428571428571	1038,1044,1053,1059,1073,1084	Q5T0Z8	C6orf132	0.048189602329729714	1.451267468208081
50	9	51	5	2.292	2.0	3.0249999999999773	2.181500872600349	1.1253210507925446	0.001998001998001998	555	604	6	0.8333333333333334	555,577,591,598,604	Q9UPN9	TRIM33	0.048189602329729714	1.270804626521694
30	9	119	5	2.299	1.0	4.0	2.174858634188778	1.1209216288312696	0.001998001998001998	107	130	7	0.7142857142857143	107,118,120,128,130	Q6Y7W6	GIGYF2	0.048189602329729714	1.5681096517138196
75	4	34	4	1.851	1.0	3.0	2.1609940572663424	1.111695104791513	0.001998001998001998	631	642	4	1.0	631,633,641,642	Q8IWZ8	SUGP1	0.048189602329729714	1.6472414749593633
50	7	61	5	2.33	1.0	4.0	2.1459227467811157	1.1015981400078068	0.001998001998001998	466	510	5	1.0	466,481,484,498,510	Q8TDC3	BRSK1	0.048189602329729714	1.204233052217608
15	8	37	4	1.875	1.0	3.0	2.1333333333333333	1.0931094043914815	0.001998001998001998	124	139	4	1.0	124,127,138,139	Q9Y285	FARSA	0.048189602329729714	1.2688167584277998
100	6	48	5	2.357	2.0	4.0	2.1213406873143823	1.0849763362992817	0.001998001998001998	9	61	8	0.625	9,17,30,54,61	Q8WUM0	NUP133	0.048189602329729714	1.2015761545221402
20	12	62	6	2.832	2.0	4.0	2.1186440677966103	1.0831412353002459	0.001998001998001998	121	135	6	1.0	121,128,130,131,133,135	Q9Y3X0	CCDC9	0.048189602329729714	1.2681216511915685
15	20	250	4	1.889	1.0	3.0	2.1175224986765486	1.0823772982737174	0.001998001998001998	2226	2240	4	1.0	2226,2228,2235,2240	Q8NEZ4	MLL3	0.048189602329729714	1.4535376418329085
100	25	253	7	3.314	2.0	5.0	2.112251056125528	1.0787813194982392	0.001998001998001998	2836	2922	8	0.875	2836,2860,2881,2903,2905,2915,2922	O14686	KMT2D	0.048189602329729714	1.0787813194982392
30	7	61	4	1.904	1.0	3.0	2.100840336134454	1.0709665213541435	0.001998001998001998	849	862	4	1.0	849,850,857,862	P50570	DNM3	0.048189602329729714	1.348316819367891
100	19	61	11	5.267	4.0	8.0	2.088475412948547	1.0624501591454272	0.001998001998001998	1347	1445	14	0.7857142857142857	1347,1355,1364,1366,1404,1415,1418,1422,1424,1430,1445	Q5VT52	RPRD2	0.048189602329729714	1.0624501591454272
15	10	29	5	2.398	2.0	4.0	2.085070892410342	1.0600964361352259	0.001998001998001998	7	21	5	1.0	7,13,15,17,21	Q9H074	PAIP1	0.048189602329729714	1.2477652193803555
75	6	56	5	2.403	2.0	4.0	2.0807324178110695	1.057091446419583	0.001998001998001998	2	74	8	0.625	2,9,51,52,74	O75400	PRPF40A	0.048189602329729714	1.057091446419583
75	7	80	7	3.368	2.0	5.0	2.0783847980997625	1.055462783653295	0.001998001998001998	835	878	12	0.5833333333333334	835,855,857,862,864,870,878	Q5T8P6	RBM26	0.048189602329729714	1.3197656737367418
75	5	40	5	2.431	2.0	4.0	2.0567667626491155	1.0403782015207206	0.001998001998001998	381	445	9	0.5555555555555556	381,399,424,436,445	O95954	FTCD	0.048189602329729714	1.0403782015207206
50	13	41	8	3.903	3.0	6.0	2.0497053548552397	1.0354165372231356	0.001998001998001998	171	217	8	1.0	171,179,185,188,191,199,208,217	Q9ULX6	AKAP8L	0.048189602329729714	1.0354165372231356
75	25	159	15	7.432	5.0	10.0	2.0182992465016145	1.0131400938879527	0.001998001998001998	922	997	16	0.9375	922,929,936,943,950,957,964,968,971,975,978,982,985,989,997	P18583	SON	0.048189602329729714	1.0334054688917522
100	8	47	7	3.472	2.0	5.0	2.0161290322580645	1.0115879742752119	0.001998001998001998	670	709	9	0.7777777777777778	670,672,683,693,695,707,709	Q9NYL2	MAP3K20	0.048189602329729714	1.4355173047271834
100	6	38	6	3.005	2.0	5.0	1.9966722129783694	0.9975975097846954	0.001998001998001998	4	100	7	0.8571428571428571	4,39,50,60,88,100	Q96GM5	SMARCD1	0.048189602329729714	0.9975975097846954
20	15	127	5	2.51	2.0	4.0	1.9920318725099604	0.9942407307113152	0.001998001998001998	732	749	6	0.8333333333333334	732,733,740,741,749	Q8IXT5	RBM12B	0.048189602329729714	1.4771407448083023
20	10	29	5	2.516	2.0	4.0	1.987281399046105	0.9907961726701602	0.001998001998001998	7	21	5	1.0	7,13,15,17,21	Q9H074	PAIP1	0.048189602329729714	1.2477652193803555
15	16	49	5	2.54	2.0	4.0	1.968503937007874	0.9770995978899212	0.001998001998001998	355	370	5	1.0	355,357,361,365,370	Q8WWM7	ATXN2L	0.048189602329729714	1.0543922968186277
30	21	72	7	3.567	2.0	5.0	1.9624334174376226	0.9726437062528791	0.001998001998001998	921	946	7	1.0	921,922,925,928,933,936,946	Q9H0D6	XRN2	0.048189602329729714	1.2936115374633437
75	7	30	7	3.576	2.0	5.0	1.9574944071588367	0.9690081855363735	0.001998001998001998	7	43	7	1.0	7,29,35,37,38,41,43	Q96LA8	PRMT6	0.048189602329729714	1.450741560960523
75	19	172	6	3.126	2.0	5.0	1.9193857965451055	0.9406447223835788	0.001998001998001998	1576	1650	7	0.8571428571428571	1576,1589,1628,1633,1638,1650	O75376	NCOR1	0.048189602329729714	1.2201099606599528
20	25	114	7	3.673	3.0	5.0	1.905799074326164	0.9303960259880335	0.001998001998001998	62	82	7	1.0	62,66,71,74,78,81,82	Q9Y2W1	THRAP3	0.048189602329729714	0.9303960259880335
75	6	23	6	3.156	2.0	5.0	1.9011406844106462	0.9268652953697846	0.001998001998001998	5	24	6	1.0	5,7,9,12,16,24	Q12905	ILF2	0.048189602329729714	1.4586503703924523
50	25	159	11	5.898	4.0	8.0	1.865038996269922	0.8992057962376475	0.001998001998001998	936	985	11	1.0	936,943,950,957,964,968,971,975,978,982,985	P18583	SON	0.048189602329729714	1.0334054688917522
50	29	225	9	4.859	4.0	7.0	1.8522329697468616	0.8892655689871138	0.001998001998001998	1071	1117	14	0.6428571428571429	1071,1081,1087,1091,1097,1101,1107,1111,1117	Q14152	EIF3A	0.048189602329729714	1.0022688753621576
30	14	31	7	3.787	3.0	5.0	1.8484288354898337	0.8862995008352719	0.001998001998001998	206	233	7	1.0	206,212,217,224,230,232,233	P55795	HNRNPH2	0.048189602329729714	0.8862995008352719
30	25	114	8	4.354	3.0	6.0	1.8373909049150206	0.8776585924738803	0.001998001998001998	62	91	10	0.8	62,66,71,74,78,81,82,91	Q9Y2W1	THRAP3	0.048189602329729714	0.9303960259880335
30	11	41	8	4.356	3.0	6.0	1.8365472910927456	0.8769960459451801	0.001998001998001998	82	112	11	0.7272727272727273	82,84,86,96,98,108,110,112	P09038	FGF2	0.048189602329729714	0.9624580376390213
30	29	225	7	3.831	3.0	5.0	1.8271991647089534	0.8696338962958112	0.001998001998001998	1081	1111	10	0.7	1081,1087,1091,1097,1101,1107,1111	Q14152	EIF3A	0.048189602329729714	1.0022688753621576
50	15	39	12	6.852	4.0	10.0	1.7513134851138352	0.8084373492992442	0.001998001998001998	140	190	15	0.8	140,142,146,148,151,168,172,174,177,179,187,190	Q14157	UBAP2L	0.048189602329729714	0.8084373492992442
100	6	23	6	3.438	2.0	5.0	1.7452006980802792	0.8033929559051821	0.001998001998001998	5	24	6	1.0	5,7,9,12,16,24	Q12905	ILF2	0.048189602329729714	1.4586503703924523
100	14	40	11	6.475	4.0	9.0	1.698841698841699	0.7645514258381059	0.001998001998001998	311	410	11	1.0	311,316,327,338,352,373,381,389,396,403,410	Q9H0L4	CSTF2T	0.048189602329729714	0.7645514258381059
30	23	55	7	4.15	3.0	6.0	1.686746987951807	0.7542435855980416	0.001998001998001998	75	101	7	1.0	75,79,88,93,95,99,101	O00571	DDX3X	0.048189602329729714	0.7542435855980416
100	12	62	10	5.931	4.0	8.0	1.6860563142808969	0.7536527230990852	0.001998001998001998	94	135	10	1.0	94,102,107,110,121,128,130,131,133,135	Q9Y3X0	CCDC9	0.048189602329729714	1.2681216511915685
100	13	36	9	5.425	4.0	7.0	1.6589861751152075	0.7303018638851955	0.001998001998001998	13	77	9	1.0	13,20,25,30,46,48,52,64,77	P08729	KRT7	0.048189602329729714	0.9005925717081494
100	10	56	10	6.077	5.0	8.0	1.645548790521639	0.7185688030043899	0.001998001998001998	5	93	18	0.5555555555555556	5,10,48,73,75,80,82,88,92,93	Q13243	SRSF5	0.048189602329729714	1.1301849832393591
100	18	43	12	7.636	6.0	10.0	1.571503404924044	0.6521453979793056	0.001998001998001998	318	414	12	1.0	318,320,330,337,369,378,380,387,396,397,403,414	Q86WR7	C10orf47	0.048189602329729714	0.6521453979793056
75	15	39	13	8.457	5.0	11.0	1.5371881281778408	0.6202937395116012	0.001998001998001998	134	190	17	0.7647058823529411	134,140,142,146,148,151,168,172,174,177,179,187,190	Q14157	UBAP2L	0.048189602329729714	0.8084373492992442
100	15	39	13	8.571	6.0	11.0	1.5167425037918563	0.6009761811456511	0.001998001998001998	134	190	17	0.7647058823529411	134,140,142,146,148,151,168,172,174,177,179,187,190	Q14157	UBAP2L	0.048189602329729714	0.8084373492992442
50	17	26	10	6.632	5.0	9.0	1.5078407720144753	0.592484088053699	0.001998001998001998	656	694	10	1.0	656,660,666,670,673,679,681,687,691,694	P19338	NCL	0.048189602329729714	0.592484088053699
75	17	26	10	6.869	5.0	9.0	1.4558159848595138	0.5418280104074104	0.001998001998001998	656	694	10	1.0	656,660,666,670,673,679,681,687,691,694	P19338	NCL	0.048189602329729714	0.592484088053699
100	33	57	17	12.743	11.0	15.0	1.334065761594601	0.4158297846544396	0.001998001998001998	93	187	17	1.0	93,94,101,103,107,110,113,120,125,144,151,156,164,172,180,185,187	P38159	RBMX	0.048189602329729714	0.4842731325538714
75	22	28	18	14.131	12.0	16.0	1.2737952020380723	0.349133342935998	0.001998001998001998	227	298	18	1.0	227,238,240,248,251,259,263,265,267,269,277,279,287,289,291,294,296,298	Q86U42	PABPN1	0.048189602329729714	0.3493579679578573
15	3	67	3	1.078	1.0	2.0	2.7829313543599254	1.4766053226307376	0.002997002997002997	78	89	3	1.0	78,80,89	Q99683	MAP3K5	0.05952089868173784	1.4766053226307376
10	3	117	3	1.085	1.0	2.0	2.7649769585253456	1.4672674580514016	0.002997002997002997	1504	1508	3	1.0	1504,1506,1508	Q14004	CDK13	0.05952089868173784	1.5159478228059757
15	3	69	3	1.098	1.0	2.0	2.73224043715847	1.4500844463780445	0.002997002997002997	194	203	3	1.0	194,197,203	O15083	ERC2	0.05952089868173784	1.4900508536956891
20	3	67	3	1.102	1.0	2.0	2.722323049001815	1.4448382768120855	0.002997002997002997	78	89	3	1.0	78,80,89	Q99683	MAP3K5	0.05952089868173784	1.4766053226307376
30	3	93	3	1.11	1.0	2.0	2.7027027027027026	1.434402824145775	0.002997002997002997	5	12	3	1.0	5,10,12	Q9P2K8	EIF2AK4	0.05952089868173784	1.5187010584524347
30	3	89	3	1.115	1.0	2.0	2.690582959641256	1.4279187905755764	0.002997002997002997	1187	1189	3	1.0	1187,1188,1189	Q15058	KIF14	0.05952089868173784	1.545122236189365
15	4	69	3	1.122	1.0	2.0	2.67379679144385	1.4188898247744501	0.002997002997002997	260	273	3	1.0	260,272,273	Q8TEQ6	GEMIN5	0.05952089868173784	1.4188898247744501
5	3	22	3	1.133	1.0	2.0	2.64783759929391	1.4048146395627277	0.002997002997002997	78	83	3	1.0	78,82,83	Q8WTQ4	C16orf78	0.05952089868173784	1.4048146395627277
5	4	62	3	1.134	1.0	2.0	2.6455026455026456	1.4035418604410144	0.002997002997002997	179	183	3	1.0	179,181,183	O60885	BRD4	0.05952089868173784	1.4035418604410144
30	3	67	3	1.136	1.0	2.0	2.6408450704225355	1.4009996658785613	0.002997002997002997	78	89	3	1.0	78,80,89	Q99683	MAP3K5	0.05952089868173784	1.4766053226307376
15	3	30	3	1.14	1.0	2.0	2.6315789473684212	1.3959286763311394	0.002997002997002997	554	559	3	1.0	554,555,559	O60216	RAD21	0.05952089868173784	1.5008982359326817
20	4	69	3	1.143	1.0	2.0	2.6246719160104988	1.392137097168765	0.002997002997002997	260	273	3	1.0	260,272,273	Q8TEQ6	GEMIN5	0.05952089868173784	1.4188898247744501
20	3	69	3	1.155	1.0	2.0	2.5974025974025974	1.3770696490798233	0.002997002997002997	122	138	3	1.0	122,130,138	Q96AA8	JAKMIP2	0.05952089868173784	1.3770696490798233
30	3	81	3	1.159	1.0	2.0	2.5884383088869716	1.3720819343767714	0.002997002997002997	688	693	3	1.0	688,689,693	Q9BZ76	CNTNAP3	0.05952089868173784	1.543719518489275
30	4	144	3	1.169	1.0	2.0	2.5662959794696323	1.359687570851587	0.002997002997002997	749	751	3	1.0	749,750,751	Q9BYB0	SHANK3	0.05952089868173784	1.5283789723547887
100	3	145	3	1.172	1.0	2.0	2.559726962457338	1.3559899309609955	0.002997002997002997	3519	3607	7	0.42857142857142855	3519,3526,3607	Q709C8	VPS13C	0.05952089868173784	1.3559899309609955
15	4	67	3	1.178	1.0	2.0	2.5466893039049237	1.3486229615527825	0.002997002997002997	8	18	3	1.0	8,13,18	Q13191	CBLB	0.05952089868173784	1.4370046193340549
20	6	76	4	1.572	1.0	3.0	2.544529262086514	1.3473987824034805	0.002997002997002997	357	371	4	1.0	357,363,366,371	Q16512	PKN1	0.05952089868173784	1.436353730515936
30	3	68	3	1.186	1.0	2.0	2.5295109612141653	1.3388584908372396	0.002997002997002997	658	685	4	0.75	658,664,685	Q96T88	UHRF1	0.05952089868173784	1.3388584908372396
30	3	47	3	1.195	1.0	2.0	2.510460251046025	1.3279518825151322	0.002997002997002997	612	631	3	1.0	612,617,631	P22681	CBL	0.05952089868173784	1.3984619430766614
20	3	46	3	1.197	1.0	2.0	2.506265664160401	1.325539348439741	0.002997002997002997	253	272	3	1.0	253,259,272	Q9H5H4	ZNF768	0.05952089868173784	1.325539348439741
10	7	123	3	1.2	1.0	2.0	2.5	1.3219280948873624	0.002997002997002997	1700	1710	3	1.0	1700,1706,1710	Q9HCD6	TANC2	0.05952089868173784	1.3219280948873624
20	3	36	3	1.201	1.0	2.0	2.497918401332223	1.320726349677609	0.002997002997002997	177	184	3	1.0	177,183,184	Q8NF37	LPCAT1	0.05952089868173784	1.4527147024227165
30	4	108	3	1.205	1.0	2.0	2.4896265560165975	1.3159293542659192	0.002997002997002997	1210	1213	3	1.0	1210,1212,1213	Q96L96	ALPK3	0.05952089868173784	1.5325466065700177
5	5	75	3	1.211	1.0	2.0	2.477291494632535	1.3087636356889145	0.002997002997002997	360	365	3	1.0	360,364,365	Q9NVW2	RLIM	0.05952089868173784	1.3087636356889145
50	5	64	4	1.616	1.0	3.0	2.4752475247524752	1.3075728019102923	0.002997002997002997	1091	1136	7	0.5714285714285714	1091,1114,1131,1136	Q15788	NCOA1	0.05952089868173784	1.4219791086976905
50	4	41	4	1.62	1.0	3.0	2.4691358024691357	1.3040061868900998	0.002997002997002997	699	728	6	0.6666666666666666	699,713,721,728	P21399	ACO1	0.05952089868173784	1.4991979469428425
10	3	21	3	1.216	1.0	2.0	2.4671052631578947	1.3028192719396576	0.002997002997002997	39	45	3	1.0	39,41,45	O95544	NADK	0.05952089868173784	1.3028192719396576
50	5	27	5	2.04	1.0	3.0	2.450980392156863	1.2933589426905916	0.002997002997002997	9	56	6	0.8333333333333334	9,13,27,41,56	P19013	KRT4	0.05952089868173784	1.2933589426905916
100	5	64	5	2.05	1.0	3.0	2.439024390243903	1.2863041851566412	0.002997002997002997	1061	1136	9	0.5555555555555556	1061,1091,1114,1131,1136	Q15788	NCOA1	0.05952089868173784	1.4219791086976905
15	5	98	3	1.238	1.0	2.0	2.4232633279483036	1.2769511861689784	0.002997002997002997	1363	1367	3	1.0	1363,1365,1367	Q96MS0	ROBO3	0.05952089868173784	1.4672674580514016
15	5	71	3	1.243	1.0	2.0	2.413515687851971	1.2711362043307581	0.002997002997002997	729	740	3	1.0	729,734,740	Q5TC82	RC3H1	0.05952089868173784	1.2711362043307581
75	4	47	4	1.659	1.0	3.0	2.4110910186859553	1.2696861137062239	0.002997002997002997	892	943	6	0.6666666666666666	892,902,910,943	Q92540	SMG7	0.05952089868173784	1.2696861137062239
50	3	69	3	1.249	1.0	2.0	2.4019215372297835	1.2641890237752857	0.002997002997002997	10	51	6	0.5	10,19,51	P52824	DGKQ	0.05952089868173784	1.2641890237752857
20	7	73	4	1.667	1.0	3.0	2.3995200959808036	1.26274589567567	0.002997002997002997	862	878	4	1.0	862,867,874,878	Q9P107	GMIP	0.05952089868173784	1.643212273209298
30	7	234	3	1.265	1.0	2.0	2.3715415019762847	1.2458251158015707	0.002997002997002997	3625	3633	3	1.0	3625,3630,3633	Q2LD37	KIAA1109	0.05952089868173784	1.4448382768120855
50	3	50	3	1.27	1.0	2.0	2.3622047244094486	1.240134003723715	0.002997002997002997	456	464	3	1.0	456,463,464	P10253	GAA	0.05952089868173784	1.5077195017886957
15	6	77	4	1.694	1.0	3.0	2.3612750885478158	1.2395661253298884	0.002997002997002997	54	63	4	1.0	54,56,62,63	Q9H307	PNN	0.05952089868173784	1.4579896444633909
15	10	82	4	1.695	1.0	3.0	2.359882005899705	1.238714726638381	0.002997002997002997	871	886	4	1.0	871,876,884,886	Q9Y4H2	IRS2	0.05952089868173784	1.238714726638381
15	7	71	4	1.696	1.0	3.0	2.358490566037736	1.237863830098888	0.002997002997002997	138	153	5	0.8	138,145,149,153	Q659C4	LARP1B	0.05952089868173784	1.4587825518979631
10	6	29	4	1.707	1.0	3.0	2.3432923257176332	1.228536941634349	0.002997002997002997	159	168	4	1.0	159,165,167,168	Q9P0J7	KCMF1	0.05952089868173784	1.228536941634349
100	6	327	4	1.709	1.0	3.0	2.340550029256875	1.2268476029859474	0.002997002997002997	8	25	4	1.0	8,18,19,25	Q8IZT6	ASPM	0.05952089868173784	1.7771954389547389
