canonical_UniProtAC	methyl_site_count	nearest_distance_min	nearest_distance_median	max_methyl_sites_in_3aa_window	max_methyl_sites_in_5aa_window	max_methyl_sites_in_10aa_window	max_methyl_sites_in_20aa_window	max_methyl_sites_in_50aa_window	gene
O14777	2	133.0	133.0	1	1	1	1	1	NDC80
Q8NC96	2	134.0	134.0	1	1	1	1	1	NECAP1
P35712	2	136.0	136.0	1	1	1	1	1	SOX6
P38919	2	137.0	137.0	1	1	1	1	1	EIF4A3
O00429	2	139.0	139.0	1	1	1	1	1	DNM1L
P46527	2	139.0	139.0	1	1	1	1	1	CDKN1B
Q9Y247	2	139.0	139.0	1	1	1	1	1	FAM50B
Q96RL1	2	142.0	142.0	1	1	1	1	1	UIMC1
Q9NZQ3	2	142.0	142.0	1	1	1	1	1	NCKIPSD
Q9Y6Y8	2	142.0	142.0	1	1	1	1	1	SEC23IP
Q96S55	2	144.0	144.0	1	1	1	1	1	WRNIP1
Q9Y242	2	147.0	147.0	1	1	1	1	1	TCF19
O60218	2	148.0	148.0	1	1	1	1	1	AKR1B10
Q93009	2	148.0	148.0	1	1	1	1	1	USP7
Q9Y6K1	2	148.0	148.0	1	1	1	1	1	DNMT3A
P40939	2	150.0	150.0	1	1	1	1	1	HADHA
P78406	2	150.0	150.0	1	1	1	1	1	RAE1
Q96T21	2	150.0	150.0	1	1	1	1	1	SECISBP2
Q9NYV6	2	150.0	150.0	1	1	1	1	1	RRN3
Q7Z5V6	2	151.0	151.0	1	1	1	1	1	PPP1R32
P04350	2	154.0	154.0	1	1	1	1	1	TUBB4A
Q8TEA8	2	154.0	154.0	1	1	1	1	1	DTD1
P21127	2	156.0	156.0	1	1	1	1	1	CDK11B
P57055	2	156.0	156.0	1	1	1	1	1	DSCR6
Q00688	2	157.0	157.0	1	1	1	1	1	FKBP3
Q6MZP7	2	158.0	158.0	1	1	1	1	1	LIN54
P09972	2	160.0	160.0	1	1	1	1	1	ALDOC
Q6NUM9	2	160.0	160.0	1	1	1	1	1	RETSAT
Q8TBC4	2	160.0	160.0	1	1	1	1	1	UBA3
Q9BTY7	2	162.0	162.0	1	1	1	1	1	HGH1
Q9UL25	2	163.0	163.0	1	1	1	1	1	RAB21
O95747	2	164.0	164.0	1	1	1	1	1	OXSR1
Q10713	2	166.0	166.0	1	1	1	1	1	PMPCA
P68133	2	168.0	168.0	1	1	1	1	1	ACTA1
Q6NV74	2	168.0	168.0	1	1	1	1	1	C2orf55
Q9NPD3	2	168.0	168.0	1	1	1	1	1	EXOSC4
O00170	2	169.0	169.0	1	1	1	1	1	AIP
P54105	2	169.0	169.0	1	1	1	1	1	CLNS1A
A6NEL2	2	170.0	170.0	1	1	1	1	1	SOWAHB
Q13618	2	172.0	172.0	1	1	1	1	1	CUL3
Q86Y37	2	173.0	173.0	1	1	1	1	1	CACUL1
O76071	2	175.0	175.0	1	1	1	1	1	CIAO1
P23771	2	175.0	175.0	1	1	1	1	1	GATA3
Q13126	2	175.0	175.0	1	1	1	1	1	MTAP
Q32P44	2	177.0	177.0	1	1	1	1	1	EML3
Q96CN7	2	179.0	179.0	1	1	1	1	1	ISOC1
Q96B23	2	180.0	180.0	1	1	1	1	1	C18orf25
Q9NW75	2	180.0	180.0	1	1	1	1	1	GPATCH2
Q9Y446	2	180.0	180.0	1	1	1	1	1	PKP3
Q15466	2	181.0	181.0	1	1	1	1	1	NR0B2
Q16637	2	181.0	181.0	1	1	1	1	1	SMN1
Q14739	2	182.0	182.0	1	1	1	1	1	LBR
Q5JU85	2	182.0	182.0	1	1	1	1	1	IQSEC2
P31260	2	185.0	185.0	1	1	1	1	1	HOXA10
Q86X55	2	185.0	185.0	1	1	1	1	1	CARM1
Q9Y2Z4	2	190.0	190.0	1	1	1	1	1	YARS2
P30038	2	194.0	194.0	1	1	1	1	1	ALDH4A1
Q53EL6	2	194.0	194.0	1	1	1	1	1	PDCD4
Q9UID3	2	194.0	194.0	1	1	1	1	1	FFR
Q9NZL4	2	197.0	197.0	1	1	1	1	1	HSPBP1
O95873	2	200.0	200.0	1	1	1	1	1	C6orf47
O60828	2	204.0	204.0	1	1	1	1	1	PQBP1
Q7Z4V5	2	205.0	205.0	1	1	1	1	1	HDGFRP2
Q96GE4	2	205.0	205.0	1	1	1	1	1	CEP95
Q9UNH7	2	206.0	206.0	1	1	1	1	1	SNX6
P46060	2	208.0	208.0	1	1	1	1	1	RANGAP1
Q15527	2	208.0	208.0	1	1	1	1	1	SURF2
Q12834	2	209.0	209.0	1	1	1	1	1	CDC20
Q6STE5	2	209.0	209.0	1	1	1	1	1	SMARCD3
Q9H334	2	209.0	209.0	1	1	1	1	1	FOXP1
P63151	2	210.0	210.0	1	1	1	1	1	PPP2R2A
P32456	2	211.0	211.0	1	1	1	1	1	GBP2
Q9NW64	2	213.0	213.0	1	1	1	1	1	RBM22
P17028	2	215.0	215.0	1	1	1	1	1	ZNF24
Q15051	2	215.0	215.0	1	1	1	1	1	IQCB1
Q5H9F3	2	215.0	215.0	1	1	1	1	1	BCORL1
Q9BQ04	2	218.0	218.0	1	1	1	1	1	RBM4B
O75367	2	219.0	219.0	1	1	1	1	1	H2AFY
Q6IQ49	2	219.0	219.0	1	1	1	1	1	SDE2
Q02252	2	220.0	220.0	1	1	1	1	1	ALDH6A1
Q8N684	2	220.0	220.0	1	1	1	1	1	CPSF7
Q9UNF0	2	220.0	220.0	1	1	1	1	1	PACSIN2
Q5TCZ1	2	221.0	221.0	1	1	1	1	1	SH3PXD2A
O00764	2	222.0	222.0	1	1	1	1	1	PDXK
Q155Q3	2	227.0	227.0	1	1	1	1	1	DIXDC1
Q01814	2	228.0	228.0	1	1	1	1	1	ATP2B2
Q17RY0	2	228.0	228.0	1	1	1	1	1	CPEB4
P47756	2	230.0	230.0	1	1	1	1	1	CAPZB
A6NGN4	2	231.0	231.0	1	1	1	1	1	PRAMEF25
P57721	2	231.0	231.0	1	1	1	1	1	PCBP3
Q92947	2	231.0	231.0	1	1	1	1	1	GCDH
Q92598	2	232.0	232.0	1	1	1	1	1	HSPA4L
Q4G0J3	2	234.0	234.0	1	1	1	1	1	LARP7
A6NKT7	2	237.0	237.0	1	1	1	1	1	RGPD3
O14715	2	237.0	237.0	1	1	1	1	1	RGPD8
Q6UB35	2	237.0	237.0	1	1	1	1	1	MTHFD1L
Q7Z3J3	2	237.0	237.0	1	1	1	1	1	RGPD4
Q99666	2	237.0	237.0	1	1	1	1	1	RGPD6
P52732	2	241.0	241.0	1	1	1	1	1	KIF11
P12036	2	248.0	248.0	1	1	1	1	1	NEFH
Q4G176	2	250.0	250.0	1	1	1	1	1	ACSF3
Q93073	2	255.0	255.0	1	1	1	1	1	SECISBP2L
Q96P11	2	255.0	255.0	1	1	1	1	1	NSUN5
Q9NR56	2	255.0	255.0	1	1	1	1	1	MBNL1
P07954	2	256.0	256.0	1	1	1	1	1	FH
Q9GZL7	2	256.0	256.0	1	1	1	1	1	WDR12
P34949	2	257.0	257.0	1	1	1	1	1	MPI
P46109	2	257.0	257.0	1	1	1	1	1	CRKL
P68363	2	260.0	260.0	1	1	1	1	1	TUBA1B
Q9ULV4	2	263.0	263.0	1	1	1	1	1	CORO1C
Q9UHR6	2	264.0	264.0	1	1	1	1	1	ZNHIT2
P30837	2	265.0	265.0	1	1	1	1	1	ALDH1B1
Q6XUX3	2	265.0	265.0	1	1	1	1	1	DSTYK
P15923	2	266.0	266.0	1	1	1	1	1	TCF3
Q9NYJ8	2	268.0	268.0	1	1	1	1	1	TAB2
Q09161	2	270.0	270.0	1	1	1	1	1	NCBP1
Q96AY3	2	274.0	274.0	1	1	1	1	1	FKBP10
Q8N543	2	277.0	277.0	1	1	1	1	1	OGFOD1
Q9UPT9	2	277.0	277.0	1	1	1	1	1	USP22
Q9UJZ1	2	278.0	278.0	1	1	1	1	1	STOML2
P19484	2	279.0	279.0	1	1	1	1	1	TFEB
Q9Y4P3	2	282.0	282.0	1	1	1	1	1	TBL2
P0C7T5	2	283.0	283.0	1	1	1	1	1	ATXN1L
Q5T1R4	2	283.0	283.0	1	1	1	1	1	HIVEP3
P50750	2	284.0	284.0	1	1	1	1	1	CDK9
Q13451	2	284.0	284.0	1	1	1	1	1	FKBP5
Q15642	2	288.0	288.0	1	1	1	1	1	TRIP10
P26640	2	289.0	289.0	1	1	1	1	1	VARS
Q49A26	2	290.0	290.0	1	1	1	1	1	GLYR1
P54098	2	292.0	292.0	1	1	1	1	1	POLG
P53041	2	293.0	293.0	1	1	1	1	1	PPP5C
O15031	2	295.0	295.0	1	1	1	1	1	PLXNB2
P53609	2	296.0	296.0	1	1	1	1	1	PGGT1B
Q14244	2	299.0	299.0	1	1	1	1	1	MAP7
Q86XL3	2	303.0	303.0	1	1	1	1	1	ANKLE2
Q96HB5	2	303.0	303.0	1	1	1	1	1	CCDC120
P11172	2	304.0	304.0	1	1	1	1	1	UMPS
Q8N612	2	305.0	305.0	1	1	1	1	1	FAM160A2
Q96AC1	2	306.0	306.0	1	1	1	1	1	FERMT2
Q9Y2J4	2	306.0	306.0	1	1	1	1	1	AMOTL2
Q9Y570	2	309.0	309.0	1	1	1	1	1	PPME1
Q08J23	2	312.0	312.0	1	1	1	1	1	NSUN2
P48449	2	318.0	318.0	1	1	1	1	1	LSS
Q9Y608	2	318.0	318.0	1	1	1	1	1	LRRFIP2
Q9NYU1	2	322.0	322.0	1	1	1	1	1	UGGT2
P13667	2	324.0	324.0	1	1	1	1	1	PDIA4
Q86Y91	2	325.0	325.0	1	1	1	1	1	KIF18B
Q7Z628	2	327.0	327.0	1	1	1	1	1	NET1
Q92769	2	329.0	329.0	1	1	1	1	1	HDAC2
O95239	2	333.0	333.0	1	1	1	1	1	KIF4A
Q6ZW31	2	333.0	333.0	1	1	1	1	1	SYDE1
Q13610	2	334.0	334.0	1	1	1	1	1	PWP1
O60568	2	335.0	335.0	1	1	1	1	1	PLOD3
Q5QP82	2	338.0	338.0	1	1	1	1	1	DCAF10
Q7Z591	2	342.0	342.0	1	1	1	1	1	AKNA
Q13112	2	343.0	343.0	1	1	1	1	1	CHAF1B
Q9ULK2	2	347.0	347.0	1	1	1	1	1	ATXN7L1
P17980	2	349.0	349.0	1	1	1	1	1	PSMC3
P36957	2	349.0	349.0	1	1	1	1	1	DLST
P26196	2	353.0	353.0	1	1	1	1	1	DDX6
Q96B18	2	353.0	353.0	1	1	1	1	1	DACT3
Q8NFW1	2	354.0	354.0	1	1	1	1	1	COL22A1
P49748	2	358.0	358.0	1	1	1	1	1	ACADVL
Q96RP9	2	358.0	358.0	1	1	1	1	1	GFM1
Q03701	2	361.0	361.0	1	1	1	1	1	CEBPZ
Q9UEY8	2	363.0	363.0	1	1	1	1	1	ADD3
Q5VTR2	2	364.0	364.0	1	1	1	1	1	RNF20
Q9UBL0	2	371.0	371.0	1	1	1	1	1	ARPP21
Q9BXJ9	2	372.0	372.0	1	1	1	1	1	NAA15
O95340	2	374.0	374.0	1	1	1	1	1	PAPSS2
Q9HCC0	2	374.0	374.0	1	1	1	1	1	MCCC2
Q9NRC8	2	377.0	377.0	1	1	1	1	1	SIRT7
Q16584	2	379.0	379.0	1	1	1	1	1	MAP3K11
Q99856	2	380.0	380.0	1	1	1	1	1	ARID3A
Q99081	2	389.0	389.0	1	1	1	1	1	TCF12
P07602	2	394.0	394.0	1	1	1	1	1	PSAP
Q99829	2	398.0	398.0	1	1	1	1	1	CPNE1
Q96L73	2	399.0	399.0	1	1	1	1	1	NSD1
O75643	2	402.0	402.0	1	1	1	1	1	SNRNP200
Q9HAU0	2	402.0	402.0	1	1	1	1	1	PLEKHA5
Q9P2N2	2	406.0	406.0	1	1	1	1	1	ARHGAP28
Q8IZC6	2	410.0	410.0	1	1	1	1	1	COL27A1
Q8IUG5	2	414.0	414.0	1	1	1	1	1	MYO18B
Q99460	2	416.0	416.0	1	1	1	1	1	PSMD1
Q04727	2	418.0	418.0	1	1	1	1	1	TLE4
P00367	2	420.0	420.0	1	1	1	1	1	GLUD1
Q29RF7	2	423.0	423.0	1	1	1	1	1	PDS5A
P11047	2	425.0	425.0	1	1	1	1	1	LAMC1
Q14677	2	429.0	429.0	1	1	1	1	1	CLINT1
Q9BW19	2	435.0	435.0	1	1	1	1	1	KIFC1
P51784	2	436.0	436.0	1	1	1	1	1	USP11
O00291	2	438.0	438.0	1	1	1	1	1	HIP1
P52594	2	438.0	438.0	1	1	1	1	1	AGFG1
Q8IYD1	2	446.0	446.0	1	1	1	1	1	GSPT2
Q9NSD9	2	446.0	446.0	1	1	1	1	1	FARSB
P11171	2	449.0	449.0	1	1	1	1	1	EPB41
Q8TEX9	2	450.0	450.0	1	1	1	1	1	IPO4
P20742	2	453.0	453.0	1	1	1	1	1	PZP
Q9BSC4	2	457.0	457.0	1	1	1	1	1	NOL10
Q99707	2	458.0	458.0	1	1	1	1	1	MTR
Q6UN15	2	463.0	463.0	1	1	1	1	1	FIP1L1
Q9NYU2	2	463.0	463.0	1	1	1	1	1	UGGT1
Q9HCS7	2	467.0	467.0	1	1	1	1	1	XAB2
Q8IW35	2	475.0	475.0	1	1	1	1	1	CEP97
O75382	2	476.0	476.0	1	1	1	1	1	TRIM3
Q6NZY4	2	476.0	476.0	1	1	1	1	1	ZCCHC8
Q6ZRP7	2	477.0	477.0	1	1	1	1	1	QSOX2
Q9H0E9	2	480.0	480.0	1	1	1	1	1	BRD8
P04843	2	482.0	482.0	1	1	1	1	1	RPN1
Q9NRZ9	2	494.0	494.0	1	1	1	1	1	HELLS
P13010	2	499.0	499.0	1	1	1	1	1	XRCC5
Q96L34	2	501.0	501.0	1	1	1	1	1	MARK4
Q99490	2	502.0	502.0	1	1	1	1	1	AGAP2
P23786	2	503.0	503.0	1	1	1	1	1	CPT2
P35611	2	504.0	504.0	1	1	1	1	1	ADD1
Q13033	2	507.0	507.0	1	1	1	1	1	STRN3
Q5VZL5	2	508.0	508.0	1	1	1	1	1	ZMYM4
P23634	2	516.0	516.0	1	1	1	1	1	ATP2B4
Q5VWQ0	2	523.0	523.0	1	1	1	1	1	RSBN1
P29597	2	529.0	529.0	1	1	1	1	1	TYK2
Q709F0	2	533.0	533.0	1	1	1	1	1	ACAD11
O15344	2	535.0	535.0	1	1	1	1	1	MID1
P54886	2	537.0	537.0	1	1	1	1	1	ALDH18A1
O94973	2	548.0	548.0	1	1	1	1	1	AP2A2
O95782	2	549.0	549.0	1	1	1	1	1	AP2A2
Q2M1P5	2	571.0	571.0	1	1	1	1	1	KIF7
Q8WXH0	2	581.0	581.0	1	1	1	1	1	SYNE2
P51617	2	584.0	584.0	1	1	1	1	1	IRAK1
Q86U38	2	592.0	592.0	1	1	1	1	1	NOP9
Q13796	2	593.0	593.0	1	1	1	1	1	SHROOM2
Q8IVL0	2	597.0	597.0	1	1	1	1	1	NAV3
P48200	2	599.0	599.0	1	1	1	1	1	IREB2
Q9P0L2	2	609.0	609.0	1	1	1	1	1	MARK1
Q01484	2	612.0	612.0	1	1	1	1	1	ANK2
Q12840	2	619.0	619.0	1	1	1	1	1	KIF5A
Q5XG87	2	626.0	626.0	1	1	1	1	1	PAPD7
Q13492	2	627.0	627.0	1	1	1	1	1	PICALM
Q9NXG0	2	633.0	633.0	1	1	1	1	1	CNTLN
Q86WJ1	2	634.0	634.0	1	1	1	1	1	CHD1L
O60341	2	651.0	651.0	1	1	1	1	1	KDM1A
O14802	2	652.0	652.0	1	1	1	1	1	POLR3A
Q9H0A0	2	686.0	686.0	1	1	1	1	1	NAT10
Q32MZ4	2	687.0	687.0	1	1	1	1	1	LRRFIP1
A6NHR9	2	693.0	693.0	1	1	1	1	1	SMCHD1
P63010	2	696.0	696.0	1	1	1	1	1	AP2B1
Q8IWJ2	2	707.0	707.0	1	1	1	1	1	GCC2
Q9NRL2	2	709.0	709.0	1	1	1	1	1	BAZ1A
Q9BXM0	2	713.0	713.0	1	1	1	1	1	PRX
A6QL63	2	717.0	717.0	1	1	1	1	1	BTBD11
Q641Q2	2	728.0	728.0	1	1	1	1	1	FAM21A
O15397	2	730.0	730.0	1	1	1	1	1	IPO8
P10275	2	741.0	741.0	1	1	1	1	1	AR
Q92585	2	752.0	752.0	1	1	1	1	1	MAML1
O14976	2	753.0	753.0	1	1	1	1	1	GAK
Q9HCJ0	2	772.0	772.0	1	1	1	1	1	TNRC6C
Q10570	2	777.0	777.0	1	1	1	1	1	CPSF1
Q8TES7	2	790.0	790.0	1	1	1	1	1	FBF1
Q9Y566	2	811.0	811.0	1	1	1	1	1	SHANK1
Q9H9B1	2	813.0	813.0	1	1	1	1	1	EHMT1
O00159	2	861.0	861.0	1	1	1	1	1	MYO1C
O95886	2	878.0	878.0	1	1	1	1	1	DLGAP3
Q13332	2	882.0	882.0	1	1	1	1	1	PTPRS
O75962	2	885.0	885.0	1	1	1	1	1	TRIO
Q9UIF8	2	886.0	886.0	1	1	1	1	1	BAZ2B
Q12965	2	891.0	891.0	1	1	1	1	1	MYO1E
Q9UG01	2	903.0	903.0	1	1	1	1	1	IFT172
P35573	2	906.0	906.0	1	1	1	1	1	AGL
Q12769	2	947.0	947.0	1	1	1	1	1	NUP160
Q9UHV7	2	952.0	952.0	1	1	1	1	1	MED13
Q9UGU0	2	964.0	964.0	1	1	1	1	1	TCF20
Q9BY89	2	973.0	973.0	1	1	1	1	1	KIAA1671
Q9UQ26	2	1036.0	1036.0	1	1	1	1	1	RIMS2
O43426	2	1125.0	1125.0	1	1	1	1	1	SYNJ1
Q5SYE7	2	1181.0	1181.0	1	1	1	1	1	NHSL1
Q9Y4I1	2	1184.0	1184.0	1	1	1	1	1	MYO5A
Q7Z5J4	2	1203.0	1203.0	1	1	1	1	1	RAI1
O60229	2	1221.0	1221.0	1	1	1	1	1	KALRN
Q8NI35	2	1256.0	1256.0	1	1	1	1	1	INADL
Q14999	2	1321.0	1321.0	1	1	1	1	1	CUL7
O15061	2	1351.0	1351.0	1	1	1	1	1	SYNM
Q14185	2	1369.0	1369.0	1	1	1	1	1	DOCK1
Q92614	2	1540.0	1540.0	1	1	1	1	1	MYO18A
Q93008	2	1806.0	1806.0	1	1	1	1	1	USP9X
Q9H583	2	1810.0	1810.0	1	1	1	1	1	HEATR1
Q4G0P3	2	1910.0	1910.0	1	1	1	1	1	HYDIN
Q12923	2	2004.0	2004.0	1	1	1	1	1	PTPN13
Q9Y485	2	2419.0	2419.0	1	1	1	1	1	DMXL1
P46013	2	2450.0	2450.0	1	1	1	1	1	MKI67
Q5VT06	2	2602.0	2602.0	1	1	1	1	1	CEP350
O75592	2	3015.0	3015.0	1	1	1	1	1	MYCBP2
Q8WZ42	2	14874.0	14874.0	1	1	1	1	1	TTN
A0A0B4J2A2	1			1	1	1	1	1	PPIAL4C
A0A0U1RRI6	1			1	1	1	1	1	CENPVP3
A0A1B0GVN3	1			1	1	1	1	1	C2ORF92
A0AVF1	1			1	1	1	1	1	TTC26
A0FGR8	1			1	1	1	1	1	ESYT2
A0MZ66	1			1	1	1	1	1	KIAA1598
A1A519	1			1	1	1	1	1	FAM170A
A1KXE4	1			1	1	1	1	1	FAM168B
A1X283	1			1	1	1	1	1	SH3PXD2B
A2RUQ5	1			1	1	1	1	1	C17orf102
A3KN83	1			1	1	1	1	1	SBNO1
A3QJZ7	1			1	1	1	1	1	PRAMEF27
A4D1S0	1			1	1	1	1	1	KLRG2
A4D2G3	1			1	1	1	1	1	OR2A25
A4UGR9	1			1	1	1	1	1	XIRP2
A5A3E0	1			1	1	1	1	1	POTEF
A5D8V6	1			1	1	1	1	1	VPS37C
A6H8Y1	1			1	1	1	1	1	BDP1
A6NC57	1			1	1	1	1	1	ANKRD62
A6NC86	1			1	1	1	1	1	PINLYP
A6NC98	1			1	1	1	1	1	CCDC88B
A6NCE7	1			1	1	1	1	1	MAP1LC3B2
A6NCJ1	1			1	1	1	1	1	C19orf71
A6NCL7	1			1	1	1	1	1	ANKRD33B
A6NDY0	1			1	1	1	1	1	PABPN1L
A6NES4	1			1	1	1	1	1	HEATR7B1
A6NFN3	1			1	1	1	1	1	RBFOX3
A6NFY7	1			1	1	1	1	1	SDHAF1
A6NGB9	1			1	1	1	1	1	WIPF3
A6NGG8	1			1	1	1	1	1	C2orf71
A6NGK3	1			1	1	1	1	1	GAGE10
A6NHG4	1			1	1	1	1	1	DDTL
A6NHT5	1			1	1	1	1	1	HMX3
A6NI47	1			1	1	1	1	1	POTEM
A6NJ78	1			1	1	1	1	1	METTL15
A6NJG2	1			1	1	1	1	1	SOWAHD
A6NJZ7	1			1	1	1	1	1	RIMBP3C
A6NKF1	1			1	1	1	1	1	SAC3D1
A6NNC1	1			1	1	1	1	1	LOC441081
A6NNM3	1			1	1	1	1	1	RIMBP3B
A6NNY8	1			1	1	1	1	1	USP27X
A6PVY3	1			1	1	1	1	1	FAM177B
A6QL64	1			1	1	1	1	1	ANKRD36
A7MBM2	1			1	1	1	1	1	DISP2
A8MU93	1			1	1	1	1	1	C17orf100
A9YTQ3	1			1	1	1	1	1	AHRR
B0I1T2	1			1	1	1	1	1	MYO1G
B1AK53	1			1	1	1	1	1	ESPN
B2RTY4	1			1	1	1	1	1	MYO9A
B5MCN3	1			1	1	1	1	1	SEC14L6
B8ZZ34	1			1	1	1	1	1	SHISA8
C9JG80	1			1	1	1	1	1	61E3.4
C9JRZ8	1			1	1	1	1	1	AKR1B15
D6RIA3	1			1	1	1	1	1	C4orf54
H0Y7S4	1			1	1	1	1	1	PRAMEF26
O00115	1			1	1	1	1	1	DNASE2
O00116	1			1	1	1	1	1	AGPS
O00139	1			1	1	1	1	1	KIF2A
O00161	1			1	1	1	1	1	SNAP23
O00182	1			1	1	1	1	1	LGALS9
O00186	1			1	1	1	1	1	STXBP3
O00203	1			1	1	1	1	1	AP3B2
O00204	1			1	1	1	1	1	SULT2B1
O00217	1			1	1	1	1	1	NDUFS8
O00220	1			1	1	1	1	1	TNFRSF10A
O00233	1			1	1	1	1	1	PSMD9
O00238	1			1	1	1	1	1	BMPR1B
O00257	1			1	1	1	1	1	CBX4
O00273	1			1	1	1	1	1	DFFA
O00294	1			1	1	1	1	1	TULP1
O00303	1			1	1	1	1	1	EIF3F
O00330	1			1	1	1	1	1	PDHX
O00410	1			1	1	1	1	1	IPO5
O00418	1			1	1	1	1	1	EEF2K
O00422	1			1	1	1	1	1	SAP18
O00461	1			1	1	1	1	1	GOLIM4
O00469	1			1	1	1	1	1	PLOD2
O00470	1			1	1	1	1	1	MEIS1
O00471	1			1	1	1	1	1	EXOC5
O00478	1			1	1	1	1	1	BTN3A3
O00481	1			1	1	1	1	1	BTN3A1
O00483	1			1	1	1	1	1	NDUFA4
O00499	1			1	1	1	1	1	BIN1
O00515	1			1	1	1	1	1	LAD1
O00625	1			1	1	1	1	1	PIR
O00716	1			1	1	1	1	1	E2F3
O00743	1			1	1	1	1	1	PPP6C
O14503	1			1	1	1	1	1	BHLHE40
O14511	1			1	1	1	1	1	NRG2
O14531	1			1	1	1	1	1	DPYSL4
O14578	1			1	1	1	1	1	CIT
O14598	1			1	1	1	1	1	VCY
O14602	1			1	1	1	1	1	EIF1AY
O14617	1			1	1	1	1	1	AP3D1
O14639	1			1	1	1	1	1	ABLIM1
O14640	1			1	1	1	1	1	DVL1
O14646	1			1	1	1	1	1	CHD1
O14649	1			1	1	1	1	1	KCNK3
O14744	1			1	1	1	1	1	PRMT5
O14771	1			1	1	1	1	1	ZNF213
O14787	1			1	1	1	1	1	TNPO2
O14867	1			1	1	1	1	1	BACH1
O14893	1			1	1	1	1	1	GEMIN2
O14929	1			1	1	1	1	1	HAT1
O14950	1			1	1	1	1	1	MYL12B
O14964	1			1	1	1	1	1	HGS
O14967	1			1	1	1	1	1	CLGN
O15015	1			1	1	1	1	1	ZNF646
O15020	1			1	1	1	1	1	SPTBN2
O15050	1			1	1	1	1	1	TRANK1
O15062	1			1	1	1	1	1	ZBTB5
O15066	1			1	1	1	1	1	KIF3B
O15069	1			1	1	1	1	1	NACAD
O15119	1			1	1	1	1	1	TBX3
O15165	1			1	1	1	1	1	LDLRAD4
O15169	1			1	1	1	1	1	AXIN1
O15182	1			1	1	1	1	1	CETN3
O15209	1			1	1	1	1	1	ZBTB22
O15226	1			1	1	1	1	1	NKRF
O15230	1			1	1	1	1	1	LAMA5
O15231	1			1	1	1	1	1	ZNF185
O15235	1			1	1	1	1	1	MRPS12
O15239	1			1	1	1	1	1	NDUFA1
O15265	1			1	1	1	1	1	ATXN7
O15270	1			1	1	1	1	1	SPTLC2
O15347	1			1	1	1	1	1	HMGB3
O15355	1			1	1	1	1	1	PPM1G
O15360	1			1	1	1	1	1	FANCA
O15372	1			1	1	1	1	1	EIF3H
O15481	1			1	1	1	1	1	MAGEB4
O15498	1			1	1	1	1	1	YKT6
O15516	1			1	1	1	1	1	CLOCK
O15519	1			1	1	1	1	1	CFLAR
O15553	1			1	1	1	1	1	MEFV
O43149	1			1	1	1	1	1	ZZEF1
O43157	1			1	1	1	1	1	PLXNB1
O43159	1			1	1	1	1	1	RRP8
O43172	1			1	1	1	1	1	PRPF4
O43189	1			1	1	1	1	1	PHF1
O43193	1			1	1	1	1	1	MLNR
O43307	1			1	1	1	1	1	ARHGEF9
O43314	1			1	1	1	1	1	PPIP5K2
O43324	1			1	1	1	1	1	EEF1E1
O43353	1			1	1	1	1	1	RIPK2
O43379	1			1	1	1	1	1	WDR62
O43395	1			1	1	1	1	1	PRPF3
O43399	1			1	1	1	1	1	TPD52L2
O43402	1			1	1	1	1	1	COX4NB
O43427	1			1	1	1	1	1	FIBP
O43520	1			1	1	1	1	1	ATP8B1
O43541	1			1	1	1	1	1	SMAD6
O43566	1			1	1	1	1	1	RGS14
O43593	1			1	1	1	1	1	HR
O43657	1			1	1	1	1	1	TSPAN6
O43678	1			1	1	1	1	1	NDUFA2
O43679	1			1	1	1	1	1	LDB2
O43681	1			1	1	1	1	1	ASNA1
O43715	1			1	1	1	1	1	TRIAP1
O43716	1			1	1	1	1	1	GATC
O43734	1			1	1	1	1	1	TRAF3IP2
O43760	1			1	1	1	1	1	SYNGR2
O43772	1			1	1	1	1	1	SLC25A20
O43815	1			1	1	1	1	1	STRN
O43819	1			1	1	1	1	1	SCO2
O43852	1			1	1	1	1	1	CALU
O43924	1			1	1	1	1	1	PDE6D
O43929	1			1	1	1	1	1	ORC4
O60231	1			1	1	1	1	1	DHX16
O60232	1			1	1	1	1	1	SSSCA1
O60237	1			1	1	1	1	1	PPP1R12B
O60279	1			1	1	1	1	1	SUSD5
O60285	1			1	1	1	1	1	NUAK1
O60294	1			1	1	1	1	1	LCMT2
O60299	1			1	1	1	1	1	PROSAPIP1
O60331	1			1	1	1	1	1	PIP5K1C
O60343	1			1	1	1	1	1	TBC1D4
O60346	1			1	1	1	1	1	PHLPP1
O60347	1			1	1	1	1	1	TBC1D12
O60469	1			1	1	1	1	1	DSCAM
O60477	1			1	1	1	1	1	BRINP1
O60494	1			1	1	1	1	1	CUBN
O60504	1			1	1	1	1	1	SORBS3
O60518	1			1	1	1	1	1	RANBP6
O60519	1			1	1	1	1	1	CREBL2
O60547	1			1	1	1	1	1	GMDS
O60566	1			1	1	1	1	1	BUB1B
O60613	1			1	1	1	1	1	SELENOF
O60664	1			1	1	1	1	1	PLIN3
O60760	1			1	1	1	1	1	HPGDS
O60762	1			1	1	1	1	1	DPM1
O60765	1			1	1	1	1	1	ZNF354A
O60813	1			1	1	1	1	1	PRAMEF11
O60829	1			1	1	1	1	1	PAGE4
O60830	1			1	1	1	1	1	TIMM17B
O60841	1			1	1	1	1	1	EIF5B
O60870	1			1	1	1	1	1	KIN
O60880	1			1	1	1	1	1	SH2D1A
O60942	1			1	1	1	1	1	RNGTT
O75023	1			1	1	1	1	1	LILRB5
