term_id	term_name	primary_family	audit_status	assignment_method	secondary_rule_matches	override_reason	genes_in_reviewed_universe
C0268273	Gangliosidosis, Generalized GM1, Type 3	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0268274	Gangliosidoses, GM2	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	17
C0268275	Tay-Sachs Disease, AB Variant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0268276	Juvenile GM 2 gangliosidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268278	Infantile GM 2 gangliosidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268279	Lipofuscinosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0268281	Infantile neuronal ceroid lipofuscinosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	22
C0268285	Adrenal hyperplasia, congenital, type 5	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	7
C0268287	Deficiency of steroid 21-monooxygenase	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	50
C0268288	Mild steroid 21-hydroxylase deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268292	Congenital adrenal hyperplasia due to 11-Beta-hydroxylase deficiency	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	10
C0268293	Corticosterone Methyl Oxidase Type I Deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	4
C0268296	17-Hydroxysteroid Dehydrogenase Deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0268297	Pseudovaginal Perineoscrotal Hypospadias	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0268301	Reifenstein Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	11
C0268306	Unconjugated hyperbilirubinemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	22
C0268307	Conjugated hyperbilirubinemia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	31
C0268309	Inherited disorder of bilirubin metabolism	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268312	Progressive intrahepatic cholestasis (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	28
C0268314	Cholestasis-edema syndrome, Norwegian type	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	13
C0268318	Cholestasis of pregnancy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	92
C0268323	Familial porphyria cutanea tarda	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0268328	Porphobilinogen synthase deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0268335	Ehlers-Danlos syndrome type 1	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	4
C0268336	Ehlers-Danlos syndrome type 2	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	4
C0268337	Ehlers-Danlos syndrome, type 3 (disorder)	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	3
C0268338	Ehlers-Danlos Syndrome, Type IV	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	7
C0268341	Ehlers-Danlos syndrome type 5	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C0268342	Ehlers-Danlos syndrome type 6	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	4
C0268344	Ehlers-Danlos syndrome 6B	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	5
C0268345	EHLERS-DANLOS SYNDROME, ARTHROCHALASIA TYPE	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C0268347	Ehlers-Danlos Syndrome, Type VIII	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C0268350	Cutis Laxa, Autosomal Dominant	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0268351	Cutis Laxa, Autosomal Recessive, Type I	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0268353	Cutis laxa, x-linked	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	19
C0268354	De Barsy syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	2
C0268355	Cutis Laxa, Autosomal Recessive, Type IIA	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0268356	Osteogenesis imperfecta with blue sclerae AND normal teeth	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268357	Osteogenesis imperfecta, type 1A	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268358	Osteogenesis imperfecta, dominant perinatal lethal	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0268360	Osteogenesis imperfecta, recessive perinatal lethal	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0268362	Osteogenesis imperfecta type III (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	16
C0268363	Osteogenesis imperfecta type IV (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	12
C0268365	Marfanoid hypermobility syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0268371	Epidermolysis Bullosa With Congenital Localized Absence Of Skin And Deformity Of Nails	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0268373	Congenital junctional epidermolysis bullosa-pyloric atresia syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	1
C0268374	Adult junctional epidermolysis bullosa (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0268375	Autosomal dominant epidermolysis bullosa simplex	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268379	Pseudocholinesterase deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	2
C0268380	Systemic amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	21
C0268381	Primary amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	52
C0268382	Amyloid nephropathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	19
C0268383	Familial amyloid polyneuropathy, type VI	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268384	Familial Amyloid Neuropathy, Portuguese Type	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	6
C0268385	Familial Amyloid Polyneuropathy, Jewish Type	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268386	Amyloid Polyneuropathy, Swiss Type	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268389	Amyloidosis, familial visceral	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0268390	Muckle-Wells Syndrome	Developmental / congenital syndromes	included	precedence_rule		Primary assignment is the first matching family in precedence order (Developmental / congenital syndromes).	34
C0268392	Localized amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	5
C0268393	Familial Cerebral Amyloid Angiopathy	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	18
C0268396	Isolated atrial amyloid	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268397	Amyloidosis, Primary Cutaneous	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	9
C0268398	Familial lichen amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	203
C0268405	Hemodialysis-associated amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	3
C0268406	Age-related amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
C0268407	Senile cardiac amyloidosis	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	28
C0268410	Acid Phosphatase Deficiency	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	1
C0268412	Infantile hypophosphatasia	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	11
C0268413	Adult hypophosphatasia (disorder)	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	8
C0268414	Hyperphosphatasemia with bone disease	Other / unassigned	unassigned	no_match		No overview-family label rule matched.	7
