canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
D6RGI5	Other / unclassified	Other / unclassified	ANKH	D6RGI5_HUMAN	ANKH inorganic pyrophosphate transport regulator;	Name: ANKH;			d6rgi5 ankh d6rgi5_human ankh inorganic pyrophosphate transport regulator; name: ankh;  	False
D6RGX4	Other / unclassified	Other / unclassified	FAM90A26	F90AP_HUMAN	Protein FAM90A26				d6rgx4 fam90a26 f90ap_human protein fam90a26   	False
E2RYF6	Other / unclassified	Other / unclassified	MUC22	MUC22_HUMAN	Mucin-22 (Panbronchiolitis-related mucin-like protein 1)				e2ryf6 muc22 muc22_human mucin-22 (panbronchiolitis-related mucin-like protein 1)   	False
E2RYF7	Other / unclassified	Other / unclassified	HCG22	PBMU2_HUMAN	Protein PBMUCL2 (HLA complex group 22) (Panbronchiolitis-related mucin-like protein 2)				e2ryf7 hcg22 pbmu2_human protein pbmucl2 (hla complex group 22) (panbronchiolitis-related mucin-like protein 2)   	False
E5RG83	Other / unclassified	Other / unclassified	TSNARE1						e5rg83 tsnare1     	True
E5RIL1	Other / unclassified	Other / unclassified	UPK3BL2	UPKL2_HUMAN	Uroplakin-3b-like protein 2				e5ril1 upk3bl2 upkl2_human uroplakin-3b-like protein 2   	False
E5RJM6	Other / unclassified	Other / unclassified	ANKRD65	ANR65_HUMAN	Ankyrin repeat domain-containing protein 65				e5rjm6 ankrd65 anr65_human ankyrin repeat domain-containing protein 65   	False
E7EQD5	Other / unclassified	Other / unclassified	STXBP2						e7eqd5 stxbp2     	True
E7ERA6	Other / unclassified	Other / unclassified	RNF223	RN223_HUMAN	RING finger protein 223				e7era6 rnf223 rn223_human ring finger protein 223   	False
E7ESG2	Other / unclassified	Other / unclassified	CLSPN						e7esg2 clspn     	True
E7EVW8	Other / unclassified	Other / unclassified	MAML3						e7evw8 maml3     	True
E7EW31	Other / unclassified	Other / unclassified	PROB1	PROB1_HUMAN	Proline-rich basic protein 1				e7ew31 prob1 prob1_human proline-rich basic protein 1   	False
E9PAL9	Other / unclassified	Other / unclassified	NT5DC2						e9pal9 nt5dc2     	True
E9PAV3	Other / unclassified	Other / unclassified	NACA	NACAM_HUMAN	Nascent polypeptide-associated complex subunit alpha, muscle-specific form; ; Nascent polypeptide-associated complex subunit alpha, muscle-specific form (Alpha-NAC, muscle-specific form) (skNAC)	Name: NACA;			e9pav3 naca nacam_human nascent polypeptide-associated complex subunit alpha, muscle-specific form; ; nascent polypeptide-associated complex subunit alpha, muscle-specific form (alpha-nac, muscle-specific form) (sknac) name: naca;  	False
E9PAV9	Other / unclassified	Other / unclassified	GPATCH4	E9PAV9_HUMAN	G patch domain-containing protein 4;	Name: GPATCH4;			e9pav9 gpatch4 e9pav9_human g patch domain-containing protein 4; name: gpatch4;  	False
E9PAW3	Other / unclassified	Other / unclassified	BBC3						e9paw3 bbc3     	True
E9PB12	Other / unclassified	Other / unclassified	TUBGCP5						e9pb12 tubgcp5     	True
E9PDH7	Other / unclassified	Other / unclassified	CDC45						e9pdh7 cdc45     	True
E9PES1	Other / unclassified	Other / unclassified	PPT1						e9pes1 ppt1     	True
E9PGT1	Other / unclassified	Other / unclassified	TSN						e9pgt1 tsn     	True
E9PHA2	Other / unclassified	Other / unclassified	NCAPH						e9pha2 ncaph     	True
E9PI22	Other / unclassified	Other / unclassified	PRR23D1	P23D1_HUMAN	Proline-rich protein 23D1				e9pi22 prr23d1 p23d1_human proline-rich protein 23d1   	False
E9PKB8	Other / unclassified	Other / unclassified	WDR97	E9PKB8_HUMAN	WD repeat domain 97;	Name: WDR97;			e9pkb8 wdr97 e9pkb8_human wd repeat domain 97; name: wdr97;  	False
E9PMR6	Other / unclassified	Other / unclassified	ARHGEF12				PDZ domain ; PDZ superfamily ; RGS, subdomain 2 ; LARG, RGS domain ; Regulator of G protein signalling-like domain ; RGS domain superfamily ; Dbl homology (DH) domain superfamily ; Dbl homology domain ; ARHGEF12, PH domain ; PH-like domain superfamily ; ARHGEF1-like, PH domain ; Pleckstrin homology domain IPR001478 ; IPR036034 ; IPR044926 ; IPR037884 ; IPR015212 ; IPR036305 ; IPR035899 ; IPR000219 ; IPR037801 ; IPR011993 ; IPR041020 ; IPR001849 domain ; homologous_superfamily		e9pmr6 arhgef12    pdz domain ; pdz superfamily ; rgs, subdomain 2 ; larg, rgs domain ; regulator of g protein signalling-like domain ; rgs domain superfamily ; dbl homology (dh) domain superfamily ; dbl homology domain ; arhgef12, ph domain ; ph-like domain superfamily ; arhgef1-like, ph domain ; pleckstrin homology domain ipr001478 ; ipr036034 ; ipr044926 ; ipr037884 ; ipr015212 ; ipr036305 ; ipr035899 ; ipr000219 ; ipr037801 ; ipr011993 ; ipr041020 ; ipr001849 domain ; homologous_superfamily 	True
E9PR47	Other / unclassified	Other / unclassified	AAMDC				MTH938-like superfamily IPR036748 homologous_superfamily		e9pr47 aamdc    mth938-like superfamily ipr036748 homologous_superfamily 	True
F2Z333	Other / unclassified	Other / unclassified	FNDC10	FND10_HUMAN	Fibronectin type III domain-containing protein 10				f2z333 fndc10 fnd10_human fibronectin type iii domain-containing protein 10   	False
F2Z3N3	Other / unclassified	Other / unclassified	OLFML2B	F2Z3N3_HUMAN	Olfactomedin like 2B;	Name: OLFML2B;			f2z3n3 olfml2b f2z3n3_human olfactomedin like 2b; name: olfml2b;  	False
F5GWR5	Other / unclassified	Other / unclassified	FHL1						f5gwr5 fhl1     	True
F5GY92	Other / unclassified	Other / unclassified	GPBP1						f5gy92 gpbp1     	True
F5GYH1	Other / unclassified	Other / unclassified	NECAP1				NECAP, PHear domain ; PH-like domain superfamily IPR012466 ; IPR011993 domain ; homologous_superfamily		f5gyh1 necap1    necap, phear domain ; ph-like domain superfamily ipr012466 ; ipr011993 domain ; homologous_superfamily 	True
F5H0B0	Other / unclassified	Other / unclassified	TPD52						f5h0b0 tpd52     	True
F5H1U9	Other / unclassified	Other / unclassified	MPDZ				L27 domain ; L27 domain superfamily ; L27-2 ; PDZ superfamily ; PDZ domain ; Multiple PDZ domain protein, unstructured region IPR004172 ; IPR036892 ; IPR015132 ; IPR036034 ; IPR001478 ; IPR032078 domain ; homologous_superfamily		f5h1u9 mpdz    l27 domain ; l27 domain superfamily ; l27-2 ; pdz superfamily ; pdz domain ; multiple pdz domain protein, unstructured region ipr004172 ; ipr036892 ; ipr015132 ; ipr036034 ; ipr001478 ; ipr032078 domain ; homologous_superfamily 	True
F5H284	Other / unclassified	Other / unclassified	PPIAL4D	PAL4D_HUMAN	Peptidyl-prolyl cis-trans isomerase A-like 4D (PPIase A-like 4D) (EC 5.2.1.8)				f5h284 ppial4d pal4d_human peptidyl-prolyl cis-trans isomerase a-like 4d (ppiase a-like 4d) (ec 5.2.1.8)   	False
F5H2A4	Other / unclassified	Other / unclassified	HMGA2						f5h2a4 hmga2     	True
F5H3I5	Other / unclassified	Other / unclassified	CDK5RAP3						f5h3i5 cdk5rap3     	True
F5H4B4	Other / unclassified	Other / unclassified	FAM227A	F227A_HUMAN	Protein FAM227A; ; Protein FAM227A	Name: FAM227A;			f5h4b4 fam227a f227a_human protein fam227a; ; protein fam227a name: fam227a;  	False
F5H4C0	Other / unclassified	Other / unclassified	ATXN3						f5h4c0 atxn3     	True
F5H4D0	Other / unclassified	Other / unclassified	CLEC16A						f5h4d0 clec16a     	True
F5H7H5	Other / unclassified	Other / unclassified	BEX2						f5h7h5 bex2     	True
F5H7T8	Other / unclassified	Other / unclassified	IQCC						f5h7t8 iqcc     	True
F8VTS6	Other / unclassified	Other / unclassified	RFPL4AL1	RFAL1_HUMAN	Ret finger protein-like 4A-like protein 1				f8vts6 rfpl4al1 rfal1_human ret finger protein-like 4a-like protein 1   	False
F8W9B9	Other / unclassified	Other / unclassified	SYTL4						f8w9b9 sytl4     	True
F8WBZ9	Other / unclassified	Other / unclassified	TULP3						f8wbz9 tulp3     	True
F8WCM5	Other / unclassified	Other / unclassified	INS-IGF2	INSR2_HUMAN	Insulin, isoform 2; ; Insulin, isoform 2 (INS-IGF2 readthrough transcript protein)	Name: INS-IGF2;			f8wcm5 ins-igf2 insr2_human insulin, isoform 2; ; insulin, isoform 2 (ins-igf2 readthrough transcript protein) name: ins-igf2;  	False
G3V2U4	Other / unclassified	Other / unclassified	UNC79	G3V2U4_HUMAN	Protein unc-79 homolog;	Name: UNC79;			g3v2u4 unc79 g3v2u4_human protein unc-79 homolog; name: unc79;  	False
G3XA88	Other / unclassified	Other / unclassified	OS9						g3xa88 os9     	True
H0Y354	Other / unclassified	Other / unclassified	FAM72C	FA72C_HUMAN	Protein FAM72C				h0y354 fam72c fa72c_human protein fam72c   	False
H0Y5S0	Other / unclassified	Other / unclassified	TLE4						h0y5s0 tle4     	True
H3BMG3	Other / unclassified	Other / unclassified	SMKR1	SMKR1_HUMAN	Small lysine-rich protein 1				h3bmg3 smkr1 smkr1_human small lysine-rich protein 1   	False
H3BNL8	Other / unclassified	Other / unclassified	ARMH2	ARMD2_HUMAN	Armadillo-like helical domain-containing protein 2				h3bnl8 armh2 armd2_human armadillo-like helical domain-containing protein 2   	False
H3BPM6	Other / unclassified	Other / unclassified	MKRN2OS	MKROS_HUMAN	MKRN2 opposite strand protein (MKRN2 antisense RNA 1) (MKRN2 antisense gene protein 1)				h3bpm6 mkrn2os mkros_human mkrn2 opposite strand protein (mkrn2 antisense rna 1) (mkrn2 antisense gene protein 1)   	False
H3BQB6	Other / unclassified	Other / unclassified	STMND1	STMD1_HUMAN	Stathmin domain-containing protein 1				h3bqb6 stmnd1 stmd1_human stathmin domain-containing protein 1   	False
H3BQW9	Other / unclassified	Other / unclassified	FAM229A	F229A_HUMAN	Protein FAM229A				h3bqw9 fam229a f229a_human protein fam229a   	False
H3BR10	Other / unclassified	Other / unclassified	SMLR1	SMLR1_HUMAN	Small leucine-rich protein 1				h3br10 smlr1 smlr1_human small leucine-rich protein 1   	False
H3BTG2	Other / unclassified	Other / unclassified	TEX46	TEX46_HUMAN	Testis-expressed protein 46				h3btg2 tex46 tex46_human testis-expressed protein 46   	False
H3BUK9	Other / unclassified	Other / unclassified	POTEB2	POTB2_HUMAN	POTE ankyrin domain family member B2				h3buk9 poteb2 potb2_human pote ankyrin domain family member b2   	False
H7BXC7	Other / unclassified	Other / unclassified	PLEKHG2				Dbl homology domain ; Dbl homology (DH) domain superfamily ; PKHG1/2/3, pleckstrin homology domain ; PH-like domain superfamily ; SOS1/NGEF-like, PH domain ; Pleckstrin homology domain IPR000219 ; IPR035899 ; IPR043324 ; IPR011993 ; IPR055251 ; IPR001849 domain ; homologous_superfamily		h7bxc7 plekhg2    dbl homology domain ; dbl homology (dh) domain superfamily ; pkhg1/2/3, pleckstrin homology domain ; ph-like domain superfamily ; sos1/ngef-like, ph domain ; pleckstrin homology domain ipr000219 ; ipr035899 ; ipr043324 ; ipr011993 ; ipr055251 ; ipr001849 domain ; homologous_superfamily 	True
H7C241	Other / unclassified	Other / unclassified	CLDN34	CLD34_HUMAN	Claudin-34				h7c241 cldn34 cld34_human claudin-34   	False
I1YAP6	Other / unclassified	Other / unclassified	TRIM77	TRI77_HUMAN	Tripartite motif-containing protein 77				i1yap6 trim77 tri77_human tripartite motif-containing protein 77   	False
I3L2J0	Other / unclassified	Other / unclassified	CIC				Protein capicua homolog-like domain ; High mobility group box domain superfamily ; High mobility group box domain ; Protein capicua homolog-like, high mobility group box ; Protein capicua homolog-like, C-terminal tri-helical domain IPR032147 ; IPR036910 ; IPR009071 ; IPR058607 ; IPR058606 domain ; homologous_superfamily		i3l2j0 cic    protein capicua homolog-like domain ; high mobility group box domain superfamily ; high mobility group box domain ; protein capicua homolog-like, high mobility group box ; protein capicua homolog-like, c-terminal tri-helical domain ipr032147 ; ipr036910 ; ipr009071 ; ipr058607 ; ipr058606 domain ; homologous_superfamily 	True
J3KNZ9	Other / unclassified	Other / unclassified	FBRS						j3knz9 fbrs     	True
M0QZC1	Other / unclassified	Other / unclassified	RNF225	RN225_HUMAN	RING finger protein 225				m0qzc1 rnf225 rn225_human ring finger protein 225   	False
M0R2J8	Other / unclassified	Other / unclassified	DCDC1	DCDC1_HUMAN	Doublecortin domain-containing protein 1 (Doublecortin domain-containing 5 protein)				m0r2j8 dcdc1 dcdc1_human doublecortin domain-containing protein 1 (doublecortin domain-containing 5 protein)   	False
M5A8F1	Other / unclassified	Other / unclassified	ERVH48-1	SUPYN_HUMAN	Suppressyn (Endogenous retrovirus group 48 member 1) (NDUFV3 antisense RNA 1) (endogenous retrovirus group Fb member 1)				m5a8f1 ervh48-1 supyn_human suppressyn (endogenous retrovirus group 48 member 1) (ndufv3 antisense rna 1) (endogenous retrovirus group fb member 1)   	False
O00116	Other / unclassified	Other / unclassified	AGPS	ADAS_HUMAN	Alkyldihydroxyacetonephosphate synthase, peroxisomal precursor; ; Alkyldihydroxyacetonephosphate synthase, peroxisomal (Alkyl-DHAP synthase) (EC 2.5.1.26) (Aging-associated gene 5 protein) (Alkylglycerone-phosphate synthase)	Name: AGPS; ORFNames: AAG5;			o00116 agps adas_human alkyldihydroxyacetonephosphate synthase, peroxisomal precursor; ; alkyldihydroxyacetonephosphate synthase, peroxisomal (alkyl-dhap synthase) (ec 2.5.1.26) (aging-associated gene 5 protein) (alkylglycerone-phosphate synthase) name: agps; orfnames: aag5;  	True
O00124	Other / unclassified	Other / unclassified	UBXN8	UBXN8_HUMAN	UBX domain-containing protein 8; ; UBX domain-containing protein 8 (Reproduction 8 protein) (Rep-8 protein) (UBX domain-containing protein 6)	Name: UBXN8; Synonyms: D8S2298E, REP8, UBXD6;			o00124 ubxn8 ubxn8_human ubx domain-containing protein 8; ; ubx domain-containing protein 8 (reproduction 8 protein) (rep-8 protein) (ubx domain-containing protein 6) name: ubxn8; synonyms: d8s2298e, rep8, ubxd6;  	False
O00144	Other / unclassified	Other / unclassified	FZD9	FZD9_HUMAN	Frizzled-9 (Fz-9) (hFz9) (FzE6) (CD antigen CD349)				o00144 fzd9 fzd9_human frizzled-9 (fz-9) (hfz9) (fze6) (cd antigen cd349)   	False
O00182	Other / unclassified	Other / unclassified	LGALS9	LEG9_HUMAN	Galectin-9 (Gal-9) (Ecalectin) (Tumor antigen HOM-HD-21)		Concanavalin A-like lectin/glucanase domain superfamily ; Galectin, carbohydrate recognition domain IPR013320 ; IPR001079 homologous_superfamily ; domain		o00182 lgals9 leg9_human galectin-9 (gal-9) (ecalectin) (tumor antigen hom-hd-21)  concanavalin a-like lectin/glucanase domain superfamily ; galectin, carbohydrate recognition domain ipr013320 ; ipr001079 homologous_superfamily ; domain 	True
O00186	Other / unclassified	Other / unclassified	STXBP3	STXB3_HUMAN	Syntaxin-binding protein 3; ; Syntaxin-binding protein 3 (Platelet Sec1 protein) (PSP) (Protein unc-18 homolog 3) (Unc18-3) (Protein unc-18 homolog C) (Unc-18C)	Name: STXBP3;			o00186 stxbp3 stxb3_human syntaxin-binding protein 3; ; syntaxin-binding protein 3 (platelet sec1 protein) (psp) (protein unc-18 homolog 3) (unc18-3) (protein unc-18 homolog c) (unc-18c) name: stxbp3;  	True
O00189	Other / unclassified	Other / unclassified	AP4M1	AP4M1_HUMAN	AP-4 complex subunit mu-1; ; AP-4 complex subunit mu-1 (AP-4 adaptor complex mu subunit) (Adaptor-related protein complex 4 subunit mu-1) (Mu subunit of AP-4) (Mu-adaptin-related protein 2) (mu-ARP2) (Mu4-adaptin) (mu4)	Name: AP4M1; Synonyms: MUARP2;			o00189 ap4m1 ap4m1_human ap-4 complex subunit mu-1; ; ap-4 complex subunit mu-1 (ap-4 adaptor complex mu subunit) (adaptor-related protein complex 4 subunit mu-1) (mu subunit of ap-4) (mu-adaptin-related protein 2) (mu-arp2) (mu4-adaptin) (mu4) name: ap4m1; synonyms: muarp2;  	False
O00212	Other / unclassified	Other / unclassified	RHOD	RHOD_HUMAN	Rho-related GTP-binding protein RhoD precursor; ; Rho-related GTP-binding protein RhoD (Rho-related protein HP1) (RhoHP1)	Name: RHOD; Synonyms: ARHD;			o00212 rhod rhod_human rho-related gtp-binding protein rhod precursor; ; rho-related gtp-binding protein rhod (rho-related protein hp1) (rhohp1) name: rhod; synonyms: arhd;  	False
O00213	Other / unclassified	Other / unclassified	APBB1	APBB1_HUMAN	Amyloid beta precursor protein binding family B member 1; ; Amyloid beta precursor protein binding family B member 1 (Amyloid-beta A4 precursor protein-binding family B member 1) (Protein Fe65)	Name: APBB1; Synonyms: FE65; RIR;			o00213 apbb1 apbb1_human amyloid beta precursor protein binding family b member 1; ; amyloid beta precursor protein binding family b member 1 (amyloid-beta a4 precursor protein-binding family b member 1) (protein fe65) name: apbb1; synonyms: fe65; rir;  	False
O00214	Other / unclassified	Other / unclassified	LGALS8	LEG8_HUMAN	Galectin-8 (Gal-8) (Po66 carbohydrate-binding protein) (Po66-CBP) (Prostate carcinoma tumor antigen 1) (PCTA-1)				o00214 lgals8 leg8_human galectin-8 (gal-8) (po66 carbohydrate-binding protein) (po66-cbp) (prostate carcinoma tumor antigen 1) (pcta-1)   	False
O00219	Other / unclassified	Other / unclassified	HAS3	HYAS3_HUMAN	Hyaluronan synthase 3 (EC 2.4.1.212) (Hyaluronate synthase 3) (Hyaluronic acid synthase 3) (HA synthase 3)				o00219 has3 hyas3_human hyaluronan synthase 3 (ec 2.4.1.212) (hyaluronate synthase 3) (hyaluronic acid synthase 3) (ha synthase 3)   	False
O00221	Other / unclassified	Other / unclassified	NFKBIE	IKBE_HUMAN	NF-kappa-B inhibitor epsilon; ; NF-kappa-B inhibitor epsilon (NF-kappa-BIE) (I-kappa-B-epsilon) (IkB-E) (IkB-epsilon) (IkappaBepsilon)	Name: NFKBIE; Synonyms: IKBE;			o00221 nfkbie ikbe_human nf-kappa-b inhibitor epsilon; ; nf-kappa-b inhibitor epsilon (nf-kappa-bie) (i-kappa-b-epsilon) (ikb-e) (ikb-epsilon) (ikappabepsilon) name: nfkbie; synonyms: ikbe;  	False
O00230	Other / unclassified	Other / unclassified	CORT	CORT_HUMAN	Cortistatin [Cleaved into: Cortistatin-29; Cortistatin-17; Cortistatin-14]				o00230 cort cort_human cortistatin [cleaved into: cortistatin-29; cortistatin-17; cortistatin-14]   	False
O00241	Other / unclassified	Other / unclassified	SIRPB1	SIRB1_HUMAN	Signal-regulatory protein beta-1 precursor; ; Signal-regulatory protein beta-1 (SIRP-beta-1) (CD172 antigen-like family member B) (CD antigen CD172b)	Name: SIRPB1;			o00241 sirpb1 sirb1_human signal-regulatory protein beta-1 precursor; ; signal-regulatory protein beta-1 (sirp-beta-1) (cd172 antigen-like family member b) (cd antigen cd172b) name: sirpb1;  	False
O00244	Other / unclassified	Other / unclassified	ATOX1	ATOX1_HUMAN	Copper transport protein ATOX1; ; Copper transport protein ATOX1 (Metal transport protein ATX1)	Name: ATOX1; Synonyms: HAH1;			o00244 atox1 atox1_human copper transport protein atox1; ; copper transport protein atox1 (metal transport protein atx1) name: atox1; synonyms: hah1;  	False
O00253	Other / unclassified	Other / unclassified	AGRP	AGRP_HUMAN	Agouti-related protein				o00253 agrp agrp_human agouti-related protein   	False
O00255	Other / unclassified	Other / unclassified	MEN1	MEN1_HUMAN	Menin; ; Menin	Name: MEN1; Synonyms: SCG2;			o00255 men1 men1_human menin; ; menin name: men1; synonyms: scg2;  	False
O00257	Other / unclassified	Other / unclassified	CBX4	CBX4_HUMAN	E3 SUMO-protein ligase CBX4; ; E3 SUMO-protein ligase CBX4 (EC 2.3.2.-) (Chromobox protein homolog 4) (Polycomb 2 homolog) (Pc2) (hPc2)	Name: CBX4;	Chromo-like domain superfamily ; Chromo domain subgroup ; Chromo/chromo shadow domain ; Chromo domain IPR016197 ; IPR017984 ; IPR000953 ; IPR023780 homologous_superfamily ; domain		o00257 cbx4 cbx4_human e3 sumo-protein ligase cbx4; ; e3 sumo-protein ligase cbx4 (ec 2.3.2.-) (chromobox protein homolog 4) (polycomb 2 homolog) (pc2) (hpc2) name: cbx4; chromo-like domain superfamily ; chromo domain subgroup ; chromo/chromo shadow domain ; chromo domain ipr016197 ; ipr017984 ; ipr000953 ; ipr023780 homologous_superfamily ; domain 	True
