canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
P11464	Membrane / receptor / extracellular	Other / unclassified	PSG1	PSG1_HUMAN	Pregnancy-specific beta-1-glycoprotein 1 precursor; ; Pregnancy-specific beta-1-glycoprotein 1 (PS-beta-G-1) (PSBG-1) (Pregnancy-specific glycoprotein 1) (CD66 antigen-like family member F) (Fetal liver non-specific cross-reactive antigen 1/2) (FL-NCA-1/2) (PSG95) (Pregnancy-specific beta-1 glycoprotein C/D) (PS-beta-C/D) (CD antigen CD66f)	Name: PSG1; Synonyms: B1G1, PSBG1, PSGGA;			p11464 psg1 psg1_human pregnancy-specific beta-1-glycoprotein 1 precursor; ; pregnancy-specific beta-1-glycoprotein 1 (ps-beta-g-1) (psbg-1) (pregnancy-specific glycoprotein 1) (cd66 antigen-like family member f) (fetal liver non-specific cross-reactive antigen 1/2) (fl-nca-1/2) (psg95) (pregnancy-specific beta-1 glycoprotein c/d) (ps-beta-c/d) (cd antigen cd66f) name: psg1; synonyms: b1g1, psbg1, psgga;  	False
P11465	Membrane / receptor / extracellular	Other / unclassified	PSG2	PSG2_HUMAN	Pregnancy-specific beta-1-glycoprotein 2 (PS-beta-G-2) (PSBG-2) (Pregnancy-specific glycoprotein 2) (Pregnancy-specific beta-1 glycoprotein E) (PS-beta-E)				p11465 psg2 psg2_human pregnancy-specific beta-1-glycoprotein 2 (ps-beta-g-2) (psbg-2) (pregnancy-specific glycoprotein 2) (pregnancy-specific beta-1 glycoprotein e) (ps-beta-e)   	False
P11487	Other / unclassified	Other / unclassified	FGF3	FGF3_HUMAN	Fibroblast growth factor 3 (FGF-3) (Heparin-binding growth factor 3) (HBGF-3) (Proto-oncogene Int-2)		Cytokine IL1/FGF IPR008996 homologous_superfamily		p11487 fgf3 fgf3_human fibroblast growth factor 3 (fgf-3) (heparin-binding growth factor 3) (hbgf-3) (proto-oncogene int-2)  cytokine il1/fgf ipr008996 homologous_superfamily 	True
P11509	Other / unclassified	Other / unclassified	CYP2A6	CP2A6_HUMAN	Cytochrome P450 2A6; ; Cytochrome P450 2A6 (EC 1.14.14.-) (1,4-cineole 2-exo-monooxygenase) (CYPIIA6) (Coumarin 7-hydroxylase) (Cytochrome P450 IIA3) (Cytochrome P450(I))	Name: CYP2A6; Synonyms: CYP2A3;	Cytochrome P450 superfamily IPR036396 homologous_superfamily		p11509 cyp2a6 cp2a6_human cytochrome p450 2a6; ; cytochrome p450 2a6 (ec 1.14.14.-) (1,4-cineole 2-exo-monooxygenase) (cypiia6) (coumarin 7-hydroxylase) (cytochrome p450 iia3) (cytochrome p450(i)) name: cyp2a6; synonyms: cyp2a3; cytochrome p450 superfamily ipr036396 homologous_superfamily 	True
P11511	Other / unclassified	Other / unclassified	CYP19A1	CP19A_HUMAN	Aromatase; ; Aromatase (EC 1.14.14.14) (CYPXIX) (Cytochrome P-450AROM) (Cytochrome P450 19A1) (Estrogen synthase)	Name: CYP19A1; Synonyms: ARO1, CYAR, CYP19;			p11511 cyp19a1 cp19a_human aromatase; ; aromatase (ec 1.14.14.14) (cypxix) (cytochrome p-450arom) (cytochrome p450 19a1) (estrogen synthase) name: cyp19a1; synonyms: aro1, cyar, cyp19;  	False
P11532	Other / unclassified	Other / unclassified	DMD	DMD_HUMAN	Dystrophin; ; Dystrophin	Name: DMD;			p11532 dmd dmd_human dystrophin; ; dystrophin name: dmd;  	False
P11597	Other / unclassified	Other / unclassified	CETP	CETP_HUMAN	Cholesteryl ester transfer protein precursor; ; Cholesteryl ester transfer protein (Lipid transfer protein I)	Name: CETP;			p11597 cetp cetp_human cholesteryl ester transfer protein precursor; ; cholesteryl ester transfer protein (lipid transfer protein i) name: cetp;  	False
P11684	Other / unclassified	Other / unclassified	SCGB1A1	UTER_HUMAN	Uteroglobin precursor; ; Uteroglobin (Club cell phospholipid-binding protein) (CCPBP) (Club cells 10 kDa secretory protein) (CC10) (Secretoglobin family 1A member 1) (Urinary protein 1) (UP-1) (UP1) (Urine protein 1)	Name: SCGB1A1; Synonyms: CC10, CCSP, UGB;			p11684 scgb1a1 uter_human uteroglobin precursor; ; uteroglobin (club cell phospholipid-binding protein) (ccpbp) (club cells 10 kda secretory protein) (cc10) (secretoglobin family 1a member 1) (urinary protein 1) (up-1) (up1) (urine protein 1) name: scgb1a1; synonyms: cc10, ccsp, ugb;  	False
P11686	Other / unclassified	Other / unclassified	SFTPC	PSPC_HUMAN	Pulmonary surfactant-associated protein C precursor; ; Surfactant protein C (SP-C) (Pulmonary surfactant-associated protein C) (Pulmonary surfactant-associated proteolipid SPL(Val)) (SP5)	Name: SFTPC; Synonyms: SFTP2;			p11686 sftpc pspc_human pulmonary surfactant-associated protein c precursor; ; surfactant protein c (sp-c) (pulmonary surfactant-associated protein c) (pulmonary surfactant-associated proteolipid spl(val)) (sp5) name: sftpc; synonyms: sftp2;  	False
P11712	Other / unclassified	Other / unclassified	CYP2C9	CP2C9_HUMAN	Cytochrome P450 2C9 (EC 1.14.14.1) ((R)-limonene 6-monooxygenase) (EC 1.14.14.53) ((S)-limonene 6-monooxygenase) (EC 1.14.14.51) ((S)-limonene 7-monooxygenase) (EC 1.14.14.52) (CYPIIC9) (Cholesterol 25-hydroxylase) (Cytochrome P-450MP) (Cytochrome P450 MP-4) (Cytochrome P450 MP-8) (Cytochrome P450 PB-1) (S-mephenytoin 4-hydroxylase)				p11712 cyp2c9 cp2c9_human cytochrome p450 2c9 (ec 1.14.14.1) ((r)-limonene 6-monooxygenase) (ec 1.14.14.53) ((s)-limonene 6-monooxygenase) (ec 1.14.14.51) ((s)-limonene 7-monooxygenase) (ec 1.14.14.52) (cypiic9) (cholesterol 25-hydroxylase) (cytochrome p-450mp) (cytochrome p450 mp-4) (cytochrome p450 mp-8) (cytochrome p450 pb-1) (s-mephenytoin 4-hydroxylase)   	False
P11844	Other / unclassified	Other / unclassified	CRYGA	CRGA_HUMAN	Gamma-crystallin A; ; Gamma-crystallin A (Gamma-A-crystallin) (Gamma-crystallin 5)	Name: CRYGA; Synonyms: CRYG1;			p11844 cryga crga_human gamma-crystallin a; ; gamma-crystallin a (gamma-a-crystallin) (gamma-crystallin 5) name: cryga; synonyms: cryg1;  	False
P11926	Other / unclassified	Other / unclassified	ODC1	DCOR_HUMAN	Ornithine decarboxylase; ; Ornithine decarboxylase (ODC) (EC 4.1.1.17)	Name: ODC1;			p11926 odc1 dcor_human ornithine decarboxylase; ; ornithine decarboxylase (odc) (ec 4.1.1.17) name: odc1;  	False
P12004	Other / unclassified	Other / unclassified	PCNA	PCNA_HUMAN	Proliferating cell nuclear antigen; ; DNA sliding clamp PCNA (Cyclin) (Proliferating cell nuclear antigen) (PCNA)	Name: PCNA;	Proliferating cell nuclear antigen, PCNA, N-terminal ; DNA clamp superfamily ; Proliferating cell nuclear antigen, PCNA, C-terminal IPR022648 ; IPR046938 ; IPR022649 domain ; homologous_superfamily		p12004 pcna pcna_human proliferating cell nuclear antigen; ; dna sliding clamp pcna (cyclin) (proliferating cell nuclear antigen) (pcna) name: pcna; proliferating cell nuclear antigen, pcna, n-terminal ; dna clamp superfamily ; proliferating cell nuclear antigen, pcna, c-terminal ipr022648 ; ipr046938 ; ipr022649 domain ; homologous_superfamily 	True
P12018	Membrane / receptor / extracellular	Other / unclassified	VPREB1	VPREB_HUMAN	Immunoglobulin iota chain (CD179 antigen-like family member A) (Protein VPreB1) (V(pre)B protein) (VpreB protein) (CD antigen CD179a)				p12018 vpreb1 vpreb_human immunoglobulin iota chain (cd179 antigen-like family member a) (protein vpreb1) (v(pre)b protein) (vpreb protein) (cd antigen cd179a)   	False
P12034	Other / unclassified	Other / unclassified	FGF5	FGF5_HUMAN	Fibroblast growth factor 5 (FGF-5) (Heparin-binding growth factor 5) (HBGF-5) (Smag-82)				p12034 fgf5 fgf5_human fibroblast growth factor 5 (fgf-5) (heparin-binding growth factor 5) (hbgf-5) (smag-82)   	False
P12036	Cytoplasmic / trafficking / cytoskeleton	Other / unclassified	NEFH	NFH_HUMAN	Neurofilament heavy polypeptide; ; Neurofilament heavy polypeptide (NF-H) (200 kDa neurofilament protein) (Neurofilament triplet H protein)	Name: NEFH; Synonyms: KIAA0845, NFH;	Intermediate filament, rod domain ; Repeat of unknown function DUF1388 IPR039008 ; IPR010790 domain ; repeat		p12036 nefh nfh_human neurofilament heavy polypeptide; ; neurofilament heavy polypeptide (nf-h) (200 kda neurofilament protein) (neurofilament triplet h protein) name: nefh; synonyms: kiaa0845, nfh; intermediate filament, rod domain ; repeat of unknown function duf1388 ipr039008 ; ipr010790 domain ; repeat 	True
P12104	Other / unclassified	Other / unclassified	FABP2	FABPI_HUMAN	Fatty acid-binding protein, intestinal (Fatty acid-binding protein 2) (Intestinal-type fatty acid-binding protein) (I-FABP)				p12104 fabp2 fabpi_human fatty acid-binding protein, intestinal (fatty acid-binding protein 2) (intestinal-type fatty acid-binding protein) (i-fabp)   	False
P12259	Other / unclassified	Other / unclassified	F5	FA5_HUMAN	Coagulation factor V precursor; ; Coagulation factor V (Activated protein C cofactor) (Proaccelerin, labile factor) [Cleaved into: Coagulation factor V heavy chain; Coagulation factor V light chain]	Name: F5;			p12259 f5 fa5_human coagulation factor v precursor; ; coagulation factor v (activated protein c cofactor) (proaccelerin, labile factor) [cleaved into: coagulation factor v heavy chain; coagulation factor v light chain] name: f5;  	False
P12271	Other / unclassified	Other / unclassified	RLBP1	RLBP1_HUMAN	Retinaldehyde-binding protein 1 (Cellular retinaldehyde-binding protein)				p12271 rlbp1 rlbp1_human retinaldehyde-binding protein 1 (cellular retinaldehyde-binding protein)   	False
P12272	Other / unclassified	Other / unclassified	PTHLH	PTHR_HUMAN	Parathyroid hormone-related protein precursor; ; Parathyroid hormone-related protein (PTH-rP) (PTHrP) (Parathyroid hormone-like protein) (PLP) [Cleaved into: PTHrP[1-36]; PTHrP[38-94]; Osteostatin (PTHrP[107-139])]	Name: PTHLH; Synonyms: PTHRP;			p12272 pthlh pthr_human parathyroid hormone-related protein precursor; ; parathyroid hormone-related protein (pth-rp) (pthrp) (parathyroid hormone-like protein) (plp) [cleaved into: pthrp[1-36]; pthrp[38-94]; osteostatin (pthrp[107-139])] name: pthlh; synonyms: pthrp;  	False
P12429	Other / unclassified	Other / unclassified	ANXA3	ANXA3_HUMAN	Annexin A3 (35-alpha calcimedin) (Annexin III) (Annexin-3) (Inositol 1,2-cyclic phosphate 2-phosphohydrolase) (Lipocortin III) (Placental anticoagulant protein III) (PAP-III)				p12429 anxa3 anxa3_human annexin a3 (35-alpha calcimedin) (annexin iii) (annexin-3) (inositol 1,2-cyclic phosphate 2-phosphohydrolase) (lipocortin iii) (placental anticoagulant protein iii) (pap-iii)   	False
P12524	Chromatin / transcription	Other / unclassified	MYCL	MYCL_HUMAN	Protein L-Myc (Class E basic helix-loop-helix protein 38) (bHLHe38) (Protein L-Myc-1) (V-myc myelocytomatosis viral oncogene homolog)				p12524 mycl mycl_human protein l-myc (class e basic helix-loop-helix protein 38) (bhlhe38) (protein l-myc-1) (v-myc myelocytomatosis viral oncogene homolog)   	False
P12643	Other / unclassified	Other / unclassified	BMP2	BMP2_HUMAN	Bone morphogenetic protein 2 precursor; ; Bone morphogenetic protein 2 (BMP-2) (Bone morphogenetic protein 2A) (BMP-2A)	Name: BMP2; Synonyms: BMP2A;			p12643 bmp2 bmp2_human bone morphogenetic protein 2 precursor; ; bone morphogenetic protein 2 (bmp-2) (bone morphogenetic protein 2a) (bmp-2a) name: bmp2; synonyms: bmp2a;  	False
P12644	Other / unclassified	Other / unclassified	BMP4	BMP4_HUMAN	Bone morphogenetic protein 4 precursor; ; Bone morphogenetic protein 4 (BMP-4) (Bone morphogenetic protein 2B) (BMP-2B)	Name: BMP4; Synonyms: BMP2B; DVR4;			p12644 bmp4 bmp4_human bone morphogenetic protein 4 precursor; ; bone morphogenetic protein 4 (bmp-4) (bone morphogenetic protein 2b) (bmp-2b) name: bmp4; synonyms: bmp2b; dvr4;  	False
P12645	Other / unclassified	Other / unclassified	BMP3	BMP3_HUMAN	Bone morphogenetic protein 3 precursor; ; Bone morphogenetic protein 3 (BMP-3) (Bone morphogenetic protein 3A) (BMP-3A) (Osteogenin)	Name: BMP3; Synonyms: BMP3A;			p12645 bmp3 bmp3_human bone morphogenetic protein 3 precursor; ; bone morphogenetic protein 3 (bmp-3) (bone morphogenetic protein 3a) (bmp-3a) (osteogenin) name: bmp3; synonyms: bmp3a;  	False
P12838	Membrane / receptor / extracellular	Other / unclassified	DEFA4	DEF4_HUMAN	Defensin alpha 4 (Corticostatin HP-4) (HNP-4) (HP-4) (Neutrophil defensin 4)				p12838 defa4 def4_human defensin alpha 4 (corticostatin hp-4) (hnp-4) (hp-4) (neutrophil defensin 4)   	False
P12872	Other / unclassified	Other / unclassified	MLN	MOTI_HUMAN	Promotilin [Cleaved into: Motilin; Motilin-associated peptide (MAP)]		Motilin/ghrelin ; Motilin/ghrelin-associated peptide IPR006738 ; IPR006737 domain		p12872 mln moti_human promotilin [cleaved into: motilin; motilin-associated peptide (map)]  motilin/ghrelin ; motilin/ghrelin-associated peptide ipr006738 ; ipr006737 domain 	True
P12980	Chromatin / transcription	Other / unclassified	LYL1	LYL1_HUMAN	Protein lyl-1; ; Protein lyl-1 (Class A basic helix-loop-helix protein 18) (bHLHa18) (Lymphoblastic leukemia-derived sequence 1)	Name: LYL1; Synonyms: BHLHA18;			p12980 lyl1 lyl1_human protein lyl-1; ; protein lyl-1 (class a basic helix-loop-helix protein 18) (bhlha18) (lymphoblastic leukemia-derived sequence 1) name: lyl1; synonyms: bhlha18;  	False
P13051	Other / unclassified	Other / unclassified	UNG	UNG_HUMAN	Uracil-DNA glycosylase; ; Uracil-DNA glycosylase (UDG) (EC 3.2.2.27)	Name: UNG; Synonyms: DGU, UNG1; UNG15;			p13051 ung ung_human uracil-dna glycosylase; ; uracil-dna glycosylase (udg) (ec 3.2.2.27) name: ung; synonyms: dgu, ung1; ung15;  	True
P13224	Membrane / receptor / extracellular	Other / unclassified	GP1BB	GP1BB_HUMAN	Platelet glycoprotein Ib beta chain precursor; ; Platelet glycoprotein Ib beta chain (GP-Ib beta) (GPIb-beta) (GPIbB) (Antigen CD42b-beta) (CD antigen CD42c)	Name: GP1BB;			p13224 gp1bb gp1bb_human platelet glycoprotein ib beta chain precursor; ; platelet glycoprotein ib beta chain (gp-ib beta) (gpib-beta) (gpibb) (antigen cd42b-beta) (cd antigen cd42c) name: gp1bb;  	False
P13232	Other / unclassified	Other / unclassified	IL7	IL7_HUMAN	Interleukin-7 (IL-7)				p13232 il7 il7_human interleukin-7 (il-7)   	False
P13385	Other / unclassified	Other / unclassified	CRIPTO	TDGF1_HUMAN	Protein Cripto (Cripto, EGF-CFC family member) (Cripto-1 growth factor) (CRGF) (Epidermal growth factor-like cripto protein CR1) (Teratocarcinoma-derived growth factor 1)				p13385 cripto tdgf1_human protein cripto (cripto, egf-cfc family member) (cripto-1 growth factor) (crgf) (epidermal growth factor-like cripto protein cr1) (teratocarcinoma-derived growth factor 1)   	False
P13489	RNA-binding / RNP	Other / unclassified	RNH1	RINI_HUMAN	Ribonuclease inhibitor; ; Ribonuclease inhibitor (Placental ribonuclease inhibitor) (Placental RNase inhibitor) (Ribonuclease/angiogenin inhibitor 1) (RAI)	Name: RNH1; Synonyms: PRI, RNH;			p13489 rnh1 rini_human ribonuclease inhibitor; ; ribonuclease inhibitor (placental ribonuclease inhibitor) (placental rnase inhibitor) (ribonuclease/angiogenin inhibitor 1) (rai) name: rnh1; synonyms: pri, rnh;  	False
P13500	Other / unclassified	Other / unclassified	CCL2	CCL2_HUMAN	C-C motif chemokine 2 (HC11) (Monocyte chemoattractant protein 1) (Monocyte chemotactic and activating factor) (MCAF) (Monocyte chemotactic protein 1) (MCP-1) (Monocyte secretory protein JE) (Small-inducible cytokine A2)				p13500 ccl2 ccl2_human c-c motif chemokine 2 (hc11) (monocyte chemoattractant protein 1) (monocyte chemotactic and activating factor) (mcaf) (monocyte chemotactic protein 1) (mcp-1) (monocyte secretory protein je) (small-inducible cytokine a2)   	False
P13521	Other / unclassified	Other / unclassified	SCG2	SCG2_HUMAN	Secretogranin-2 (Chromogranin-C) (Secretogranin II) (SgII) [Cleaved into: Secretoneurin (SN); Manserin]				p13521 scg2 scg2_human secretogranin-2 (chromogranin-c) (secretogranin ii) (sgii) [cleaved into: secretoneurin (sn); manserin]   	False
P13584	Other / unclassified	Other / unclassified	CYP4B1	CP4B1_HUMAN	Cytochrome P450 4B1; ; Cytochrome P450 4B1 (EC 1.14.14.1) (CYPIVB1) (Cytochrome P450-HP)	Name: CYP4B1;			p13584 cyp4b1 cp4b1_human cytochrome p450 4b1; ; cytochrome p450 4b1 (ec 1.14.14.1) (cypivb1) (cytochrome p450-hp) name: cyp4b1;  	False
P13611	Other / unclassified	Other / unclassified	VCAN	CSPG2_HUMAN	Versican core protein precursor; ; Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Chondroitin sulfate proteoglycan 2) (Glial hyaluronate-binding protein) (GHAP) (Large fibroblast proteoglycan) (PG-M)	Name: VCAN; Synonyms: CSPG2;			p13611 vcan cspg2_human versican core protein precursor; ; versican core protein (chondroitin sulfate proteoglycan core protein 2) (chondroitin sulfate proteoglycan 2) (glial hyaluronate-binding protein) (ghap) (large fibroblast proteoglycan) (pg-m) name: vcan; synonyms: cspg2;  	False
P13640	Other / unclassified	Other / unclassified	MT1G	MT1G_HUMAN	Metallothionein-1G; ; Metallothionein-1G (MT-1G) (Metallothionein-1K) (MT-1K) (Metallothionein-IG) (MT-IG)	Name: MT1G; Synonyms: MT1K, MT1M;			p13640 mt1g mt1g_human metallothionein-1g; ; metallothionein-1g (mt-1g) (metallothionein-1k) (mt-1k) (metallothionein-ig) (mt-ig) name: mt1g; synonyms: mt1k, mt1m;  	False
P13667	Other / unclassified	Other / unclassified	PDIA4	PDIA4_HUMAN	Protein disulfide-isomerase A4 precursor; ; Protein disulfide-isomerase A4 (EC 5.3.4.1) (Endoplasmic reticulum resident protein 70) (ER protein 70) (ERp70) (Endoplasmic reticulum resident protein 72) (ER protein 72) (ERp-72) (ERp72)	Name: PDIA4; Synonyms: ERP70, ERP72;	Thioredoxin domain ; Thioredoxin-like superfamily ; Protein disulfide-isomerase, thioredoxin-like domain ; Protein disulfide-isomerase A4, TRX-like domain b IPR013766 ; IPR036249 ; IPR005788 ; IPR041866 domain ; homologous_superfamily		p13667 pdia4 pdia4_human protein disulfide-isomerase a4 precursor; ; protein disulfide-isomerase a4 (ec 5.3.4.1) (endoplasmic reticulum resident protein 70) (er protein 70) (erp70) (endoplasmic reticulum resident protein 72) (er protein 72) (erp-72) (erp72) name: pdia4; synonyms: erp70, erp72; thioredoxin domain ; thioredoxin-like superfamily ; protein disulfide-isomerase, thioredoxin-like domain ; protein disulfide-isomerase a4, trx-like domain b ipr013766 ; ipr036249 ; ipr005788 ; ipr041866 domain ; homologous_superfamily 	True
P13671	Other / unclassified	Other / unclassified	C6	CO6_HUMAN	Complement component C6 precursor; ; Complement component C6	Name: C6;			p13671 c6 co6_human complement component c6 precursor; ; complement component c6 name: c6;  	False
P13716	Other / unclassified	Other / unclassified	ALAD	HEM2_HUMAN	Delta-aminolevulinic acid dehydratase; ; Delta-aminolevulinic acid dehydratase (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	Name: ALAD;			p13716 alad hem2_human delta-aminolevulinic acid dehydratase; ; delta-aminolevulinic acid dehydratase (aladh) (ec 4.2.1.24) (porphobilinogen synthase) name: alad;  	False
P13725	Other / unclassified	Other / unclassified	OSM	ONCM_HUMAN	Oncostatin-M (OSM)				p13725 osm oncm_human oncostatin-m (osm)   	False
P13726	Other / unclassified	Other / unclassified	F3	TF_HUMAN	Tissue factor precursor; ; Tissue factor (TF) (Coagulation factor III) (Thromboplastin) (CD antigen CD142)	Name: F3;			p13726 f3 tf_human tissue factor precursor; ; tissue factor (tf) (coagulation factor iii) (thromboplastin) (cd antigen cd142) name: f3;  	False
P13747	Membrane / receptor / extracellular	Other / unclassified	HLA-E	HLAE_HUMAN	HLA class I histocompatibility antigen, alpha chain E precursor; ; HLA class I histocompatibility antigen, alpha chain E (MHC class I antigen E) [Cleaved into: Soluble HLA class I histocompatibility antigen, alpha chain E (sHLA-E)]	Name: HLA-E; Synonyms: HLA-6.2, HLAE;			p13747 hla-e hlae_human hla class i histocompatibility antigen, alpha chain e precursor; ; hla class i histocompatibility antigen, alpha chain e (mhc class i antigen e) [cleaved into: soluble hla class i histocompatibility antigen, alpha chain e (shla-e)] name: hla-e; synonyms: hla-6.2, hlae;  	False
