canonical_UniProtAC	functional_class_broad	functional_class_subclass	substrate_genename	UniProtID	protein_name	genename	interpro_annotation_text	interpro_domain_classes	annotation_text	is_arg_methyl_protein
P43034	RNA-binding / RNP	mRNA processing / export / 3'-end	PAFAH1B1	LIS1_HUMAN	Platelet-activating factor acetylhydrolase IB subunit beta; ; Platelet-activating factor acetylhydrolase IB subunit beta (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	Name: PAFAH1B1; Synonyms: LIS1; MDCR, MDS, PAFAHA;	LIS1, N-terminal ; PAC1-like, LisH-like dimerisation domain ; WD40-repeat-containing domain superfamily ; WD40 repeat ; WD40/YVTN repeat-like-containing domain superfamily ; PAC1/LIS1-like, WD-40 repeat IPR037190 ; IPR056795 ; IPR036322 ; IPR001680 ; IPR015943 ; IPR020472 homologous_superfamily ; domain ; repeat Protein-protein repeat / scaffold	Protein-protein repeat / scaffold	p43034 pafah1b1 lis1_human platelet-activating factor acetylhydrolase ib subunit beta; ; platelet-activating factor acetylhydrolase ib subunit beta (lissencephaly-1 protein) (lis-1) (paf acetylhydrolase 45 kda subunit) (paf-ah 45 kda subunit) (paf-ah alpha) (pafah alpha) name: pafah1b1; synonyms: lis1; mdcr, mds, pafaha; lis1, n-terminal ; pac1-like, lish-like dimerisation domain ; wd40-repeat-containing domain superfamily ; wd40 repeat ; wd40/yvtn repeat-like-containing domain superfamily ; pac1/lis1-like, wd-40 repeat ipr037190 ; ipr056795 ; ipr036322 ; ipr001680 ; ipr015943 ; ipr020472 homologous_superfamily ; domain ; repeat protein-protein repeat / scaffold protein-protein repeat / scaffold	True
P43080	Other / unclassified	Other / unclassified	GUCA1A	GUC1A_HUMAN	Guanylyl cyclase-activating protein 1 (GCAP 1) (Guanylate cyclase activator 1A)				p43080 guca1a guc1a_human guanylyl cyclase-activating protein 1 (gcap 1) (guanylate cyclase activator 1a)   	False
P43088	Membrane / receptor / extracellular	Membrane / receptor / extracellular	PTGFR	PF2R_HUMAN	Prostaglandin F2-alpha receptor (PGF receptor) (PGF2-alpha receptor) (Prostanoid FP receptor)				p43088 ptgfr pf2r_human prostaglandin f2-alpha receptor (pgf receptor) (pgf2-alpha receptor) (prostanoid fp receptor)   	False
P43115	Membrane / receptor / extracellular	Membrane / receptor / extracellular	PTGER3	PE2R3_HUMAN	Prostaglandin E2 receptor EP3 subtype (PGE receptor EP3 subtype) (PGE2 receptor EP3 subtype) (PGE2-R) (Prostanoid EP3 receptor)				p43115 ptger3 pe2r3_human prostaglandin e2 receptor ep3 subtype (pge receptor ep3 subtype) (pge2 receptor ep3 subtype) (pge2-r) (prostanoid ep3 receptor)   	False
P43116	Membrane / receptor / extracellular	Membrane / receptor / extracellular	PTGER2	PE2R2_HUMAN	Prostaglandin E2 receptor EP2 subtype; ; Prostaglandin E2 receptor EP2 subtype (PGE receptor EP2 subtype) (PGE2 receptor EP2 subtype) (Prostanoid EP2 receptor)	Name: PTGER2;			p43116 ptger2 pe2r2_human prostaglandin e2 receptor ep2 subtype; ; prostaglandin e2 receptor ep2 subtype (pge receptor ep2 subtype) (pge2 receptor ep2 subtype) (prostanoid ep2 receptor) name: ptger2;  	False
P43119	Membrane / receptor / extracellular	Membrane / receptor / extracellular	PTGIR	PI2R_HUMAN	Prostacyclin receptor precursor; ; Prostacyclin receptor (Prostaglandin I2 receptor) (PGI receptor) (PGI2 receptor) (Prostanoid IP receptor)	Name: PTGIR; Synonyms: PRIPR;			p43119 ptgir pi2r_human prostacyclin receptor precursor; ; prostacyclin receptor (prostaglandin i2 receptor) (pgi receptor) (pgi2 receptor) (prostanoid ip receptor) name: ptgir; synonyms: pripr;  	False
P43121	Membrane / receptor / extracellular	Membrane / receptor / extracellular	MCAM	MUC18_HUMAN	Cell surface glycoprotein MUC18 precursor; ; Cell surface glycoprotein MUC18 (Cell surface glycoprotein P1H12) (Melanoma cell adhesion molecule) (Melanoma-associated antigen A32) (Melanoma-associated antigen MUC18) (S-endo 1 endothelial-associated antigen) (CD antigen CD146)	Name: MCAM; Synonyms: MUC18;	Immunoglobulin-like domain ; Immunoglobulin-like fold ; Immunoglobulin V-set domain ; Immunoglobulin domain subtype ; Immunoglobulin-like domain superfamily ; CD80-like, immunoglobulin C2-set ; Immunoglobulin subtype 2 IPR007110 ; IPR013783 ; IPR013106 ; IPR003599 ; IPR036179 ; IPR013162 ; IPR003598 domain ; homologous_superfamily		p43121 mcam muc18_human cell surface glycoprotein muc18 precursor; ; cell surface glycoprotein muc18 (cell surface glycoprotein p1h12) (melanoma cell adhesion molecule) (melanoma-associated antigen a32) (melanoma-associated antigen muc18) (s-endo 1 endothelial-associated antigen) (cd antigen cd146) name: mcam; synonyms: muc18; immunoglobulin-like domain ; immunoglobulin-like fold ; immunoglobulin v-set domain ; immunoglobulin domain subtype ; immunoglobulin-like domain superfamily ; cd80-like, immunoglobulin c2-set ; immunoglobulin subtype 2 ipr007110 ; ipr013783 ; ipr013106 ; ipr003599 ; ipr036179 ; ipr013162 ; ipr003598 domain ; homologous_superfamily 	True
P43146	Membrane / receptor / extracellular	Membrane / receptor / extracellular	DCC	DCC_HUMAN	Netrin receptor DCC precursor; ; Netrin receptor DCC (Colorectal cancer suppressor) (Immunoglobulin superfamily DCC subclass member 1) (Tumor suppressor protein DCC)	Name: DCC; Synonyms: IGDCC1;			p43146 dcc dcc_human netrin receptor dcc precursor; ; netrin receptor dcc (colorectal cancer suppressor) (immunoglobulin superfamily dcc subclass member 1) (tumor suppressor protein dcc) name: dcc; synonyms: igdcc1;  	False
P43155	Chromatin / transcription;Signaling / enzymes	Chromatin writers / remodelers;Signaling / enzymes	CRAT	CACP_HUMAN	Carnitine O-acetyltransferase; ; Carnitine O-acetyltransferase (Carnitine acetylase) (EC 2.3.1.137) (EC 2.3.1.7) (Carnitine acetyltransferase) (CAT) (CrAT)	Name: CRAT; Synonyms: CAT1;	Chloramphenicol acetyltransferase-like domain superfamily ; Choline/Carnitine o-acyltransferase, domain 1 and 2 ; Choline/Carnitine o-acyltransferase, domain 2 IPR023213 ; IPR039551 ; IPR042231 homologous_superfamily ; domain Chromatin catalytic / remodeler; Catalytic enzyme domain	Chromatin catalytic / remodeler; Catalytic enzyme domain	p43155 crat cacp_human carnitine o-acetyltransferase; ; carnitine o-acetyltransferase (carnitine acetylase) (ec 2.3.1.137) (ec 2.3.1.7) (carnitine acetyltransferase) (cat) (crat) name: crat; synonyms: cat1; chloramphenicol acetyltransferase-like domain superfamily ; choline/carnitine o-acyltransferase, domain 1 and 2 ; choline/carnitine o-acyltransferase, domain 2 ipr023213 ; ipr039551 ; ipr042231 homologous_superfamily ; domain chromatin catalytic / remodeler; catalytic enzyme domain chromatin catalytic / remodeler; catalytic enzyme domain	True
P43166	Other / unclassified	Other / unclassified	CA7	CAH7_HUMAN	Carbonic anhydrase 7 (EC 4.2.1.1) (Carbonate dehydratase VII) (Carbonic anhydrase VII) (CA-VII)		Alpha carbonic anhydrase domain superfamily ; Alpha carbonic anhydrase domain IPR036398 ; IPR001148 homologous_superfamily ; domain		p43166 ca7 cah7_human carbonic anhydrase 7 (ec 4.2.1.1) (carbonate dehydratase vii) (carbonic anhydrase vii) (ca-vii)  alpha carbonic anhydrase domain superfamily ; alpha carbonic anhydrase domain ipr036398 ; ipr001148 homologous_superfamily ; domain 	True
P43220	Membrane / receptor / extracellular	Membrane / receptor / extracellular	GLP1R	GLP1R_HUMAN	Glucagon-like peptide 1 receptor precursor; ; Glucagon-like peptide 1 receptor (GLP-1 receptor) (GLP-1-R) (GLP-1R)	Name: GLP1R;			p43220 glp1r glp1r_human glucagon-like peptide 1 receptor precursor; ; glucagon-like peptide 1 receptor (glp-1 receptor) (glp-1-r) (glp-1r) name: glp1r;  	False
P43234	Other / unclassified	Other / unclassified	CTSO	CATO_HUMAN	Cathepsin O (EC 3.4.22.42)				p43234 ctso cato_human cathepsin o (ec 3.4.22.42)   	False
P43235	Other / unclassified	Other / unclassified	CTSK	CATK_HUMAN	Cathepsin K precursor; ; Cathepsin K (EC 3.4.22.38) (Cathepsin O) (Cathepsin O2) (Cathepsin X)	Name: CTSK; Synonyms: CTSO, CTSO2;			p43235 ctsk catk_human cathepsin k precursor; ; cathepsin k (ec 3.4.22.38) (cathepsin o) (cathepsin o2) (cathepsin x) name: ctsk; synonyms: ctso, ctso2;  	False
P43243	DNA repair / genome maintenance;Nuclear scaffold / pore / lamina;RNA-binding / RNP	DNA repair / DDR;Nuclear scaffold / pore / lamina;RRM / KH RBPs	MATR3	MATR3_HUMAN	Matrin-3; ; Matrin-3	Name: MATR3; Synonyms: KIAA0723;	Matrin/U1-C-like, C2H2-type zinc finger ; Nucleotide-binding alpha-beta plait domain superfamily ; RNA-binding domain superfamily ; RNA recognition motif domain ; Matrin-3, RNA recognition motif 1 ; Matrin-3, RNA recognition motif 2 ; Matrin/U1-C, C2H2-type zinc finger IPR003604 ; IPR012677 ; IPR035979 ; IPR000504 ; IPR034928 ; IPR034930 ; IPR000690 domain ; homologous_superfamily RRM / KH RNA-binding	RRM / KH RNA-binding	p43243 matr3 matr3_human matrin-3; ; matrin-3 name: matr3; synonyms: kiaa0723; matrin/u1-c-like, c2h2-type zinc finger ; nucleotide-binding alpha-beta plait domain superfamily ; rna-binding domain superfamily ; rna recognition motif domain ; matrin-3, rna recognition motif 1 ; matrin-3, rna recognition motif 2 ; matrin/u1-c, c2h2-type zinc finger ipr003604 ; ipr012677 ; ipr035979 ; ipr000504 ; ipr034928 ; ipr034930 ; ipr000690 domain ; homologous_superfamily rrm / kh rna-binding rrm / kh rna-binding	True
P43246	DNA repair / genome maintenance;Signaling / enzymes	DNA repair / DDR;Signaling / enzymes	MSH2	MSH2_HUMAN	DNA mismatch repair protein Msh2; ; DNA mismatch repair protein Msh2 (hMSH2) (MutS protein homolog 2)	Name: MSH2;	DNA mismatch repair protein MutS, N-terminal ; DNA mismatch repair protein MutS-like, N-terminal ; MutS, connector domain superfamily ; DNA mismatch repair protein MutS, connector domain ; DNA mismatch repair protein MutS, core domain superfamily ; DNA mismatch repair protein MutS, core ; DNA mismatch repair protein MutS, clamp ; P-loop containing nucleoside triphosphate hydrolase ; DNA mismatch repair protein Msh2, ATP-binding cassette domain ; DNA mismatch repair protein MutS, C-terminal IPR016151 ; IPR007695 ; IPR036678 ; IPR007860 ; IPR036187 ; IPR007696 ; IPR007861 ; IPR027417 ; IPR032642 ; IPR000432 homologous_superfamily ; domain Catalytic enzyme domain	Catalytic enzyme domain	p43246 msh2 msh2_human dna mismatch repair protein msh2; ; dna mismatch repair protein msh2 (hmsh2) (muts protein homolog 2) name: msh2; dna mismatch repair protein muts, n-terminal ; dna mismatch repair protein muts-like, n-terminal ; muts, connector domain superfamily ; dna mismatch repair protein muts, connector domain ; dna mismatch repair protein muts, core domain superfamily ; dna mismatch repair protein muts, core ; dna mismatch repair protein muts, clamp ; p-loop containing nucleoside triphosphate hydrolase ; dna mismatch repair protein msh2, atp-binding cassette domain ; dna mismatch repair protein muts, c-terminal ipr016151 ; ipr007695 ; ipr036678 ; ipr007860 ; ipr036187 ; ipr007696 ; ipr007861 ; ipr027417 ; ipr032642 ; ipr000432 homologous_superfamily ; domain catalytic enzyme domain catalytic enzyme domain	True
P43250	Membrane / receptor / extracellular;Signaling / enzymes	Membrane / receptor / extracellular;Signaling / enzymes	GRK6	GRK6_HUMAN	G protein-coupled receptor kinase 6; ; G protein-coupled receptor kinase 6 (EC 2.7.11.16) (G protein-coupled receptor kinase GRK6)	Name: GRK6; Synonyms: GPRK6;			p43250 grk6 grk6_human g protein-coupled receptor kinase 6; ; g protein-coupled receptor kinase 6 (ec 2.7.11.16) (g protein-coupled receptor kinase grk6) name: grk6; synonyms: gprk6;  	False
P43251	Other / unclassified	Other / unclassified	BTD	BTD_HUMAN	Biotinidase precursor; ; Biotinidase (Biotinase) (EC 3.5.1.12)	Name: BTD;			p43251 btd btd_human biotinidase precursor; ; biotinidase (biotinase) (ec 3.5.1.12) name: btd;  	False
P43268	Other / unclassified	Other / unclassified	ETV4	ETV4_HUMAN	ETS translocation variant 4; ; ETS translocation variant 4 (Adenovirus E1A enhancer-binding protein) (E1A-F) (Polyomavirus enhancer activator 3 homolog) (Protein PEA3)	Name: ETV4; Synonyms: E1AF, PEA3;			p43268 etv4 etv4_human ets translocation variant 4; ; ets translocation variant 4 (adenovirus e1a enhancer-binding protein) (e1a-f) (polyomavirus enhancer activator 3 homolog) (protein pea3) name: etv4; synonyms: e1af, pea3;  	False
P43304	Mitochondrial / metabolism	Mitochondrial / metabolic enzymes	GPD2	GPDM_HUMAN	Glycerol-3-phosphate dehydrogenase, mitochondrial precursor; ; Glycerol-3-phosphate dehydrogenase, mitochondrial (GPD-M) (GPDH-M) (EC 1.1.5.3) (mitochondrial glycerophosphate dehydrogenase gene) (mGDH) (mtGPD)	Name: GPD2;			p43304 gpd2 gpdm_human glycerol-3-phosphate dehydrogenase, mitochondrial precursor; ; glycerol-3-phosphate dehydrogenase, mitochondrial (gpd-m) (gpdh-m) (ec 1.1.5.3) (mitochondrial glycerophosphate dehydrogenase gene) (mgdh) (mtgpd) name: gpd2;  	False
P43307	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SSR1	SSRA_HUMAN	Translocon-associated protein subunit alpha precursor; ; Translocon-associated protein subunit alpha (TRAP-alpha) (Signal sequence receptor subunit alpha) (SSR-alpha)	Name: SSR1; Synonyms: TRAPA; ORFNames: PSEC0262;			p43307 ssr1 ssra_human translocon-associated protein subunit alpha precursor; ; translocon-associated protein subunit alpha (trap-alpha) (signal sequence receptor subunit alpha) (ssr-alpha) name: ssr1; synonyms: trapa; orfnames: psec0262;  	False
P43308	Membrane / receptor / extracellular	Membrane / receptor / extracellular	SSR2	SSRB_HUMAN	Translocon-associated protein subunit beta precursor; ; Translocon-associated protein subunit beta (TRAP-beta) (Signal sequence receptor subunit beta) (SSR-beta)	Name: SSR2; Synonyms: TRAPB; ORFNames: HSD25;			p43308 ssr2 ssrb_human translocon-associated protein subunit beta precursor; ; translocon-associated protein subunit beta (trap-beta) (signal sequence receptor subunit beta) (ssr-beta) name: ssr2; synonyms: trapb; orfnames: hsd25;  	True
P43320	Other / unclassified	Other / unclassified	CRYBB2	CRBB2_HUMAN	Beta-crystallin B2; ; Beta-crystallin B2 (Beta-B2 crystallin) (Beta-crystallin Bp)	Name: CRYBB2; Synonyms: CRYB2, CRYB2A;			p43320 crybb2 crbb2_human beta-crystallin b2; ; beta-crystallin b2 (beta-b2 crystallin) (beta-crystallin bp) name: crybb2; synonyms: cryb2, cryb2a;  	False
P43351	DNA repair / genome maintenance	DNA repair / DDR	RAD52	RAD52_HUMAN	DNA repair protein RAD52 homolog; ; DNA repair protein RAD52 homolog	Name: RAD52;			p43351 rad52 rad52_human dna repair protein rad52 homolog; ; dna repair protein rad52 homolog name: rad52;  	False
P43353	Mitochondrial / metabolism	Mitochondrial / metabolic enzymes	ALDH3B1	AL3B1_HUMAN	Aldehyde dehydrogenase family 3 member B1 precursor; ; Aldehyde dehydrogenase family 3 member B1 (EC 1.2.1.28) (EC 1.2.1.5) (EC 1.2.1.7) (Aldehyde dehydrogenase 7) (Long-chain fatty aldehyde dehydrogenase) (EC 1.2.1.48) (Medium-chain fatty aldehyde dehydrogenase)	Name: ALDH3B1; Synonyms: ALDH7;			p43353 aldh3b1 al3b1_human aldehyde dehydrogenase family 3 member b1 precursor; ; aldehyde dehydrogenase family 3 member b1 (ec 1.2.1.28) (ec 1.2.1.5) (ec 1.2.1.7) (aldehyde dehydrogenase 7) (long-chain fatty aldehyde dehydrogenase) (ec 1.2.1.48) (medium-chain fatty aldehyde dehydrogenase) name: aldh3b1; synonyms: aldh7;  	False
P43354	Chromatin / transcription;Membrane / receptor / extracellular	Membrane / receptor / extracellular;Transcription / mediator / polymerase	NR4A2	NR4A2_HUMAN	Nuclear receptor subfamily 4 group A member 2; ; Nuclear receptor subfamily 4 group A member 2 (Immediate-early response protein NOT) (Orphan nuclear receptor NURR1) (Transcriptionally-inducible nuclear receptor)	Name: NR4A2; Synonyms: NOT, NURR1, TINUR;			p43354 nr4a2 nr4a2_human nuclear receptor subfamily 4 group a member 2; ; nuclear receptor subfamily 4 group a member 2 (immediate-early response protein not) (orphan nuclear receptor nurr1) (transcriptionally-inducible nuclear receptor) name: nr4a2; synonyms: not, nurr1, tinur;  	False
P43355	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA1	MAGA1_HUMAN	Melanoma-associated antigen 1; ; Melanoma-associated antigen 1 (Antigen MZ2-E) (Cancer/testis antigen 1.1) (CT1.1) (MAGE-1 antigen)	Name: MAGEA1; Synonyms: MAGE1, MAGE1A;			p43355 magea1 maga1_human melanoma-associated antigen 1; ; melanoma-associated antigen 1 (antigen mz2-e) (cancer/testis antigen 1.1) (ct1.1) (mage-1 antigen) name: magea1; synonyms: mage1, mage1a;  	False
P43356	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA2 ; MAGEA2; MAGEA2B	MAGA2_HUMAN	Melanoma-associated antigen 2; ; Melanoma-associated antigen 2 (Cancer/testis antigen 1.2) (CT1.2) (MAGE-2 antigen)	Name: MAGEA2; Synonyms: MAGE2, MAGEA2A; and Name: MAGEA2B; Synonyms: MAGE2, MAGEA2;			p43356 magea2 ; magea2; magea2b maga2_human melanoma-associated antigen 2; ; melanoma-associated antigen 2 (cancer/testis antigen 1.2) (ct1.2) (mage-2 antigen) name: magea2; synonyms: mage2, magea2a; and name: magea2b; synonyms: mage2, magea2;  	False
P43357	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA3	MAGA3_HUMAN	Melanoma-associated antigen 3 (Antigen MZ2-D) (Cancer/testis antigen 1.3) (CT1.3) (MAGE-3 antigen)				p43357 magea3 maga3_human melanoma-associated antigen 3 (antigen mz2-d) (cancer/testis antigen 1.3) (ct1.3) (mage-3 antigen)   	False
P43358	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA4	MAGA4_HUMAN	Melanoma-associated antigen 4; ; Melanoma-associated antigen 4 (Cancer/testis antigen 1.4) (CT1.4) (MAGE-4 antigen) (MAGE-41 antigen) (MAGE-X2 antigen)	Name: MAGEA4; Synonyms: MAGE4;			p43358 magea4 maga4_human melanoma-associated antigen 4; ; melanoma-associated antigen 4 (cancer/testis antigen 1.4) (ct1.4) (mage-4 antigen) (mage-41 antigen) (mage-x2 antigen) name: magea4; synonyms: mage4;  	False
P43359	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA5P	MAGA5_HUMAN	Putative melanoma-associated antigen 5P (Cancer/testis antigen 1.5) (CT1.5) (MAGE family member A5 pseudogene) (MAGE-5 antigen)				p43359 magea5p maga5_human putative melanoma-associated antigen 5p (cancer/testis antigen 1.5) (ct1.5) (mage family member a5 pseudogene) (mage-5 antigen)   	False
P43360	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA6	MAGA6_HUMAN	Melanoma-associated antigen 6 (Cancer/testis antigen 1.6) (CT1.6) (MAGE-6 antigen) (MAGE3B antigen)				p43360 magea6 maga6_human melanoma-associated antigen 6 (cancer/testis antigen 1.6) (ct1.6) (mage-6 antigen) (mage3b antigen)   	False
P43361	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA8	MAGA8_HUMAN	Melanoma-associated antigen 8 (Cancer/testis antigen 1.8) (CT1.8) (MAGE-8 antigen)				p43361 magea8 maga8_human melanoma-associated antigen 8 (cancer/testis antigen 1.8) (ct1.8) (mage-8 antigen)   	False
P43362	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA9; MAGEA9B	MAGA9_HUMAN	Melanoma-associated antigen 9 (Cancer/testis antigen 1.9) (CT1.9) (MAGE-9 antigen)				p43362 magea9; magea9b maga9_human melanoma-associated antigen 9 (cancer/testis antigen 1.9) (ct1.9) (mage-9 antigen)   	False
P43363	Poorly characterized / specialized	Poorly characterized / specialized	MAGEA10	MAGAA_HUMAN	Melanoma-associated antigen 10 (Cancer/testis antigen 1.10) (CT1.10) (MAGE-10 antigen)				p43363 magea10 magaa_human melanoma-associated antigen 10 (cancer/testis antigen 1.10) (ct1.10) (mage-10 antigen)   	False
P43364	Chromatin / transcription;Poorly characterized / specialized	DNA-binding transcription factors / developmental regulators;Poorly characterized / specialized	MAGEA11	MAGAB_HUMAN	Melanoma-associated antigen 11; ; Melanoma-associated antigen 11 (Cancer/testis antigen 1.11) (CT1.11) (MAGE-11 antigen)	Name: MAGEA11; Synonyms: MAGE11;	Melanoma associated antigen, N-terminal ; MAGE homology domain, winged helix WH1 motif ; MAGE homology domain ; MAGE homology domain, winged helix WH2 motif IPR021072 ; IPR041898 ; IPR002190 ; IPR041899 domain ; homologous_superfamily DNA-binding	DNA-binding	p43364 magea11 magab_human melanoma-associated antigen 11; ; melanoma-associated antigen 11 (cancer/testis antigen 1.11) (ct1.11) (mage-11 antigen) name: magea11; synonyms: mage11; melanoma associated antigen, n-terminal ; mage homology domain, winged helix wh1 motif ; mage homology domain ; mage homology domain, winged helix wh2 motif ipr021072 ; ipr041898 ; ipr002190 ; ipr041899 domain ; homologous_superfamily dna-binding dna-binding	True
